,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_alphafold3_rp11_5.pdb,8.249,1.1266543253896089e-12,0.825,0.977,,0.758,9.999,17.6,0.275,0.814,0.841,1.238,1.851,0.0,0.39,0.158,0.263,0.456,0.684,0.567
normalized_best_rp11_44.pdb,8.342,1.634137269945768e-12,0.825,0.977,,0.799,10.116,16.98,0.246,0.82,0.872,0.994,1.923,0.0,0.39,0.123,0.263,0.439,0.737,0.507
normalized_alphafold3_rp11_4.pdb,8.345,1.653954750935327e-12,0.818,0.956,,0.758,10.196,17.21,0.272,0.813,0.852,1.239,1.845,0.0,0.386,0.14,0.263,0.456,0.684,0.58
normalized_alphafold3_rp11_3.pdb,8.345,1.6501799926516014e-12,0.812,0.956,,0.739,10.275,17.69,0.267,0.813,0.85,1.209,1.832,0.0,0.39,0.158,0.263,0.456,0.684,0.557
normalized_alphafold3_rp11_2.pdb,8.374,1.8490764475131982e-12,0.812,0.956,,0.739,10.31,17.82,0.277,0.814,0.857,1.247,1.83,0.0,0.395,0.14,0.281,0.456,0.702,0.562
normalized_best_rp11_13.pdb,8.428,2.2926105458509483e-12,0.747,0.791,,0.75,11.287,21.58,0.24,0.728,0.874,1.365,0.99,0.0,0.325,0.123,0.193,0.316,0.667,0.505
normalized_best_rp11_15.pdb,8.439,2.3925306180672123e-12,0.804,0.927,,0.758,10.495,19.72,0.308,0.8,0.879,1.092,1.911,0.0,0.382,0.175,0.298,0.404,0.649,0.628
normalized_3drna_rp11_2.pdb,8.49,2.9166669079927487e-12,0.845,0.956,,0.789,10.043,21.34,0.263,0.787,0.879,1.17,1.574,0.0,0.456,0.158,0.263,0.579,0.825,0.584
normalized_3drna_rp11_1.pdb,8.556,3.766875700250694e-12,0.812,0.956,,0.768,10.534,22.18,0.238,0.821,0.889,1.2,1.57,0.0,0.417,0.228,0.316,0.421,0.702,0.625
normalized_best_rp11_37.pdb,8.634,5.1010862200939755e-12,0.731,0.781,,0.713,11.816,21.72,0.246,0.744,0.894,1.396,1.032,0.0,0.333,0.105,0.228,0.421,0.579,0.538
normalized_best_rp11_33.pdb,8.657,5.56643620086561e-12,0.764,0.851,,0.714,11.334,20.13,0.23,0.728,0.925,1.35,0.996,0.0,0.285,0.123,0.193,0.298,0.526,0.532
normalized_best_rp11_40.pdb,8.935,1.607575184081611e-11,0.713,0.81,,0.68,12.531,24.28,0.231,0.75,0.972,1.528,1.37,0.0,0.338,0.123,0.246,0.404,0.579,0.573
normalized_vfold_rp11.pdb,9.019,2.1987911491549994e-11,0.833,0.952,,0.781,10.832,19.09,0.297,0.81,0.969,1.083,1.909,0.0,0.333,0.175,0.263,0.368,0.526,0.229
normalized_3drna_rp11.pdb,9.076,2.7270241620414026e-11,0.826,0.977,,0.782,10.982,20.63,0.245,0.833,0.961,1.006,1.588,0.0,0.425,0.228,0.316,0.404,0.754,0.641
normalized_best_rp11_29.pdb,9.083,2.7991331474908066e-11,0.79,1.0,,0.686,11.504,22.15,0.334,0.775,0.95,1.115,0.967,0.0,0.382,0.14,0.281,0.439,0.667,0.568
normalized_best_rp11_50.pdb,9.399,8.944428531165727e-11,0.731,0.774,,0.713,12.859,18.07,0.257,0.763,0.987,1.447,1.856,0.0,0.351,0.14,0.263,0.456,0.544,0.564
normalized_best_rp11_3.pdb,9.428,9.917738852394109e-11,0.781,1.0,,0.704,12.077,22.59,0.258,0.787,0.972,1.169,1.16,0.0,0.36,0.14,0.263,0.404,0.632,0.588
normalized_best_rp11_16.pdb,9.444,1.049292319699191e-10,0.859,0.956,,0.823,10.998,18.03,0.253,0.817,0.976,1.089,2.045,0.0,0.408,0.158,0.298,0.491,0.684,0.545
normalized_best_rp11_42.pdb,9.631,2.0535534384080734e-10,0.673,0.744,,0.658,14.301,22.68,0.267,0.745,1.007,1.451,1.072,0.0,0.346,0.14,0.263,0.421,0.561,0.541
normalized_3drna_rp11_5.pdb,9.824,4.058149372099251e-10,0.842,0.956,,0.785,11.67,26.24,0.24,0.785,1.022,1.234,1.623,0.0,0.325,0.158,0.193,0.333,0.614,0.57
normalized_best_rp11_45.pdb,9.928,5.826580884438215e-10,0.743,0.774,,0.736,13.355,24.08,0.233,0.754,1.034,1.395,1.212,0.0,0.307,0.123,0.246,0.333,0.526,0.533
normalized_best_rp11_7.pdb,10.136,1.1930065824117264e-09,0.794,0.951,,0.698,12.771,19.6,0.255,0.8,1.064,1.278,1.141,0.0,0.355,0.175,0.263,0.404,0.579,0.509
normalized_best_rp11_43.pdb,10.378,2.6916503470530984e-09,0.737,0.83,,0.704,14.082,24.54,0.251,0.738,1.114,1.391,0.861,0.0,0.316,0.14,0.228,0.333,0.561,0.501
normalized_best_rp11_14.pdb,10.481,3.79103970438166e-09,0.696,0.83,,0.647,15.05,24.79,0.249,0.731,1.097,1.436,0.939,0.0,0.289,0.123,0.228,0.333,0.474,0.534
normalized_best_rp11_4.pdb,10.779,9.998257999299653e-09,0.823,0.874,,0.807,13.092,18.5,0.261,0.802,1.126,1.273,1.296,0.0,0.364,0.158,0.298,0.456,0.544,0.609
normalized_best_rp11_20.pdb,10.869,1.332408072762803e-08,0.723,0.789,,0.725,15.039,21.13,0.254,0.812,1.132,1.241,1.192,0.0,0.342,0.123,0.281,0.421,0.544,0.52
normalized_best_rp11_39.pdb,10.917,1.5519916296558023e-08,0.779,0.884,,0.748,14.014,21.39,0.269,0.769,1.132,1.249,1.52,0.0,0.346,0.175,0.263,0.386,0.561,0.588
normalized_best_rp11_2.pdb,11.542,1.0611660949955137e-07,0.701,0.713,,0.697,16.476,18.61,0.297,0.757,1.222,1.457,1.774,0.0,0.311,0.123,0.228,0.368,0.526,0.586
normalized_trrosettarna_rp11_5.pdb,11.868,2.7674552194323354e-07,0.565,0.621,,0.628,20.996,36.29,0.283,0.755,1.296,1.659,0.995,0.0,0.351,0.14,0.351,0.386,0.526,0.55
normalized_trrosettarna_rp11_3.pdb,11.974,3.748645150403185e-07,0.414,0.309,,0.586,28.94,54.63,0.12,0.751,1.359,1.891,0.471,0.0,0.197,0.105,0.123,0.21,0.351,0.533
normalized_trrosettarna_rp11_4.pdb,12.058,4.7547375897627475e-07,0.39,,,0.565,30.902,52.6,0.108,0.732,1.343,1.853,0.374,0.0,0.197,0.088,0.14,0.21,0.351,0.497
normalized_best_rp11_52.pdb,12.378,1.1596002562064278e-06,0.715,0.742,,0.708,17.323,17.74,0.268,0.76,1.288,1.381,2.019,0.0,0.333,0.123,0.246,0.404,0.561,0.534
normalized_best_rp11_36.pdb,12.731,2.9840718111517894e-06,0.768,0.884,,0.704,16.569,22.59,0.254,0.756,1.316,1.331,1.403,0.0,0.338,0.14,0.246,0.386,0.579,0.575
normalized_3drna_rp11_3.pdb,17.83,0.04505018283924339,0.814,0.956,,0.747,21.899,25.6,0.201,0.78,1.874,1.379,1.44,0.0,0.285,0.14,0.193,0.316,0.491,0.56
normalized_best_rp11_48.pdb,18.44,0.08756094852732965,0.702,0.634,,0.775,26.284,18.35,0.165,0.76,1.922,1.481,1.971,0.0,0.342,0.158,0.281,0.368,0.561,0.554
normalized_best_rp11_11.pdb,18.664,0.10906452533950828,0.755,0.884,,0.696,24.737,24.36,0.256,0.772,1.934,1.246,1.746,0.0,0.355,0.123,0.281,0.368,0.649,0.577
normalized_eprna_rp11.pdb,22.84,0.8618208886962379,0.0,0.0,,0.0,inf,99.24,0.088,0.501,2.35,2.163,0.072,0.0,0.132,0.053,0.088,0.158,0.228,0.0
normalized_ifoldrna_rp11_4.pdb,26.487,0.9990796009270388,0.248,0.0,,0.396,106.604,29.44,0.158,0.636,2.668,2.216,0.455,0.0,0.167,0.088,0.14,0.193,0.246,0.0
normalized_ifoldrna_rp11_5.pdb,28.594,0.9999908641342075,0.223,0.0,,0.378,128.385,29.14,0.206,0.605,2.915,2.293,0.616,0.0,0.18,0.123,0.14,0.193,0.263,0.001
normalized_ifoldrna_rp11_2.pdb,29.589,0.9999993441219808,0.2,0.0,,0.332,147.616,28.78,0.187,0.635,2.96,2.254,0.607,0.0,0.184,0.105,0.158,0.228,0.246,0.001
normalized_ifoldrna_rp11_1.pdb,30.053,0.9999998263766086,0.224,0.0,,0.406,134.068,29.07,0.175,0.634,3.012,2.364,0.547,0.0,0.175,0.14,0.14,0.175,0.246,0.001
normalized_ifoldrna_rp11_3.pdb,30.318,0.9999999209997174,0.144,0.0,,0.271,210.535,28.51,0.202,0.627,3.057,2.277,0.524,0.0,0.162,0.088,0.123,0.193,0.246,0.002
normalized_rnajp_rp11.pdb,,,0.382,0.0,,0.541,,,0.189,0.059,,,0.689,0.0,0.21,0.123,0.158,0.228,0.333,0.02
normalized_rnacomposer_rp11.pdb,,,0.295,0.0,,0.454,,,0.223,0.058,,,1.317,0.0,0.171,0.088,0.14,0.175,0.281,0.203
