,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_3drna_rp06_5.pdb,26.555,3.317757180099079e-11,0.571,0.577,0.125,0.61,46.503,37.9,0.245,0.097,2.722,1.759,2.286,0.0,0.071,0.044,0.051,0.07,0.12,0.378
normalized_3drna_rp06_3.pdb,27.281,4.5151665739595614e-10,0.598,0.646,0.177,0.615,45.621,38.34,0.287,0.095,2.781,1.715,2.358,0.0,0.065,0.032,0.051,0.07,0.108,0.388
normalized_3drna_rp06_4.pdb,28.153,8.452054223173633e-09,0.567,0.6,0.102,0.6,49.638,38.89,0.273,0.096,2.87,1.723,2.3,0.0,0.07,0.032,0.051,0.076,0.12,0.384
normalized_eprna_rp06.pdb,28.905,8.796723838244702e-08,0.0,0.0,0.0,0.0,inf,96.8,0.182,0.065,2.858,2.593,0.311,0.0,0.057,0.019,0.038,0.063,0.108,0.0
normalized_3drna_rp06_2.pdb,29.561,5.905466785027791e-07,0.573,0.623,0.0,0.606,51.576,41.61,0.268,0.096,2.996,1.719,2.397,0.0,0.063,0.032,0.044,0.07,0.108,0.376
normalized_isrna_rp06.pdb,29.998,1.955505223749654e-06,0.585,0.619,0.0,0.618,51.279,25.71,0.282,0.096,3.074,1.791,3.005,0.0,0.067,0.044,0.057,0.07,0.095,0.321
normalized_3drna_rp06_1.pdb,30.498,7.174322349146056e-06,0.592,0.601,0.289,0.619,51.525,38.46,0.263,0.094,3.085,1.737,2.163,0.0,0.067,0.038,0.051,0.07,0.108,0.389
normalized_3drna_rp06.pdb,30.585,8.938168806704727e-06,0.52,0.501,0.0,0.573,58.774,35.85,0.182,0.091,3.107,1.905,2.407,0.0,0.068,0.038,0.057,0.076,0.101,0.282
normalized_rnacomposer_rp06.pdb,30.74,1.3108088652180605e-05,0.608,0.625,0.25,0.642,50.556,26.4,0.253,0.093,3.142,1.727,2.643,0.0,0.071,0.044,0.057,0.082,0.101,0.431
normalized_ifoldrna_rp06_3.pdb,42.39,0.9883384453494541,0.217,0.088,0.0,0.31,195.256,34.12,0.154,0.091,4.278,2.262,0.86,0.0,0.081,0.044,0.063,0.082,0.133,0.003
normalized_ifoldrna_rp06_4.pdb,45.556,0.9999717939871491,0.229,0.032,0.0,0.35,198.755,32.43,0.144,0.098,4.624,2.311,1.187,0.0,0.067,0.032,0.057,0.076,0.101,0.005
normalized_ifoldrna_rp06_2.pdb,46.189,0.9999940311857773,0.203,0.035,0.0,0.323,227.583,32.99,0.144,0.101,4.668,2.331,1.095,0.0,0.076,0.032,0.063,0.089,0.12,0.001
normalized_ifoldrna_rp06_5.pdb,46.609,0.9999980076090094,0.223,0.029,0.0,0.356,209.109,33.0,0.141,0.1,4.692,2.367,1.311,0.0,0.085,0.038,0.076,0.108,0.12,0.004
normalized_ifoldrna_rp06_1.pdb,47.144,0.9999995439362303,0.225,0.065,0.0,0.352,209.325,33.03,0.148,0.1,4.756,2.33,1.167,0.0,0.065,0.038,0.051,0.076,0.095,0.003
normalized_best_rp06_31.pdb,,,0.341,0.0,0.0,0.525,,,0.251,0.656,,,2.591,0.0,0.138,0.063,0.12,0.152,0.215,0.41
normalized_best_rp06_21.pdb,,,0.297,0.0,0.0,0.454,,,0.246,0.722,,,2.962,0.0,0.169,0.063,0.12,0.19,0.304,0.478
normalized_best_rp06_28.pdb,,,0.325,0.0,0.0,0.499,,,0.261,0.677,,,2.746,0.0,0.165,0.051,0.108,0.209,0.291,0.414
normalized_best_rp06_11.pdb,,,0.308,0.0,0.0,0.48,,,0.353,0.745,,,3.703,0.0,0.269,0.152,0.228,0.285,0.411,0.458
normalized_best_rp06_22.pdb,,,0.296,0.0,0.0,0.465,,,0.279,0.748,,,3.68,0.0,0.244,0.152,0.222,0.247,0.354,0.496
normalized_best_rp06_33.pdb,,,0.309,0.0,0.0,0.478,,,0.338,0.76,,,3.623,0.0,0.24,0.101,0.171,0.247,0.443,0.445
normalized_best_rp06_20.pdb,,,0.28,0.0,0.0,0.425,,,0.238,0.719,,,3.061,0.0,0.179,0.07,0.127,0.222,0.297,0.477
normalized_best_rp06_30.pdb,,,0.315,0.0,0.0,0.481,,,0.196,0.667,,,2.757,0.0,0.128,0.057,0.108,0.139,0.209,0.31
normalized_best_rp06_13.pdb,,,0.319,0.0,0.0,0.483,,,0.31,0.686,,,3.012,0.0,0.198,0.082,0.133,0.247,0.329,0.435
normalized_best_rp06_12.pdb,,,0.326,0.0,0.0,0.494,,,0.45,0.766,,,3.741,0.0,0.345,0.152,0.228,0.386,0.614,0.499
normalized_best_rp06_8.pdb,,,0.324,0.0,0.0,0.5,,,0.352,0.757,,,3.691,0.0,0.242,0.114,0.183,0.26,0.411,0.477
normalized_best_rp06_27.pdb,,,0.319,0.0,0.0,0.49,,,0.2,0.677,,,2.687,0.0,0.174,0.057,0.12,0.234,0.285,0.416
normalized_best_rp06_5.pdb,,,0.272,0.0,0.0,0.422,,,0.272,0.683,,,2.575,0.0,0.196,0.063,0.152,0.247,0.323,0.406
normalized_best_rp06_16.pdb,,,0.285,0.0,0.0,0.433,,,0.21,0.711,,,3.022,0.0,0.157,0.089,0.133,0.171,0.234,0.472
normalized_best_rp06_7.pdb,,,0.323,0.0,0.0,0.49,,,0.444,0.771,,,3.71,0.0,0.343,0.152,0.228,0.386,0.608,0.462
normalized_best_rp06_10.pdb,,,0.341,0.0,0.0,0.506,,,0.206,0.665,,,3.207,0.0,0.177,0.082,0.133,0.196,0.297,0.423
normalized_best_rp06_17.pdb,,,0.29,0.0,0.0,0.445,,,0.243,0.721,,,3.054,0.0,0.177,0.076,0.12,0.215,0.297,0.484
normalized_rnajp_rp06.pdb,,,0.218,0.0,0.0,0.299,,,0.133,0.023,,,0.582,0.0,0.07,0.044,0.057,0.063,0.114,0.001
normalized_best_rp06_3.pdb,,,0.322,0.0,0.0,0.496,,,0.35,0.755,,,3.599,0.0,0.25,0.101,0.171,0.26,0.468,0.444
normalized_best_rp06_34.pdb,,,0.328,0.0,0.0,0.506,,,0.36,0.756,,,3.616,0.0,0.237,0.114,0.177,0.253,0.405,0.461
normalized_best_rp06_32.pdb,,,0.307,0.0,0.0,0.477,,,0.282,0.677,,,2.786,0.0,0.153,0.089,0.12,0.152,0.253,0.412
normalized_best_rp06_15.pdb,,,0.322,0.0,0.0,0.486,,,0.174,0.693,,,3.054,0.0,0.155,0.07,0.12,0.165,0.266,0.459
normalized_best_rp06_29.pdb,,,0.306,0.0,0.0,0.472,,,0.252,0.67,,,2.702,0.0,0.165,0.095,0.127,0.171,0.266,0.427
normalized_best_rp06_1.pdb,,,0.317,0.0,0.0,0.482,,,0.431,0.768,,,3.713,0.0,0.331,0.152,0.228,0.373,0.57,0.487
normalized_best_rp06_6.pdb,,,0.267,0.0,0.0,0.415,,,0.281,0.688,,,2.468,0.0,0.177,0.063,0.133,0.215,0.297,0.403
normalized_best_rp06_4.pdb,,,0.318,0.0,0.0,0.49,,,0.304,0.75,,,3.666,0.0,0.261,0.158,0.228,0.26,0.399,0.456
normalized_best_rp06_19.pdb,,,0.369,0.0,0.0,0.544,,,0.216,0.675,,,3.256,0.0,0.128,0.063,0.108,0.133,0.209,0.453
normalized_best_rp06_2.pdb,,,0.266,0.0,0.0,0.429,,,0.261,0.683,,,2.475,0.0,0.183,0.095,0.139,0.209,0.291,0.439
normalized_best_rp06_23.pdb,,,0.304,0.0,0.0,0.457,,,0.222,0.706,,,3.019,0.0,0.157,0.07,0.133,0.171,0.253,0.473
normalized_best_rp06_24.pdb,,,0.29,0.0,0.0,0.439,,,0.242,0.693,,,3.083,0.0,0.165,0.076,0.114,0.171,0.297,0.471
normalized_best_rp06_9.pdb,,,0.305,0.0,0.0,0.47,,,0.254,0.669,,,2.603,0.0,0.166,0.07,0.127,0.177,0.291,0.408
normalized_best_rp06_18.pdb,,,0.336,0.0,,0.496,,,0.165,0.654,,,3.105,0.0,0.131,0.063,0.082,0.133,0.247,0.415
normalized_best_rp06_25.pdb,,,0.357,0.0,0.0,0.524,,,0.239,0.647,,,2.924,0.0,0.174,0.07,0.127,0.196,0.304,0.426
normalized_best_rp06_26.pdb,,,0.283,0.0,0.0,0.431,,,0.239,0.708,,,3.098,0.0,0.179,0.076,0.127,0.215,0.297,0.481
normalized_best_rp06_14.pdb,,,0.32,0.0,0.0,0.485,,,0.29,0.686,,,2.818,0.0,0.199,0.07,0.133,0.253,0.342,0.398
