,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp25_3.pdb,3.478,0.0,0.819,0.93,0.667,0.804,4.249,17.5,0.558,0.849,0.299,1.086,1.819,0.0,0.677,0.319,0.478,0.913,1.0,0.709
normalized_best_rp25_40.pdb,3.528,0.0,0.777,0.977,0.64,0.722,4.542,17.29,0.581,0.81,0.326,1.275,1.772,0.0,0.696,0.333,0.565,0.899,0.986,0.719
normalized_best_rp25_33.pdb,3.702,0.0,0.772,0.93,0.636,0.736,4.796,17.04,0.571,0.82,0.342,1.257,1.684,0.0,0.688,0.348,0.536,0.884,0.986,0.73
normalized_best_rp25_4.pdb,4.212,0.0,0.762,0.93,0.533,0.736,5.524,17.89,0.562,0.791,0.374,1.429,1.641,0.0,0.674,0.348,0.493,0.884,0.971,0.692
normalized_vfoldpipeline_rp25.pdb,4.334,0.0,0.783,0.926,0.615,0.759,5.532,19.43,0.644,0.792,0.426,1.406,1.617,0.0,0.696,0.464,0.58,0.768,0.971,0.539
normalized_best_rp25_14.pdb,4.533,0.0,0.568,0.732,0.174,0.561,7.98,21.81,0.606,0.698,0.433,1.626,1.101,0.0,0.685,0.406,0.609,0.768,0.957,0.533
normalized_best_rp25_18.pdb,4.663,0.0,0.63,0.818,0.151,0.63,7.403,22.82,0.573,0.705,0.433,1.585,1.172,0.0,0.656,0.29,0.594,0.768,0.971,0.539
normalized_best_rp25_10.pdb,4.665,0.0,0.643,0.818,0.174,0.643,7.253,22.55,0.569,0.705,0.433,1.589,1.179,0.0,0.649,0.275,0.58,0.754,0.986,0.538
normalized_best_rp25_17.pdb,4.665,0.0,0.638,0.818,0.151,0.643,7.308,22.61,0.569,0.705,0.433,1.589,1.184,0.0,0.652,0.29,0.58,0.754,0.986,0.539
normalized_best_rp25_32.pdb,5.741,0.0,0.666,0.927,,0.629,8.616,24.85,0.441,0.649,0.618,1.53,1.687,0.0,0.453,0.174,0.275,0.493,0.87,0.451
normalized_best_rp25_1.pdb,5.741,0.0,0.666,0.927,,0.629,8.616,24.85,0.441,0.649,0.618,1.53,1.687,0.0,0.453,0.174,0.275,0.493,0.87,0.451
normalized_best_rp25_44.pdb,5.778,0.0,0.72,0.952,0.455,0.685,8.024,19.5,0.569,0.771,0.602,1.524,1.827,0.0,0.598,0.362,0.507,0.681,0.841,0.632
normalized_best_rp25_5.pdb,5.981,0.0,0.671,0.905,0.418,0.636,8.917,19.06,0.545,0.786,0.607,1.55,1.692,0.0,0.612,0.333,0.493,0.725,0.899,0.635
normalized_best_rp25_34.pdb,6.659,0.0,0.733,0.927,0.418,0.729,9.089,19.73,0.526,0.778,0.706,1.532,1.644,0.0,0.576,0.333,0.478,0.667,0.826,0.649
normalized_best_rp25_48.pdb,6.671,0.0,0.734,0.976,0.477,0.692,9.088,19.39,0.48,0.765,0.694,1.564,1.756,0.0,0.598,0.348,0.507,0.696,0.841,0.654
normalized_best_rp25_42.pdb,6.901,0.0,0.694,0.905,0.435,0.667,9.939,20.6,0.512,0.751,0.704,1.681,1.46,0.0,0.554,0.333,0.435,0.638,0.812,0.458
normalized_best_rp25_47.pdb,7.035,0.0,0.627,0.857,0.286,0.603,11.212,21.92,0.421,0.72,0.711,1.822,1.254,0.0,0.551,0.319,0.42,0.609,0.855,0.35
normalized_best_rp25_38.pdb,7.19,0.0,0.727,0.93,0.435,0.709,9.886,17.59,0.5,0.789,0.758,1.559,1.763,0.0,0.565,0.333,0.464,0.652,0.812,0.643
normalized_best_rp25_16.pdb,7.637,0.0,0.631,0.791,0.0,0.648,12.099,30.04,0.284,0.729,0.829,1.696,1.448,0.0,0.355,0.145,0.217,0.304,0.754,0.484
normalized_best_rp25_13.pdb,7.791,0.0,0.612,0.757,0.0,0.642,12.732,22.99,0.275,0.696,0.814,1.83,1.601,0.0,0.37,0.159,0.217,0.319,0.783,0.03
normalized_best_rp25_35.pdb,8.222,0.0,0.636,0.901,,0.584,12.926,27.73,0.287,0.686,0.878,1.51,1.043,0.0,0.366,0.116,0.217,0.449,0.681,0.437
normalized_best_rp25_29.pdb,8.571,5.551115123125783e-17,0.691,0.976,0.0,0.658,12.395,22.45,0.277,0.691,0.868,1.552,1.405,0.0,0.337,0.145,0.261,0.333,0.609,0.454
normalized_best_rp25_37.pdb,8.638,5.551115123125783e-17,0.626,0.927,,0.545,13.809,36.34,0.261,0.667,0.921,1.605,0.947,0.0,0.301,0.116,0.174,0.319,0.594,0.413
normalized_best_rp25_19.pdb,8.754,5.551115123125783e-17,0.615,0.744,0.0,0.642,14.237,22.7,0.243,0.699,0.944,1.77,1.576,0.0,0.319,0.145,0.217,0.29,0.623,0.046
normalized_best_rp25_12.pdb,9.63,3.941291737419306e-15,0.652,0.884,0.0,0.655,14.775,26.74,0.263,0.712,1.048,1.693,1.797,0.0,0.286,0.145,0.232,0.319,0.449,0.024
normalized_best_rp25_15.pdb,9.646,4.163336342344337e-15,0.635,0.884,0.0,0.617,15.182,22.63,0.239,0.687,0.984,1.783,1.628,0.0,0.279,0.145,0.203,0.275,0.493,0.031
normalized_best_rp25_9.pdb,9.826,9.2148511043888e-15,0.667,0.786,0.0,0.709,14.737,24.53,0.295,0.696,1.038,1.716,1.695,0.0,0.333,0.203,0.261,0.333,0.536,0.026
normalized_best_rp25_26.pdb,9.838,9.658940314238862e-15,0.71,0.976,0.0,0.679,13.851,20.85,0.217,0.675,1.014,1.583,1.26,0.0,0.297,0.159,0.232,0.275,0.522,0.422
normalized_best_rp25_41.pdb,10.014,2.0594637106796654e-14,0.663,0.901,0.0,0.654,15.111,28.34,0.347,0.688,1.058,1.516,0.887,0.0,0.402,0.174,0.275,0.449,0.71,0.46
normalized_best_rp25_31.pdb,10.549,1.939004512507836e-13,0.668,0.976,0.0,0.623,15.792,20.24,0.245,0.685,1.135,1.567,1.383,0.0,0.297,0.188,0.217,0.275,0.507,0.427
normalized_trrosettarna_rp25_5.pdb,11.451,6.964373522322376e-12,0.273,0.154,0.0,0.405,41.959,60.76,0.168,0.742,1.308,1.996,0.371,0.0,0.217,0.072,0.13,0.275,0.391,0.489
normalized_trrosettarna_rp25_4.pdb,11.493,8.183342892209566e-12,0.281,0.309,0.087,0.357,40.868,51.32,0.162,0.754,1.309,2.005,0.369,0.0,0.214,0.072,0.13,0.261,0.391,0.494
normalized_rhofold_rp25.pdb,12.841,1.0728741228760441e-09,0.412,0.225,0.0,0.554,31.182,57.79,0.238,0.601,1.33,2.352,0.623,0.0,0.225,0.101,0.174,0.246,0.377,0.303
normalized_mcsym_rp25.pdb,15.475,3.0449098959439702e-06,0.623,0.926,0.0,0.585,24.821,33.87,0.26,0.669,1.6,1.653,1.578,0.0,0.279,0.203,0.232,0.275,0.406,0.005
normalized_eprna_rp25.pdb,16.591,4.7479300085362386e-05,0.032,0.0,0.0,0.055,513.256,93.66,0.125,0.461,1.667,2.412,0.114,0.0,0.134,0.043,0.101,0.13,0.261,0.0
normalized_isrna_rp25.pdb,18.002,0.0009065192595053562,0.64,0.926,0.0,0.618,28.131,24.03,0.235,0.691,1.914,1.666,1.459,0.0,0.275,0.188,0.232,0.275,0.406,0.412
normalized_3drna_rp25_1.pdb,24.369,0.6619399810080359,0.581,0.781,0.0,0.577,41.957,28.9,0.253,0.673,2.517,1.698,1.426,0.0,0.29,0.188,0.246,0.304,0.42,0.414
normalized_best_rp25_11.pdb,24.828,0.7495563033125402,0.615,0.772,0.135,0.63,40.378,21.25,0.293,0.713,2.603,1.56,1.379,0.0,0.323,0.203,0.304,0.362,0.42,0.47
normalized_3drna_rp25_5.pdb,24.864,0.7557217785831175,0.585,0.823,0.0,0.57,42.498,30.9,0.258,0.672,2.593,1.716,1.371,0.0,0.272,0.159,0.246,0.29,0.391,0.403
normalized_vfold_rp25.pdb,25.124,0.7987493862598063,0.614,0.926,0.0,0.584,40.909,31.79,0.228,0.681,2.619,1.621,1.137,0.0,0.257,0.116,0.232,0.319,0.362,0.004
normalized_3drna_rp25_2.pdb,25.138,0.8009863879060493,0.573,0.823,0.0,0.548,43.904,32.04,0.234,0.64,2.598,1.735,1.418,0.0,0.279,0.174,0.246,0.29,0.406,0.395
normalized_3drna_rp25_4.pdb,25.462,0.8473731719777472,0.568,0.823,0.0,0.545,44.836,31.49,0.238,0.649,2.633,1.733,1.396,0.0,0.275,0.174,0.246,0.275,0.406,0.391
normalized_3drna_rp25_3.pdb,25.622,0.8673252922805063,0.585,0.823,0.0,0.559,43.794,32.45,0.246,0.657,2.638,1.757,1.325,0.0,0.283,0.188,0.246,0.304,0.391,0.397
normalized_rnacomposer_rp25.pdb,26.26,0.928989295951274,0.718,0.926,,0.704,36.576,23.28,0.224,0.703,2.713,1.477,1.36,0.0,0.268,0.174,0.232,0.304,0.362,0.409
normalized_rnajp_rp25.pdb,45.037,1.0,0.475,0.535,0.0,0.54,94.856,28.68,0.191,0.568,4.529,1.865,0.736,0.0,0.214,0.101,0.174,0.261,0.319,0.008
normalized_simrna_rp25.pdb,61.103,1.0,0.0,,,0.0,inf,56.58,0.071,0.554,5.941,1.948,0.068,0.0,0.094,0.058,0.072,0.101,0.145,0.0
