,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp08_6.pdb,11.332,0.0,0.751,0.952,,0.687,15.084,19.97,0.399,0.71,1.206,1.404,1.727,0.0,0.362,0.094,0.188,0.438,0.729,0.486
normalized_best_rp08_18.pdb,11.478,0.0,0.788,0.892,0.612,0.757,14.562,17.93,0.471,0.783,1.202,1.246,2.76,0.0,0.451,0.26,0.375,0.469,0.698,0.615
normalized_best_rp08_21.pdb,11.671,0.0,0.741,0.923,0.236,0.688,15.756,21.86,0.327,0.748,1.183,1.326,2.199,0.0,0.307,0.177,0.219,0.323,0.51,0.488
normalized_best_rp08_27.pdb,11.765,0.0,0.691,0.871,0.5,0.623,17.024,31.04,0.319,0.711,1.182,1.492,1.314,0.0,0.253,0.094,0.156,0.292,0.469,0.436
normalized_best_rp08_5.pdb,11.782,0.0,0.761,0.879,0.5,0.73,15.48,16.3,0.524,0.768,1.265,1.297,2.831,0.0,0.521,0.26,0.438,0.646,0.74,0.606
normalized_best_rp08_12.pdb,11.84,0.0,0.811,0.923,0.471,0.784,14.602,17.15,0.512,0.78,1.265,1.185,2.779,0.0,0.492,0.26,0.417,0.594,0.698,0.594
normalized_best_rp08_42.pdb,12.09,0.0,0.699,0.921,,0.621,17.295,21.78,0.383,0.706,1.265,1.44,1.791,0.0,0.326,0.094,0.177,0.385,0.646,0.452
normalized_best_rp08_17.pdb,12.152,0.0,0.745,0.906,0.236,0.703,16.322,23.26,0.321,0.765,1.238,1.33,2.136,0.0,0.302,0.177,0.219,0.323,0.49,0.502
normalized_best_rp08_9.pdb,12.165,0.0,0.825,0.938,0.548,0.797,14.744,15.89,0.505,0.777,1.295,1.166,2.759,0.0,0.5,0.271,0.427,0.604,0.698,0.577
normalized_best_rp08_10.pdb,12.265,0.0,0.783,0.896,0.73,0.737,15.667,16.91,0.526,0.764,1.311,1.244,2.786,0.0,0.523,0.271,0.438,0.635,0.75,0.574
normalized_best_rp08_19.pdb,12.388,0.0,0.744,0.935,0.0,0.699,16.655,21.0,0.441,0.704,1.318,1.388,1.845,0.0,0.388,0.094,0.271,0.479,0.708,0.42
normalized_best_rp08_30.pdb,12.484,0.0,0.737,0.968,,0.66,16.937,19.87,0.352,0.728,1.332,1.373,1.873,0.0,0.326,0.094,0.208,0.396,0.604,0.499
normalized_best_rp08_34.pdb,12.793,0.0,0.751,0.892,0.236,0.719,17.046,21.93,0.284,0.751,1.301,1.314,2.168,0.0,0.273,0.167,0.219,0.271,0.438,0.503
normalized_best_rp08_28.pdb,12.8,0.0,0.696,0.857,0.236,0.651,18.4,23.83,0.295,0.713,1.288,1.421,2.018,0.0,0.276,0.156,0.219,0.281,0.448,0.416
normalized_best_rp08_22.pdb,12.883,0.0,0.72,0.906,0.236,0.664,17.904,23.01,0.326,0.742,1.305,1.37,2.115,0.0,0.297,0.167,0.219,0.312,0.49,0.5
normalized_best_rp08_39.pdb,13.08,0.0,0.792,0.923,0.471,0.753,16.51,23.85,0.335,0.746,1.33,1.285,2.067,0.0,0.305,0.167,0.219,0.323,0.51,0.437
normalized_best_rp08_37.pdb,13.5,0.0,0.733,0.921,0.0,0.687,18.417,22.41,0.437,0.712,1.423,1.462,1.678,0.0,0.365,0.083,0.26,0.458,0.656,0.422
normalized_best_rp08_25.pdb,13.531,0.0,0.739,0.936,0.0,0.685,18.314,20.87,0.372,0.704,1.464,1.428,1.904,0.0,0.31,0.104,0.167,0.333,0.635,0.467
normalized_best_rp08_15.pdb,13.902,5.551115123125783e-17,0.778,0.906,0.612,0.733,17.862,21.74,0.251,0.712,1.462,1.437,2.106,0.0,0.219,0.115,0.146,0.26,0.354,0.478
normalized_best_rp08_13.pdb,14.459,5.551115123125783e-16,0.753,0.906,0.548,0.7,19.213,21.89,0.26,0.703,1.512,1.423,2.23,0.0,0.227,0.135,0.146,0.24,0.385,0.469
normalized_best_rp08_4.pdb,14.986,5.773159728050814e-15,0.707,0.921,0.0,0.652,21.191,20.56,0.339,0.705,1.575,1.398,1.839,0.0,0.276,0.094,0.146,0.323,0.542,0.468
normalized_best_rp08_24.pdb,15.173,1.304512053934559e-14,0.766,0.953,0.0,0.723,19.812,20.54,0.358,0.724,1.588,1.352,1.722,0.0,0.292,0.083,0.156,0.323,0.604,0.462
normalized_best_rp08_3.pdb,15.809,1.8918200339612667e-13,0.674,0.849,0.365,0.625,23.471,28.7,0.293,0.729,1.596,1.493,1.619,0.0,0.258,0.115,0.188,0.281,0.448,0.424
normalized_best_rp08_1.pdb,16.22,9.98368054894172e-13,0.705,0.954,0.0,0.655,22.992,21.06,0.31,0.707,1.706,1.467,1.759,0.0,0.276,0.094,0.135,0.312,0.562,0.45
normalized_vfoldpipeline_rp08.pdb,16.759,8.193112854826268e-12,0.607,0.811,0.0,0.57,27.596,27.44,0.284,0.649,1.756,1.644,1.607,0.0,0.227,0.094,0.146,0.281,0.385,0.327
normalized_3drna_rp08.pdb,17.689,2.5053442653799607e-10,0.611,0.624,,0.63,28.956,30.98,0.275,0.684,1.836,1.614,2.063,0.0,0.227,0.125,0.156,0.271,0.354,0.432
normalized_mcsym_rp08.pdb,18.178,1.3657233122188472e-09,0.612,0.667,0.0,0.616,29.725,32.91,0.182,0.664,1.885,1.674,2.684,0.0,0.203,0.115,0.146,0.208,0.344,0.016
normalized_vfold_rp08.pdb,18.418,3.058117592491527e-09,0.567,0.635,0.0,0.604,32.466,29.04,0.189,0.653,1.974,1.779,1.943,0.0,0.195,0.115,0.146,0.208,0.312,0.001
normalized_best_rp08_35.pdb,18.62,5.931565072447853e-09,0.542,0.699,0.0,0.492,34.342,24.93,0.256,0.645,1.87,1.71,1.479,0.0,0.245,0.083,0.156,0.333,0.406,0.36
normalized_simrna_rp08.pdb,19.48,8.781665461476962e-08,0.711,0.913,0.167,0.662,27.413,21.28,0.237,0.698,2.044,1.452,2.647,0.0,0.224,0.115,0.167,0.26,0.354,0.017
normalized_trrosettarna_rp08_5.pdb,20.05,4.624965348476451e-07,0.392,0.177,0.0,0.548,51.084,62.88,0.171,0.779,2.087,1.881,0.5,0.0,0.188,0.073,0.125,0.219,0.333,0.531
normalized_rhofold_rp08.pdb,20.099,5.311733716206746e-07,0.411,0.277,0.218,0.502,48.944,54.31,0.219,0.609,2.097,2.134,1.017,0.0,0.169,0.104,0.135,0.167,0.271,0.312
normalized_isrna_rp08.pdb,20.771,3.2958899970347844e-06,0.679,0.869,0.0,0.63,30.608,20.12,0.233,0.705,2.18,1.401,2.364,0.0,0.219,0.104,0.156,0.229,0.385,0.327
normalized_3drna_rp08_1.pdb,23.195,0.0007892965186283019,0.738,0.774,0.471,0.742,31.432,31.48,0.276,0.709,2.406,1.392,1.73,0.0,0.294,0.146,0.208,0.344,0.479,0.485
normalized_best_rp08_40.pdb,23.687,0.0019473218516359303,0.605,0.667,0.289,0.596,39.172,23.38,0.22,0.672,2.456,1.597,1.752,0.0,0.201,0.073,0.156,0.229,0.344,0.373
normalized_rnajp_rp08.pdb,23.859,0.0026285116349684667,0.652,0.677,0.289,0.662,36.615,24.22,0.22,0.669,2.495,1.569,2.859,0.0,0.206,0.115,0.146,0.219,0.344,0.011
normalized_best_rp08_32.pdb,24.753,0.010882088705154114,0.567,0.689,,0.531,43.627,23.16,0.212,0.644,2.573,1.667,1.625,0.0,0.174,0.062,0.094,0.188,0.354,0.335
normalized_eprna_rp08.pdb,25.509,0.030456220478434104,0.019,0.0,0.0,0.044,1376.547,91.95,0.153,0.49,2.532,2.464,0.2,0.0,0.143,0.042,0.073,0.156,0.302,0.0
normalized_3drna_rp08_4.pdb,26.078,0.05962116280392171,0.733,0.754,0.408,0.75,35.578,32.85,0.255,0.712,2.694,1.394,1.698,0.0,0.289,0.156,0.219,0.312,0.469,0.455
normalized_3drna_rp08_5.pdb,26.523,0.09496193257761304,0.729,0.794,0.471,0.72,36.363,29.78,0.249,0.724,2.74,1.366,1.896,0.0,0.271,0.135,0.198,0.292,0.458,0.485
normalized_3drna_rp08_2.pdb,27.587,0.2358015104273805,0.693,0.758,0.408,0.688,39.786,27.49,0.25,0.72,2.849,1.424,1.911,0.0,0.273,0.146,0.208,0.292,0.448,0.481
normalized_rnacomposer_rp08.pdb,27.932,0.29865376133462335,0.725,0.869,0.548,0.675,38.523,22.66,0.189,0.69,2.872,1.406,1.936,0.0,0.211,0.125,0.146,0.25,0.323,0.455
normalized_3drna_rp08_3.pdb,29.789,0.6927447606391108,0.674,0.758,0.0,0.672,44.187,34.32,0.268,0.714,3.067,1.377,1.824,0.0,0.281,0.135,0.219,0.312,0.458,0.469
normalized_ifoldrna_rp08_5.pdb,29.913,0.716425571728312,0.307,0.183,0.0,0.427,97.593,27.32,0.191,0.619,3.031,2.105,0.851,0.0,0.162,0.062,0.115,0.177,0.292,0.008
normalized_ifoldrna_rp08_1.pdb,31.11,0.8920729803907304,0.331,0.204,0.0,0.446,94.05,28.9,0.174,0.612,3.184,2.176,0.883,0.0,0.151,0.062,0.115,0.177,0.25,0.004
normalized_best_rp08_23.pdb,31.294,0.9098598276541591,0.388,0.29,0.0,0.465,80.559,24.31,0.161,0.6,3.167,2.057,1.754,0.0,0.151,0.083,0.115,0.156,0.25,0.237
normalized_ifoldrna_rp08_4.pdb,31.48,0.9254691353534286,0.379,0.245,0.0,0.479,83.041,27.31,0.195,0.615,3.208,2.065,0.837,0.0,0.141,0.062,0.135,0.156,0.208,0.002
normalized_ifoldrna_rp08_2.pdb,32.5,0.9777572983859414,0.347,0.102,0.0,0.493,93.54,28.38,0.16,0.638,3.321,2.076,0.854,0.0,0.13,0.062,0.094,0.135,0.229,0.006
normalized_ifoldrna_rp08_3.pdb,33.209,0.9918806629726069,0.283,0.133,0.0,0.418,117.15,28.71,0.157,0.63,3.383,2.121,0.813,0.0,0.151,0.083,0.146,0.167,0.208,0.009
