,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_rnacomposer_rp13.pdb,24.452,0.943809828559302,0.723,0.72,0.516,0.745,33.841,23.25,0.323,0.561,2.501,1.544,1.117,0.0,0.392,0.217,0.35,0.417,0.583,0.457
normalized_mcsym_rp13_1.pdb,24.621,0.9536849029787514,0.476,0.244,0.0,0.611,51.766,33.63,0.213,0.452,2.561,2.15,1.544,0.0,0.271,0.133,0.2,0.3,0.45,0.002
normalized_isrna_rp13.pdb,24.769,0.9610889081745307,0.673,0.741,0.0,0.674,36.804,19.96,0.236,0.493,2.548,1.604,1.522,0.0,0.283,0.167,0.233,0.317,0.417,0.349
normalized_ifoldrna_rp13_3.pdb,25.592,0.986825563324917,0.317,0.0,0.0,0.477,80.85,26.93,0.243,0.419,2.648,2.245,0.546,0.0,0.175,0.083,0.15,0.2,0.267,0.005
normalized_mcsym_rp13_4.pdb,26.457,0.9965483752999185,0.457,0.206,0.0,0.602,57.878,37.25,0.215,0.447,2.742,2.154,1.383,0.0,0.237,0.117,0.2,0.25,0.383,0.001
normalized_3drna_rp13_5.pdb,26.524,0.9969140234982545,0.758,0.669,0.408,0.816,34.988,27.16,0.309,0.541,2.669,1.58,1.169,0.0,0.417,0.217,0.35,0.483,0.617,0.417
normalized_best_rp13_30.pdb,,,0.487,0.42,,0.536,,,0.222,0.602,,,1.995,0.0,0.229,0.167,0.217,0.25,0.283,0.268
normalized_rnajp_rp13.pdb,,,0.462,0.0,0.0,0.655,,,0.228,0.036,,,1.108,0.0,0.196,0.133,0.15,0.217,0.283,0.011
normalized_best_rp13_29.pdb,,,0.559,0.514,0.0,0.626,,,0.22,0.673,,,2.039,0.0,0.3,0.167,0.233,0.317,0.483,0.432
normalized_best_rp13_35.pdb,,,0.593,0.462,,0.674,,,0.232,0.68,,,2.167,0.0,0.338,0.25,0.267,0.3,0.533,0.447
normalized_best_rp13_48.pdb,,,0.568,0.48,0.0,0.633,,,0.296,0.706,,,2.254,0.0,0.446,0.217,0.3,0.517,0.75,0.389
normalized_best_rp13_10.pdb,,,0.589,0.586,0.0,0.62,,,0.227,0.689,,,1.52,0.0,0.287,0.2,0.233,0.283,0.433,0.412
normalized_best_rp13_58.pdb,,,0.581,0.586,0.0,0.617,,,0.216,0.699,,,1.349,0.0,0.271,0.15,0.233,0.317,0.383,0.375
normalized_best_rp13_33.pdb,,,0.461,0.37,0.0,0.535,,,0.198,0.595,,,1.046,0.0,0.246,0.1,0.217,0.3,0.367,0.215
normalized_best_rp13_36.pdb,,,0.609,0.601,0.0,0.647,,,0.294,0.678,,,1.339,0.0,0.379,0.233,0.283,0.417,0.583,0.43
normalized_best_rp13_20.pdb,,,0.606,0.558,0.0,0.653,,,0.232,0.684,,,1.347,0.0,0.275,0.117,0.217,0.3,0.467,0.386
normalized_best_rp13_63.pdb,,,0.219,0.0,0.0,0.303,,,0.137,0.485,,,0.714,0.0,0.179,0.117,0.15,0.183,0.267,0.183
normalized_best_rp13_13.pdb,,,0.566,0.546,0.0,0.633,,,0.304,0.706,,,2.243,0.0,0.442,0.167,0.25,0.517,0.833,0.473
normalized_best_rp13_21.pdb,,,0.643,0.586,0.0,0.695,,,0.256,0.67,,,1.374,0.0,0.279,0.133,0.25,0.317,0.417,0.362
normalized_best_rp13_24.pdb,,,0.59,0.586,0.0,0.617,,,0.239,0.678,,,1.36,0.0,0.275,0.15,0.233,0.3,0.417,0.314
normalized_best_rp13_25.pdb,,,0.438,0.36,0.0,0.531,,,0.174,0.571,,,1.047,0.0,0.183,0.1,0.133,0.233,0.267,0.212
normalized_best_rp13_18.pdb,,,0.617,0.558,0.218,0.68,,,0.425,0.749,,,2.189,0.0,0.525,0.183,0.417,0.633,0.867,0.545
normalized_best_rp13_11.pdb,,,0.613,0.546,0.174,0.707,,,0.259,0.728,,,2.11,0.0,0.292,0.2,0.25,0.3,0.417,0.464
normalized_best_rp13_65.pdb,,,0.36,0.329,0.0,0.402,,,0.171,0.562,,,0.883,0.0,0.242,0.15,0.217,0.283,0.317,0.325
normalized_best_rp13_34.pdb,,,0.56,0.514,,0.6,,,0.24,0.664,,,2.245,0.0,0.317,0.167,0.25,0.35,0.5,0.412
normalized_best_rp13_44.pdb,,,0.56,0.514,,0.6,,,0.24,0.664,,,2.245,0.0,0.317,0.167,0.25,0.35,0.5,0.412
normalized_best_rp13_37.pdb,,,0.55,0.514,0.0,0.598,,,0.27,0.676,,,2.17,0.0,0.338,0.167,0.3,0.383,0.5,0.448
normalized_best_rp13_39.pdb,,,0.612,0.571,0.0,0.688,,,0.257,0.724,,,2.104,0.0,0.312,0.2,0.25,0.317,0.483,0.476
normalized_best_rp13_42.pdb,,,0.487,0.42,,0.536,,,0.222,0.602,,,1.995,0.0,0.229,0.167,0.217,0.25,0.283,0.268
normalized_best_rp13_49.pdb,,,0.559,0.514,0.0,0.626,,,0.22,0.673,,,2.039,0.0,0.3,0.167,0.233,0.317,0.483,0.432
normalized_best_rp13_61.pdb,,,0.6,0.524,0.408,0.646,,,0.249,0.678,,,2.268,0.0,0.287,0.167,0.267,0.317,0.4,0.423
normalized_best_rp13_7.pdb,,,0.586,0.605,0.0,0.625,,,0.198,0.66,,,1.853,0.0,0.25,0.183,0.233,0.267,0.317,0.396
normalized_best_rp13_16.pdb,,,0.585,0.586,0.0,0.62,,,0.239,0.666,,,1.512,0.0,0.304,0.2,0.25,0.3,0.467,0.38
normalized_best_rp13_46.pdb,,,0.559,0.524,0.0,0.606,,,0.243,0.685,,,1.921,0.0,0.304,0.167,0.25,0.333,0.467,0.325
normalized_best_rp13_55.pdb,,,0.471,0.292,0.0,0.574,,,0.19,0.555,,,1.174,0.0,0.237,0.167,0.2,0.267,0.317,0.241
normalized_best_rp13_50.pdb,,,0.539,0.551,0.0,0.558,,,0.212,0.676,,,1.379,0.0,0.279,0.133,0.233,0.317,0.433,0.385
normalized_best_rp13_57.pdb,,,0.634,0.535,,0.703,,,0.207,0.693,,,1.384,0.0,0.258,0.133,0.217,0.283,0.4,0.327
normalized_best_rp13_8.pdb,,,0.568,0.546,0.0,0.625,,,0.271,0.714,,,2.071,0.0,0.404,0.167,0.25,0.45,0.75,0.489
normalized_best_rp13_32.pdb,,,0.626,0.688,0.0,0.634,,,0.245,0.647,,,1.088,0.0,0.296,0.133,0.233,0.35,0.467,0.326
normalized_best_rp13_2.pdb,,,0.625,0.571,0.258,0.681,,,0.408,0.734,,,2.052,0.0,0.458,0.183,0.25,0.45,0.95,0.507
normalized_best_rp13_9.pdb,,,0.648,0.586,0.0,0.701,,,0.258,0.699,,,1.28,0.0,0.346,0.217,0.283,0.4,0.483,0.383
normalized_best_rp13_6.pdb,,,0.614,0.586,0.0,0.661,,,0.242,0.698,,,1.403,0.0,0.367,0.167,0.25,0.367,0.683,0.384
normalized_best_rp13_38.pdb,,,0.579,0.701,0.0,0.584,,,0.261,0.644,,,1.179,0.0,0.308,0.2,0.233,0.367,0.433,0.316
normalized_best_rp13_64.pdb,,,0.519,0.571,0.0,0.517,,,0.284,0.671,,,1.932,0.0,0.333,0.15,0.233,0.4,0.55,0.437
normalized_best_rp13_54.pdb,,,0.657,0.601,0.0,0.737,,,0.261,0.699,,,1.531,0.0,0.292,0.183,0.267,0.333,0.383,0.365
normalized_best_rp13_17.pdb,,,0.645,0.605,0.258,0.693,,,0.243,0.722,,,1.919,0.0,0.325,0.2,0.283,0.367,0.45,0.419
normalized_best_rp13_28.pdb,,,0.568,0.48,0.0,0.633,,,0.296,0.706,,,2.254,0.0,0.446,0.217,0.3,0.517,0.75,0.389
normalized_best_rp13_5.pdb,,,0.601,0.537,0.0,0.653,,,0.25,0.685,,,1.275,0.0,0.275,0.15,0.217,0.3,0.433,0.378
normalized_best_rp13_3.pdb,,,0.6,0.586,0.0,0.632,,,0.238,0.691,,,1.501,0.0,0.362,0.15,0.25,0.383,0.667,0.372
normalized_best_rp13_26.pdb,,,0.536,0.701,0.0,0.496,,,0.236,0.643,,,1.045,0.0,0.287,0.133,0.233,0.35,0.433,0.3
normalized_best_rp13_19.pdb,,,0.473,0.265,0.0,0.587,,,0.244,0.543,,,1.102,0.0,0.233,0.167,0.2,0.25,0.317,0.241
normalized_best_rp13_15.pdb,,,0.588,0.571,0.0,0.625,,,0.258,0.693,,,1.376,0.0,0.312,0.167,0.283,0.333,0.467,0.347
normalized_best_rp13_22.pdb,,,0.393,0.25,0.0,0.474,,,0.212,0.566,,,1.388,0.0,0.233,0.167,0.2,0.267,0.3,0.255
normalized_best_rp13_41.pdb,,,0.53,0.471,0.0,0.578,,,0.202,0.664,,,2.243,0.0,0.254,0.167,0.217,0.267,0.367,0.378
normalized_best_rp13_51.pdb,,,0.653,0.72,0.577,0.632,,,0.275,0.648,,,1.385,0.0,0.329,0.15,0.333,0.367,0.467,0.362
normalized_best_rp13_45.pdb,,,0.55,0.514,0.0,0.598,,,0.27,0.676,,,2.17,0.0,0.338,0.167,0.3,0.383,0.5,0.448
normalized_best_rp13_53.pdb,,,0.405,0.265,0.0,0.491,,,0.217,0.548,,,1.169,0.0,0.242,0.117,0.183,0.283,0.383,0.261
normalized_best_rp13_43.pdb,,,0.593,0.462,,0.674,,,0.232,0.68,,,2.167,0.0,0.338,0.25,0.267,0.3,0.533,0.447
normalized_best_rp13_12.pdb,,,0.605,0.586,0.0,0.639,,,0.295,0.688,,,1.518,0.0,0.442,0.15,0.283,0.483,0.85,0.295
normalized_best_rp13_59.pdb,,,0.385,0.273,0.0,0.469,,,0.187,0.536,,,1.021,0.0,0.233,0.167,0.217,0.25,0.3,0.225
normalized_best_rp13_4.pdb,,,0.618,0.571,0.0,0.68,,,0.248,0.684,,,1.475,0.0,0.329,0.117,0.25,0.4,0.55,0.359
normalized_best_rp13_52.pdb,,,0.461,0.294,,0.555,,,0.251,0.607,,,2.191,0.0,0.279,0.167,0.217,0.317,0.417,0.312
normalized_best_rp13_14.pdb,,,0.595,0.571,0.0,0.632,,,0.231,0.684,,,1.373,0.0,0.312,0.15,0.217,0.317,0.567,0.35
normalized_best_rp13_60.pdb,,,0.644,0.601,0.0,0.689,,,0.249,0.677,,,1.561,0.0,0.287,0.183,0.25,0.3,0.417,0.38
normalized_best_rp13_31.pdb,,,0.53,0.471,0.0,0.578,,,0.202,0.664,,,2.243,0.0,0.254,0.167,0.217,0.267,0.367,0.378
normalized_best_rp13_56.pdb,,,0.411,0.257,0.0,0.51,,,0.192,0.566,,,1.165,0.0,0.225,0.133,0.2,0.267,0.3,0.248
normalized_best_rp13_1.pdb,,,0.461,0.294,,0.555,,,0.251,0.607,,,2.191,0.0,0.279,0.167,0.217,0.317,0.417,0.312
normalized_best_rp13_40.pdb,,,0.559,0.524,0.0,0.606,,,0.243,0.685,,,1.921,0.0,0.304,0.167,0.25,0.333,0.467,0.325
normalized_best_rp13_23.pdb,,,0.539,0.586,0.236,0.551,,,0.364,0.705,,,1.961,0.0,0.425,0.183,0.283,0.483,0.75,0.422
normalized_best_rp13_62.pdb,,,0.168,0.0,0.0,0.229,,,0.157,0.481,,,0.412,0.0,0.158,0.083,0.1,0.15,0.3,0.215
normalized_best_rp13_47.pdb,,,0.607,0.514,0.0,0.687,,,0.258,0.698,,,2.072,0.0,0.362,0.2,0.267,0.367,0.617,0.335
normalized_best_rp13_27.pdb,,,0.607,0.514,0.0,0.687,,,0.258,0.698,,,2.072,0.0,0.362,0.2,0.267,0.367,0.617,0.335
