,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp04_11.pdb,3.358,0.0,0.918,0.989,0.722,0.9,3.657,16.47,0.764,0.907,0.345,0.59,3.083,0.0,0.766,0.516,0.682,0.889,0.976,0.854
normalized_best_rp04_25.pdb,3.364,0.0,0.931,0.989,0.722,0.919,3.614,15.89,0.763,0.905,0.347,0.556,3.042,0.0,0.766,0.516,0.675,0.897,0.976,0.855
normalized_best_rp04_18.pdb,3.369,0.0,0.914,0.989,0.617,0.899,3.686,15.81,0.764,0.904,0.346,0.56,3.075,0.0,0.764,0.516,0.675,0.889,0.976,0.853
normalized_best_rp04_19.pdb,3.372,0.0,0.926,0.989,0.772,0.907,3.641,15.83,0.762,0.9,0.347,0.577,3.028,0.0,0.764,0.516,0.675,0.889,0.976,0.846
normalized_best_rp04_20.pdb,3.372,0.0,0.927,0.989,0.722,0.914,3.636,15.63,0.761,0.906,0.347,0.553,3.048,0.0,0.764,0.516,0.675,0.889,0.976,0.855
normalized_best_rp04_13.pdb,3.374,0.0,0.924,0.989,0.617,0.914,3.652,15.9,0.761,0.902,0.347,0.563,3.066,0.0,0.766,0.516,0.682,0.889,0.976,0.853
normalized_best_rp04_16.pdb,3.376,0.0,0.926,0.989,0.617,0.917,3.645,15.9,0.761,0.903,0.347,0.57,3.049,0.0,0.766,0.516,0.682,0.889,0.976,0.852
normalized_rhofold_rp04.pdb,3.596,0.0,0.822,0.891,0.471,0.807,4.375,46.59,0.684,0.815,0.385,0.975,2.266,0.0,0.559,0.119,0.389,0.73,1.0,0.624
normalized_best_rp04_21.pdb,4.124,0.0,0.883,0.989,0.617,0.85,4.673,19.97,0.706,0.896,0.424,0.635,2.761,0.0,0.665,0.309,0.595,0.809,0.944,0.75
normalized_best_rp04_2.pdb,4.201,0.0,0.878,0.979,0.73,0.841,4.783,18.55,0.704,0.872,0.427,0.737,2.941,0.0,0.673,0.397,0.556,0.778,0.96,0.718
normalized_best_rp04_9.pdb,4.202,0.0,0.882,0.979,0.73,0.847,4.764,18.28,0.703,0.874,0.427,0.734,2.922,0.0,0.677,0.397,0.564,0.786,0.96,0.72
normalized_best_rp04_7.pdb,4.203,0.0,0.873,0.979,0.73,0.833,4.815,18.34,0.703,0.876,0.427,0.74,2.901,0.0,0.675,0.397,0.564,0.778,0.96,0.721
normalized_best_rp04_3.pdb,4.203,0.0,0.873,0.979,0.73,0.833,4.815,18.34,0.703,0.876,0.427,0.74,2.9,0.0,0.675,0.397,0.564,0.778,0.96,0.721
normalized_best_rp04_6.pdb,4.208,0.0,0.873,0.979,0.612,0.839,4.821,18.38,0.702,0.874,0.427,0.736,2.916,0.0,0.669,0.381,0.556,0.778,0.96,0.719
normalized_best_rp04_5.pdb,4.345,0.0,0.821,0.934,0.236,0.796,5.292,22.96,0.663,0.853,0.439,0.853,2.435,0.0,0.561,0.127,0.405,0.778,0.936,0.722
normalized_best_rp04_8.pdb,4.491,0.0,0.84,0.957,0.471,0.802,5.349,22.96,0.628,0.851,0.458,0.87,2.409,0.0,0.534,0.135,0.373,0.698,0.929,0.719
normalized_best_rp04_29.pdb,4.511,0.0,0.896,0.979,0.577,0.879,5.037,15.7,0.748,0.918,0.473,0.503,2.988,0.0,0.694,0.429,0.595,0.818,0.936,0.839
normalized_best_rp04_23.pdb,4.511,0.0,0.896,0.979,0.577,0.879,5.037,15.7,0.748,0.918,0.473,0.503,2.988,0.0,0.694,0.429,0.595,0.818,0.936,0.839
normalized_best_rp04_24.pdb,4.511,0.0,0.896,0.979,0.577,0.879,5.037,15.69,0.748,0.918,0.473,0.502,2.988,0.0,0.694,0.429,0.595,0.818,0.936,0.839
normalized_best_rp04_30.pdb,4.511,0.0,0.893,0.979,0.577,0.875,5.052,15.68,0.748,0.918,0.473,0.5,2.987,0.0,0.694,0.429,0.595,0.818,0.936,0.839
normalized_best_rp04_28.pdb,4.511,0.0,0.896,0.979,0.577,0.879,5.037,15.68,0.748,0.918,0.473,0.502,2.988,0.0,0.694,0.429,0.595,0.818,0.936,0.839
normalized_best_rp04_26.pdb,4.514,0.0,0.89,0.979,0.722,0.861,5.07,24.39,0.743,0.892,0.465,0.589,2.786,0.0,0.706,0.429,0.667,0.802,0.929,0.8
normalized_best_rp04_1.pdb,4.676,0.0,0.597,0.536,0.183,0.653,7.838,32.61,0.621,0.791,0.472,1.194,1.056,0.0,0.53,0.119,0.341,0.73,0.929,0.604
normalized_best_rp04_10.pdb,4.718,0.0,0.819,0.945,0.471,0.776,5.761,25.31,0.61,0.832,0.467,0.874,2.24,0.0,0.538,0.151,0.389,0.643,0.968,0.699
normalized_best_rp04_12.pdb,5.372,0.0,0.9,0.989,0.772,0.867,5.967,17.71,0.721,0.898,0.559,0.631,2.664,0.0,0.686,0.516,0.635,0.73,0.865,0.816
normalized_best_rp04_15.pdb,5.372,0.0,0.9,0.989,0.772,0.867,5.967,17.71,0.721,0.898,0.559,0.631,2.664,0.0,0.686,0.516,0.635,0.73,0.865,0.816
normalized_best_rp04_4.pdb,6.636,0.0,0.678,0.669,0.408,0.698,9.79,33.47,0.531,0.786,0.672,1.124,1.289,0.0,0.454,0.087,0.27,0.595,0.865,0.609
normalized_3drna_rp04_1.pdb,8.911,0.0,0.808,0.848,0.408,0.812,11.027,23.89,0.526,0.826,0.895,1.049,2.514,0.0,0.48,0.286,0.397,0.516,0.722,0.666
normalized_3drna_rp04_5.pdb,10.216,0.0,0.795,0.837,0.471,0.794,12.844,25.06,0.481,0.783,1.043,1.195,2.53,0.0,0.432,0.294,0.397,0.484,0.556,0.623
normalized_3drna_rp04_3.pdb,11.372,0.0,0.772,0.837,0.471,0.76,14.728,25.12,0.532,0.784,1.124,1.23,2.583,0.0,0.502,0.294,0.405,0.532,0.778,0.63
normalized_best_rp04_17.pdb,12.784,0.0,0.72,0.739,0.289,0.749,17.75,23.62,0.624,0.813,1.34,1.34,2.095,0.0,0.583,0.349,0.524,0.675,0.786,0.602
normalized_3drna_rp04_4.pdb,15.062,0.0,0.791,0.885,0.408,0.772,19.031,26.79,0.453,0.782,1.505,1.198,2.527,0.0,0.464,0.286,0.373,0.444,0.754,0.61
normalized_3drna_rp04_2.pdb,15.491,0.0,0.761,0.861,0.289,0.74,20.352,27.7,0.553,0.765,1.544,1.256,2.54,0.0,0.486,0.278,0.405,0.532,0.73,0.621
normalized_trrosettarna_rp04_5.pdb,18.077,0.0,0.399,0.147,0.0,0.554,45.332,61.1,0.211,0.787,1.927,1.872,0.777,0.0,0.182,0.048,0.119,0.23,0.333,0.538
normalized_trrosettarna_rp04_3.pdb,18.1,0.0,0.377,,0.085,0.523,47.979,65.44,0.214,0.803,1.917,1.825,0.81,0.0,0.181,0.056,0.111,0.23,0.325,0.564
normalized_trrosettarna_rp04_4.pdb,18.105,0.0,0.314,0.104,0.0,0.455,57.709,62.28,0.208,0.809,1.915,1.835,0.839,0.0,0.184,0.048,0.119,0.222,0.349,0.566
normalized_rnajp_rp04.pdb,21.134,1.0346168366481834e-12,0.775,0.843,0.289,0.765,27.272,23.21,0.292,0.705,2.207,1.382,3.501,0.0,0.266,0.111,0.214,0.318,0.421,0.211
normalized_simrna_rp04.pdb,21.525,4.797606756312689e-12,0.74,0.818,0.0,0.729,29.077,24.33,0.328,0.708,2.253,1.567,2.999,0.0,0.26,0.111,0.175,0.325,0.429,0.017
normalized_vfold_rp04.pdb,22.088,4.0233705256298435e-11,0.71,0.87,0.0,0.678,31.11,27.88,0.359,0.702,2.279,1.512,2.248,0.0,0.298,0.111,0.23,0.373,0.476,0.007
normalized_vfoldpipeline_rp04.pdb,22.204,6.171874122884446e-11,0.784,0.845,0.408,0.776,28.316,21.26,0.326,0.711,2.314,1.396,2.925,0.0,0.29,0.127,0.27,0.349,0.413,0.392
normalized_eprna_rp04.pdb,22.371,1.1340256511616076e-10,0.0,,0.0,0.0,inf,99.64,0.184,0.46,2.225,2.436,0.189,0.0,0.111,0.032,0.056,0.103,0.254,0.0
normalized_3drna_rp04.pdb,23.041,1.1865745608297118e-09,0.713,0.746,0.0,0.735,32.309,31.3,0.302,0.712,2.387,1.547,2.358,0.0,0.21,0.087,0.167,0.238,0.349,0.435
normalized_isrna_rp04.pdb,23.661,9.249819077350452e-09,0.758,0.91,,0.712,31.198,21.56,0.371,0.704,2.418,1.301,2.72,0.0,0.286,0.135,0.238,0.333,0.436,0.456
normalized_rnacomposer_rp04.pdb,23.811,1.4922542257433946e-08,0.802,0.91,0.463,0.776,29.678,19.51,0.323,0.757,2.495,1.229,2.345,0.0,0.306,0.135,0.262,0.381,0.444,0.563
normalized_mcsym_rp04.pdb,25.853,5.223595196446329e-06,0.744,0.877,0.0,0.721,34.764,37.52,0.351,0.714,2.651,1.479,2.74,0.0,0.316,0.151,0.309,0.373,0.429,0.003
normalized_ifoldrna_rp04_5.pdb,50.729,1.0,0.394,0.17,0.129,0.522,128.715,29.82,0.141,0.6,5.105,2.193,0.873,0.0,0.117,0.056,0.103,0.151,0.159,0.005
normalized_ifoldrna_rp04_3.pdb,53.94,1.0,0.373,0.178,0.0,0.491,144.75,29.0,0.15,0.581,5.436,2.192,0.812,0.0,0.109,0.056,0.095,0.127,0.159,0.001
normalized_ifoldrna_rp04_4.pdb,54.095,1.0,0.339,0.076,0.0,0.488,159.654,29.34,0.122,0.583,5.466,2.154,0.831,0.0,0.097,0.048,0.064,0.127,0.151,0.005
normalized_ifoldrna_rp04_2.pdb,54.187,1.0,0.353,0.089,0.118,0.512,153.342,29.25,0.151,0.582,5.468,2.193,0.842,0.0,0.103,0.048,0.079,0.127,0.159,0.004
normalized_ifoldrna_rp04_1.pdb,65.604,1.0,0.312,0.246,0.0,0.407,210.382,29.3,0.124,0.582,6.609,2.139,0.56,0.0,0.123,0.064,0.103,0.151,0.175,0.0
