,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp16_44.pdb,2.217,2.5799258729364283e-08,0.824,0.833,0.707,0.85,2.69,16.58,0.283,,0.224,0.715,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.752
normalized_best_rp16_28.pdb,2.217,2.5799258729364283e-08,0.824,0.833,0.707,0.85,2.69,16.58,0.283,,0.224,0.715,0.324,0.0,0.0,0.0,0.0,0.0,0.0,0.752
normalized_best_rp16_35.pdb,2.258,2.9294467240870148e-08,0.759,0.833,0.612,0.776,2.974,15.77,0.261,,0.23,0.781,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.747
normalized_best_rp16_40.pdb,2.258,2.9294467240870148e-08,0.759,0.833,0.612,0.776,2.974,15.77,0.261,,0.23,0.781,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.747
normalized_best_rp16_58.pdb,2.36,4.0213152419088516e-08,0.791,0.913,0.471,0.826,2.984,16.24,0.269,,0.226,0.865,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.756
normalized_best_rp16_14.pdb,2.36,4.0213152419088516e-08,0.791,0.913,0.471,0.826,2.984,16.24,0.269,,0.226,0.865,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.756
normalized_best_rp16_49.pdb,2.371,4.154044841442328e-08,0.78,1.0,0.73,0.734,3.038,13.0,0.281,,0.245,0.83,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.802
normalized_best_rp16_21.pdb,2.371,4.154044841442328e-08,0.78,1.0,0.73,0.734,3.038,13.0,0.281,,0.245,0.83,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.802
normalized_best_rp16_84.pdb,2.404,4.5972742335198546e-08,0.81,1.0,0.816,0.76,2.966,11.47,0.306,,0.242,0.737,0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.824
normalized_best_rp16_80.pdb,2.407,4.637713296729018e-08,0.794,1.0,0.707,0.76,3.032,16.67,0.312,,0.257,0.769,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.807
normalized_best_rp16_20.pdb,2.43,4.974519823841561e-08,0.854,0.913,0.707,0.872,2.844,14.09,0.323,,0.242,0.616,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.79
normalized_best_rp16_48.pdb,2.43,4.974519823841561e-08,0.854,0.913,0.707,0.872,2.844,14.09,0.323,,0.242,0.616,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.79
normalized_best_rp16_72.pdb,2.607,8.514340321674752e-08,0.797,1.0,0.612,0.786,3.27,17.54,0.287,,0.264,0.791,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.786
normalized_best_rp16_3.pdb,2.72,1.1941385891223177e-07,0.785,0.926,0.548,0.805,3.467,15.27,0.258,,0.273,0.88,0.339,0.0,0.0,0.0,0.0,0.0,0.0,0.724
normalized_best_rp16_62.pdb,2.753,1.3174995844300597e-07,0.801,0.926,0.73,0.786,3.436,13.4,0.281,,0.28,0.812,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.81
normalized_best_rp16_67.pdb,2.804,1.5290092097997032e-07,0.818,0.926,0.73,0.81,3.429,13.86,0.27,,0.288,0.809,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.802
normalized_best_rp16_11.pdb,2.813,1.572004401095839e-07,0.763,0.913,0.707,0.742,3.686,15.1,0.235,,0.285,0.767,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.787
normalized_best_rp16_56.pdb,2.813,1.572004401095839e-07,0.763,0.913,0.707,0.742,3.686,15.1,0.235,,0.285,0.767,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.787
normalized_best_rp16_85.pdb,2.905,2.059164102563571e-07,0.827,0.926,0.816,0.805,3.514,21.38,0.307,,0.309,0.988,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.771
normalized_best_rp16_7.pdb,2.905,2.059164102563571e-07,0.827,0.926,0.816,0.805,3.514,21.38,0.307,,0.309,0.988,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.771
normalized_mcsym_rp16_5.pdb,3.339,7.096718331323082e-07,0.671,0.833,0.577,0.65,4.976,31.1,0.213,,0.35,1.183,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.006
normalized_best_rp16_18.pdb,3.55,1.269091212618978e-06,0.697,0.739,0.408,0.76,5.09,16.16,0.293,,0.326,1.159,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.63
normalized_best_rp16_45.pdb,3.716,1.983448799758314e-06,0.838,0.913,0.707,0.849,4.433,13.81,0.42,,0.354,0.735,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.792
normalized_best_rp16_29.pdb,3.716,1.983448799758314e-06,0.838,0.913,0.707,0.849,4.433,13.81,0.42,,0.354,0.735,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.792
normalized_best_rp16_33.pdb,3.957,3.7461330744670285e-06,0.705,0.775,0.408,0.751,5.614,17.0,0.249,,0.417,1.217,0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.588
normalized_isrna_rp16.pdb,4.281,8.58157919242375e-06,0.641,0.816,,0.671,6.678,23.58,0.2,,0.432,1.424,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.557
normalized_best_rp16_53.pdb,4.339,9.911929648442896e-06,0.658,0.645,0.289,0.742,6.592,19.66,0.212,,0.416,1.478,0.422,0.0,0.0,0.0,0.0,0.0,0.0,0.039
normalized_best_rp16_32.pdb,4.415,1.1973055109859576e-05,0.679,0.775,0.289,0.734,6.502,17.34,0.253,,0.45,1.257,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.568
normalized_best_rp16_4.pdb,4.444,1.2834443624487601e-05,0.723,0.612,0.816,0.728,6.143,26.47,0.3,,0.379,1.157,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.698
normalized_best_rp16_8.pdb,4.444,1.2834443624487601e-05,0.723,0.612,0.816,0.728,6.143,26.47,0.3,,0.379,1.157,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.698
normalized_best_rp16_66.pdb,4.47,1.368655398142904e-05,0.709,0.866,0.236,0.76,6.307,16.34,0.251,,0.444,1.27,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.656
normalized_best_rp16_82.pdb,4.508,1.5036416123992424e-05,0.668,0.775,0.289,0.716,6.745,23.63,0.234,,0.447,1.298,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.039
normalized_mcsym_rp16_1.pdb,4.522,1.5543345784352347e-05,0.633,0.866,0.289,0.631,7.146,32.12,0.24,,0.459,1.341,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normalized_best_rp16_26.pdb,4.558,1.696509116161371e-05,0.697,0.775,0.289,0.76,6.535,17.22,0.263,,0.464,1.232,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.587
normalized_best_rp16_10.pdb,4.604,1.8983319635568208e-05,0.668,0.739,0.289,0.734,6.888,17.39,0.26,,0.48,1.242,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.589
normalized_mcsym_rp16_4.pdb,4.609,1.919248759668646e-05,0.638,0.833,0.471,0.62,7.229,38.12,0.134,,0.503,1.296,0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.024
normalized_simrna_rp16.pdb,4.697,2.3695930046974123e-05,0.544,0.615,0.0,0.611,8.638,21.4,0.223,,0.479,1.488,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.029
normalized_best_rp16_71.pdb,4.705,2.4165082899152424e-05,0.709,0.73,0.667,0.723,6.633,28.76,0.299,,0.437,1.066,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.662
normalized_best_rp16_23.pdb,4.711,2.4522241459934424e-05,0.715,0.775,0.408,0.776,6.593,15.58,0.273,,0.455,1.166,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.576
normalized_vfold_rp16.pdb,4.734,2.5878561955405832e-05,0.504,0.833,0.0,0.482,9.397,37.25,0.255,,0.488,1.631,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.002
normalized_best_rp16_74.pdb,4.758,2.7389451754566974e-05,0.63,0.775,0.289,0.66,7.548,24.12,0.216,,0.457,1.363,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.021
normalized_mcsym_rp16_3.pdb,4.768,2.8082155234421258e-05,0.652,0.926,0.408,0.626,7.309,33.57,0.233,,0.491,1.347,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.003
normalized_best_rp16_63.pdb,4.786,2.9252105013810592e-05,0.58,0.645,0.289,0.631,8.251,21.78,0.26,,0.466,1.468,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.625
normalized_best_rp16_25.pdb,4.805,3.058427719915269e-05,0.639,0.775,0.289,0.671,7.515,18.07,0.266,,0.494,1.422,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.625
normalized_best_rp16_76.pdb,4.817,3.151742681212211e-05,0.55,0.645,0.0,0.613,8.767,18.86,0.249,,0.471,1.47,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.625
normalized_best_rp16_65.pdb,4.838,3.308654739497818e-05,0.808,0.833,0.816,0.801,5.989,25.21,0.306,,0.43,0.953,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.67
normalized_best_rp16_61.pdb,4.838,3.308654739497818e-05,0.808,0.833,0.816,0.801,5.989,25.21,0.306,,0.43,0.953,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.67
normalized_best_rp16_64.pdb,4.844,3.357618050364719e-05,0.61,0.645,0.236,0.688,7.938,18.21,0.26,,0.473,1.52,0.542,0.0,0.0,0.0,0.0,0.0,0.0,0.634
normalized_best_rp16_38.pdb,4.852,3.42037327528133e-05,0.763,0.866,0.612,0.776,6.358,16.68,0.27,,0.527,1.042,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.705
normalized_best_rp16_37.pdb,4.852,3.414980833704728e-05,0.62,0.68,0.236,0.688,7.824,19.91,0.272,,0.492,1.412,0.604,0.0,0.0,0.0,0.0,0.0,0.0,0.655
normalized_best_rp16_6.pdb,4.888,3.7133941720557395e-05,0.61,0.645,0.289,0.671,8.008,17.44,0.245,,0.498,1.368,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.647
normalized_best_rp16_83.pdb,4.896,3.786827578522445e-05,0.591,0.645,0.289,0.642,8.291,21.92,0.267,,0.499,1.411,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.612
normalized_best_rp16_47.pdb,4.898,3.804602081941555e-05,0.611,0.739,0.289,0.65,8.022,22.12,0.223,,0.49,1.37,0.432,0.0,0.0,0.0,0.0,0.0,0.0,0.023
normalized_best_rp16_51.pdb,4.901,3.832160568051357e-05,0.733,0.866,0.612,0.728,6.689,18.28,0.268,,0.539,1.039,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.694
normalized_3drna_rp16_1.pdb,4.91,3.913371881125727e-05,0.664,0.816,0.408,0.679,7.39,21.27,0.266,,0.459,1.358,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.579
normalized_best_rp16_75.pdb,4.912,3.9292713933047896e-05,0.709,0.775,0.289,0.78,6.931,23.83,0.257,,0.496,1.385,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.008
normalized_rnacomposer_rp16.pdb,4.93,4.10218648825289e-05,0.746,0.816,0.577,0.776,6.612,20.5,0.159,,0.517,1.158,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.603
normalized_3drna_rp16_4.pdb,4.976,4.5621843710985654e-05,0.58,0.722,,0.613,8.575,20.82,0.202,,0.493,1.52,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.506
normalized_best_rp16_73.pdb,4.993,4.7357104181688925e-05,0.54,0.68,0.236,0.566,9.241,18.75,0.274,,0.509,1.506,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.649
normalized_best_rp16_68.pdb,5.038,5.255954592559009e-05,0.601,0.645,0.204,0.688,8.383,19.59,0.237,,0.504,1.53,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.624
normalized_best_rp16_78.pdb,5.084,5.8322468197868904e-05,0.808,0.833,0.816,0.801,6.294,22.27,0.297,,0.449,0.98,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.686
normalized_best_rp16_5.pdb,5.217,7.87042802301019e-05,0.581,0.645,0.0,0.671,8.976,18.92,0.244,,0.531,1.419,0.554,0.0,0.0,0.0,0.0,0.0,0.0,0.644
normalized_best_rp16_42.pdb,5.247,8.407178240155133e-05,0.63,0.775,0.289,0.655,8.333,17.18,0.252,,0.521,1.515,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.629
normalized_best_rp16_36.pdb,5.288,9.210623771205295e-05,0.705,0.739,0.408,0.768,7.502,15.53,0.291,,0.501,1.164,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.628
normalized_best_rp16_9.pdb,5.383,0.00011356282879620982,0.641,0.816,0.289,0.66,8.397,18.41,0.222,,0.57,1.277,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.532
normalized_best_rp16_39.pdb,5.405,0.00011904698487991139,0.702,0.816,0.289,0.754,7.698,17.29,0.257,,0.554,1.217,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.554
normalized_best_rp16_50.pdb,5.482,0.0001405441197673829,0.55,0.645,0.0,0.613,9.976,32.51,0.15,,0.468,1.678,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.001
normalized_best_rp16_46.pdb,5.557,0.00016527370129998387,0.672,0.866,0.548,0.65,8.274,19.03,0.274,,0.619,1.074,0.497,0.0,0.0,0.0,0.0,0.0,0.0,0.686
normalized_3drna_rp16_2.pdb,5.666,0.000207906854934381,0.484,0.722,0.0,0.5,11.715,26.51,0.197,,0.515,1.714,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.512
normalized_vfoldpipeline_rp16.pdb,5.705,0.00022547856122545618,0.613,0.722,,0.66,9.312,23.15,0.262,,0.503,1.619,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.518
normalized_best_rp16_70.pdb,5.728,0.000236664983342183,0.824,0.833,0.816,0.826,6.949,25.98,0.314,,0.501,1.047,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.707
normalized_mcsym_rp16_2.pdb,5.772,0.0002596342889298331,0.641,0.866,0.408,0.626,9.004,34.95,0.212,,0.596,1.37,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.001
normalized_best_rp16_81.pdb,5.79,0.0002690772887298798,0.58,0.645,0.289,0.631,9.982,24.86,0.218,,0.522,1.634,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.563
normalized_3drna_rp16_3.pdb,5.866,0.0003146081633610964,0.478,0.68,,0.482,12.274,28.87,0.201,,0.511,1.685,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.502
normalized_3drna_rp16_5.pdb,6.17,0.0005780778925130181,0.538,0.722,,0.555,11.467,23.57,0.218,,0.541,1.71,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.406
normalized_best_rp16_12.pdb,7.254,0.004057856334373833,0.57,0.833,0.0,0.582,12.716,25.78,0.201,,0.704,1.597,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.47
normalized_best_rp16_30.pdb,7.344,0.004694036843628346,0.581,0.772,,0.603,12.635,27.32,0.229,,0.788,1.472,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.478
normalized_best_rp16_41.pdb,8.41,0.02247740585051844,0.702,0.816,0.289,0.754,11.978,18.35,0.212,,0.906,1.188,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.573
normalized_eprna_rp16.pdb,9.369,0.07043625729624958,,,,,,88.49,0.156,,0.81,2.072,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
normalized_trrosettarna_rp16_4.pdb,9.458,0.07734354184811071,0.426,,0.0,0.588,22.189,51.05,0.106,,1.068,1.827,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.476
normalized_trrosettarna_rp16_5.pdb,9.518,0.08227796498069206,0.308,0.0,0.0,0.443,30.945,63.75,0.096,,1.064,1.819,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.532
normalized_best_rp16_27.pdb,12.996,0.706341581068478,0.427,0.0,0.0,0.596,30.405,29.08,0.206,,1.402,2.068,0.367,0.0,0.0,0.0,0.0,0.0,0.0,0.34
normalized_best_rp16_16.pdb,13.754,0.8323918897236381,0.47,0.0,,0.679,29.276,27.3,0.204,,1.462,2.021,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.316
normalized_best_rp16_2.pdb,15.237,0.963073799754185,0.411,0.0,0.0,0.613,37.046,33.13,0.172,,1.608,2.308,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.302
normalized_best_rp16_59.pdb,15.496,0.9732859598012077,0.232,0.0,0.0,0.362,66.651,35.47,0.124,,1.573,2.353,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.252
normalized_best_rp16_55.pdb,15.75,0.9808851631596958,0.271,0.0,,0.404,58.065,33.38,0.117,,1.623,2.319,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.249
normalized_best_rp16_22.pdb,15.926,0.9850061420662038,0.43,0.0,,0.62,36.994,37.1,0.118,,1.617,2.269,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.311
normalized_best_rp16_19.pdb,16.867,0.9964598708785799,0.35,0.0,0.0,0.577,48.123,30.5,0.13,,1.692,2.26,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.287
