,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp29_18.pdb,4.829,1.1102230246251565e-16,0.775,0.9,0.408,0.739,6.229,17.77,0.291,0.771,0.449,1.131,1.336,0.0,0.553,0.231,0.346,0.635,1.0,0.647
normalized_best_rp29_22.pdb,4.987,2.220446049250313e-16,0.816,0.926,0.5,0.777,6.108,18.12,0.309,0.795,0.467,1.057,1.421,0.0,0.562,0.25,0.346,0.654,1.0,0.66
normalized_best_rp29_2.pdb,4.987,2.220446049250313e-16,0.816,0.926,0.5,0.777,6.108,18.12,0.309,0.795,0.467,1.057,1.421,0.0,0.562,0.25,0.346,0.654,1.0,0.66
normalized_best_rp29_35.pdb,5.241,6.106226635438361e-16,0.79,0.9,0.707,0.739,6.636,27.49,0.324,0.763,0.532,1.171,1.47,0.0,0.514,0.192,0.327,0.596,0.942,0.583
normalized_best_rp29_27.pdb,5.573,2.7200464103316335e-15,0.778,0.874,0.354,0.765,7.164,18.13,0.4,0.792,0.559,1.136,1.782,0.0,0.529,0.231,0.385,0.558,0.942,0.677
normalized_best_rp29_21.pdb,6.011,1.84297022087776e-14,0.765,0.874,0.0,0.739,7.853,22.38,0.29,0.78,0.627,1.275,1.488,0.0,0.481,0.192,0.288,0.596,0.846,0.568
normalized_best_rp29_7.pdb,6.47,1.2695400286588665e-13,0.816,0.901,0.707,0.777,7.924,20.58,0.265,0.769,0.654,1.044,1.371,0.0,0.466,0.211,0.308,0.462,0.885,0.617
normalized_best_rp29_20.pdb,6.772,4.3809400551708677e-13,0.792,0.9,0.0,0.77,8.549,18.16,0.324,0.802,0.698,1.107,1.565,0.0,0.49,0.231,0.385,0.538,0.808,0.627
normalized_best_rp29_30.pdb,6.799,4.877209747178313e-13,0.769,0.905,0.5,0.714,8.838,20.55,0.32,0.772,0.718,1.144,1.893,0.0,0.5,0.192,0.327,0.635,0.846,0.645
normalized_best_rp29_32.pdb,6.897,7.238099009043708e-13,0.754,0.901,0.408,0.706,9.148,17.68,0.333,0.764,0.663,1.185,1.771,0.0,0.481,0.269,0.346,0.5,0.808,0.656
normalized_best_rp29_19.pdb,7.212,2.5165980410690736e-12,0.83,0.926,0.5,0.8,8.689,18.31,0.291,0.783,0.718,1.081,1.407,0.0,0.49,0.25,0.308,0.615,0.788,0.653
normalized_best_rp29_33.pdb,7.44,6.107281347311755e-12,0.743,0.874,0.354,0.714,10.017,19.1,0.31,0.784,0.788,1.207,1.723,0.0,0.428,0.154,0.288,0.481,0.788,0.64
normalized_best_rp29_29.pdb,7.482,7.154499215289434e-12,0.728,0.874,0.0,0.703,10.27,23.65,0.26,0.781,0.765,1.174,1.612,0.0,0.438,0.211,0.288,0.481,0.769,0.592
normalized_best_rp29_8.pdb,7.771,2.141137267486215e-11,0.755,0.874,0.0,0.745,10.286,18.27,0.301,0.803,0.799,1.237,1.583,0.0,0.413,0.211,0.327,0.404,0.712,0.599
normalized_best_rp29_11.pdb,7.791,2.3081148103898386e-11,0.816,0.9,0.707,0.781,9.542,22.8,0.32,0.779,0.812,1.119,1.439,0.0,0.452,0.231,0.308,0.5,0.769,0.614
normalized_best_rp29_9.pdb,9.217,3.507286849835367e-09,0.745,0.9,0.408,0.69,12.366,20.4,0.285,0.792,0.946,1.28,1.527,0.0,0.394,0.192,0.346,0.423,0.615,0.606
normalized_best_rp29_13.pdb,9.571,1.1086426887629841e-08,0.76,0.837,0.5,0.732,12.598,21.77,0.286,0.771,0.928,1.286,1.83,0.0,0.471,0.192,0.308,0.538,0.846,0.046
normalized_best_rp29_23.pdb,10.936,6.630413016406322e-07,0.758,0.873,0.5,0.719,14.418,18.5,0.333,0.778,1.104,1.247,1.282,0.0,0.495,0.231,0.385,0.596,0.769,0.636
normalized_best_rp29_15.pdb,10.995,7.818537334225439e-07,0.762,0.9,,0.716,14.436,26.44,0.258,0.765,1.139,1.205,1.505,0.0,0.346,0.211,0.269,0.327,0.577,0.539
normalized_trrosettarna_rp29_5.pdb,11.105,1.058780289830974e-06,0.39,0.436,0.0,0.456,28.442,58.54,0.165,0.822,1.278,1.779,0.303,0.0,0.26,0.115,0.192,0.308,0.423,0.576
normalized_best_rp29_3.pdb,12.344,2.526447802325693e-05,0.735,0.874,0.0,0.703,16.796,21.01,0.249,0.756,1.266,1.333,1.411,0.0,0.361,0.211,0.288,0.385,0.558,0.566
normalized_best_rp29_24.pdb,12.346,2.535958814647854e-05,0.803,0.927,0.707,0.747,15.371,22.79,0.304,0.765,1.308,1.136,1.796,0.0,0.433,0.269,0.308,0.538,0.615,0.022
normalized_best_rp29_4.pdb,12.85,8.091468575877059e-05,0.778,0.927,,0.723,16.52,21.38,0.326,0.735,1.367,1.154,1.921,0.0,0.423,0.173,0.327,0.558,0.635,0.025
normalized_best_rp29_17.pdb,13.087,0.00013600426581811265,0.775,0.851,0.707,0.741,16.895,20.8,0.278,0.758,1.385,1.165,1.792,0.0,0.442,0.231,0.327,0.596,0.615,0.007
normalized_best_rp29_14.pdb,13.194,0.0001710868547008526,0.807,0.926,,0.766,16.35,26.73,0.233,0.755,1.362,1.123,1.525,0.0,0.332,0.192,0.269,0.346,0.519,0.522
normalized_best_rp29_1.pdb,13.27,0.00020076189563045244,0.719,0.851,0.0,0.699,18.462,24.42,0.254,0.762,1.387,1.358,1.817,0.0,0.428,0.211,0.288,0.558,0.654,0.05
normalized_mcsym_rp29_1.pdb,13.453,0.00029370034889414365,0.554,0.507,,0.589,24.302,31.12,0.23,0.701,1.427,1.773,1.679,0.0,0.337,0.173,0.231,0.404,0.538,0.021
normalized_vfoldpipeline_rp29.pdb,13.903,0.0007174335264050757,0.527,0.525,,0.541,26.376,28.64,0.215,0.666,1.382,1.703,1.22,0.0,0.284,0.192,0.25,0.269,0.423,0.358
normalized_eprna_rp29.pdb,14.357,0.001667973471977502,0.0,,0.0,0.0,inf,89.84,0.176,0.512,1.384,2.136,0.066,0.0,0.274,0.077,0.173,0.327,0.519,0.0
normalized_vfold_rp29.pdb,14.856,0.003930547446282184,0.546,0.563,0.0,0.561,27.184,30.12,0.218,0.652,1.588,1.79,1.341,0.0,0.288,0.173,0.288,0.308,0.385,0.002
normalized_isrna_rp29.pdb,15.191,0.006727093294191355,0.59,0.546,0.0,0.642,25.751,22.94,0.242,0.699,1.613,1.774,1.67,0.0,0.279,0.154,0.25,0.327,0.385,0.455
normalized_best_rp29_25.pdb,15.733,0.014989728738994956,0.605,0.529,0.354,0.659,26.02,25.83,0.257,0.695,1.654,1.823,1.88,0.0,0.327,0.25,0.288,0.365,0.404,0.507
normalized_3drna_rp29_3.pdb,15.814,0.016761107780541795,0.559,0.526,0.5,0.58,28.272,33.29,0.25,0.696,1.626,1.699,1.155,0.0,0.298,0.192,0.288,0.308,0.404,0.443
normalized_mcsym_rp29_5.pdb,15.959,0.020424795488316883,0.59,0.546,0.0,0.642,27.053,37.76,0.251,0.734,1.704,1.637,1.898,0.0,0.312,0.154,0.269,0.365,0.462,0.009
normalized_3drna_rp29_2.pdb,16.22,0.028708535211380504,0.559,0.567,0.5,0.561,28.998,38.13,0.266,0.647,1.691,1.816,1.034,0.0,0.303,0.211,0.288,0.327,0.385,0.425
normalized_3drna_rp29_5.pdb,16.796,0.05704776013381163,0.54,0.552,0.5,0.541,31.079,32.63,0.263,0.698,1.733,1.699,1.081,0.0,0.288,0.211,0.288,0.308,0.346,0.428
normalized_3drna_rp29_4.pdb,16.84,0.05987854945654797,0.559,0.509,0.0,0.607,30.106,34.11,0.248,0.675,1.722,1.681,1.075,0.0,0.279,0.25,0.269,0.288,0.308,0.412
normalized_rhofold_rp29.pdb,17.053,0.0753161847835192,0.54,0.621,0.0,0.57,31.557,52.09,0.285,0.68,1.793,1.627,0.922,0.0,0.337,0.173,0.327,0.365,0.481,0.461
normalized_mcsym_rp29_2.pdb,17.1,0.079088708529158,0.595,0.563,,0.625,28.722,32.44,0.276,0.711,1.765,1.732,1.82,0.0,0.279,0.192,0.269,0.308,0.346,0.007
normalized_rnacomposer_rp29.pdb,17.279,0.09484041274150751,0.619,0.563,0.707,0.643,27.928,23.14,0.234,0.681,1.852,1.635,1.143,0.0,0.288,0.192,0.269,0.327,0.365,0.446
normalized_rnajp_rp29.pdb,17.332,0.09991160945505895,0.614,0.582,0.408,0.643,28.22,24.23,0.325,0.679,1.791,1.734,2.19,0.0,0.279,0.173,0.288,0.308,0.346,0.042
normalized_mcsym_rp29_4.pdb,17.394,0.10600349315750779,0.64,0.546,,0.7,27.157,34.74,0.333,0.726,1.792,1.682,1.891,0.0,0.279,0.173,0.288,0.308,0.346,0.017
normalized_3drna_rp29_1.pdb,18.267,0.22281418204026865,0.559,0.526,0.5,0.58,32.658,30.33,0.273,0.672,1.867,1.684,0.886,0.0,0.288,0.211,0.288,0.308,0.346,0.41
normalized_mcsym_rp29_3.pdb,19.069,0.37547435567606413,0.561,0.6,0.0,0.573,33.97,31.68,0.273,0.68,1.981,1.753,1.699,0.0,0.269,0.211,0.269,0.288,0.308,0.016
normalized_simrna_rp29.pdb,41.33,1.0,0.0,,0.0,,inf,39.45,0.082,0.585,3.922,1.864,0.025,0.0,0.125,0.077,0.096,0.135,0.192,0.0
normalized_best_rp29_36.pdb,,,0.767,0.926,0.289,0.745,,16.94,0.395,0.781,,,2.18,0.222,0.486,0.25,0.404,0.462,0.827,0.607
normalized_best_rp29_31.pdb,,,0.751,0.905,0.408,0.699,,18.46,0.307,0.769,,,2.209,0.0,0.389,0.154,0.269,0.5,0.635,0.625
normalized_best_rp29_5.pdb,,,0.712,0.874,0.289,0.683,,18.32,0.376,0.779,,,2.239,0.158,0.553,0.231,0.404,0.635,0.942,0.578
normalized_best_rp29_34.pdb,,,0.781,0.874,0.289,0.789,,18.63,0.362,0.816,,,2.297,0.238,0.486,0.231,0.365,0.538,0.808,0.613
normalized_best_rp29_26.pdb,,,0.777,0.926,0.289,0.76,,18.35,0.349,0.808,,,2.363,0.364,0.462,0.231,0.346,0.442,0.827,0.624
normalized_best_rp29_12.pdb,,,0.742,0.9,0.236,0.745,,17.98,0.317,0.787,,,2.224,0.5,0.442,0.25,0.346,0.442,0.731,0.628
