,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_alphafold3_rp24_3.pdb,19.702,3.5772718121052094e-11,0.856,0.89,0.0,0.855,23.011,13.8,0.32,0.264,2.015,1.086,5.414,0.0,0.245,0.09,0.153,0.279,0.46,0.671
normalized_mcsym_rp24_1.pdb,19.72,3.833766637484359e-11,0.841,0.946,0.0,0.816,23.455,31.66,0.333,0.254,2.071,1.12,4.645,0.0,0.232,0.09,0.144,0.279,0.414,0.002
normalized_rnajp_rp24.pdb,20.199,2.1753793211232164e-10,0.873,0.946,,0.851,23.148,16.5,0.415,0.251,2.175,0.992,6.311,0.0,0.239,0.063,0.135,0.306,0.451,0.398
normalized_mcsym_rp24_4.pdb,21.218,6.9458687690371335e-09,0.835,0.946,0.0,0.798,25.423,31.38,0.276,0.258,2.184,1.072,4.676,0.0,0.228,0.081,0.126,0.27,0.432,0.013
normalized_rhofold_rp24.pdb,25.358,0.00036946477492544316,0.211,0.0,0.0,0.365,119.967,59.39,0.204,0.193,2.59,2.623,0.642,0.0,0.122,0.045,0.081,0.135,0.225,0.188
normalized_ifoldrna_rp24_4.pdb,29.566,0.14980679871427482,0.266,0.0,0.0,0.463,111.096,28.46,0.152,0.231,3.028,2.354,1.187,0.0,0.099,0.063,0.081,0.108,0.144,0.002
normalized_ifoldrna_rp24_1.pdb,29.918,0.20004470759007936,0.325,0.0,0.0,0.519,91.98,27.8,0.158,0.218,3.037,2.35,1.337,0.0,0.088,0.054,0.072,0.099,0.126,0.001
normalized_eprna_rp24.pdb,30.991,0.4030185812256529,0.0,0.0,0.0,0.0,inf,95.39,0.129,0.164,3.083,2.486,0.209,0.0,0.068,0.027,0.045,0.072,0.126,0.0
normalized_ifoldrna_rp24_2.pdb,31.312,0.47313399240941173,0.284,0.0,0.0,0.435,110.301,28.41,0.191,0.218,3.193,2.332,1.265,0.0,0.095,0.054,0.081,0.099,0.144,0.004
normalized_ifoldrna_rp24_5.pdb,33.003,0.8084860115776366,0.316,0.0,0.0,0.521,104.504,27.62,0.181,0.221,3.348,2.353,1.177,0.0,0.097,0.054,0.072,0.108,0.153,0.0
normalized_ifoldrna_rp24_3.pdb,34.818,0.9700039002979237,0.218,0.0,0.0,0.368,159.905,27.33,0.196,0.215,3.536,2.295,0.964,0.0,0.099,0.054,0.081,0.099,0.162,0.006
normalized_best_rp24_78.pdb,,,0.444,0.0,0.0,0.672,,,0.346,0.841,,,5.728,0.0,0.309,0.153,0.243,0.36,0.477,0.703
normalized_best_rp24_86.pdb,,,0.343,0.0,0.0,0.542,,,0.375,0.809,,,3.618,0.0,0.345,0.171,0.252,0.396,0.559,0.654
normalized_best_rp24_65.pdb,,,0.374,0.0,0.0,0.586,,,0.367,0.79,,,2.999,0.0,0.329,0.153,0.279,0.36,0.522,0.594
normalized_best_rp24_46.pdb,,,0.426,0.025,0.0,0.629,,,0.242,0.751,,,2.753,0.0,0.155,0.09,0.126,0.171,0.234,0.489
normalized_best_rp24_40.pdb,,,0.441,0.0,0.0,0.668,,,0.31,0.842,,,5.476,0.0,0.288,0.126,0.225,0.342,0.46,0.688
normalized_best_rp24_24.pdb,,,0.318,0.0,0.0,0.515,,,0.192,0.676,,,4.849,0.0,0.176,0.099,0.126,0.189,0.288,0.138
normalized_best_rp24_12.pdb,,,0.352,0.0,,0.553,,,0.376,0.794,,,3.222,0.0,0.331,0.162,0.225,0.387,0.549,0.629
normalized_best_rp24_69.pdb,,,0.363,0.0,0.0,0.567,,,0.381,0.812,,,3.387,0.0,0.345,0.162,0.225,0.414,0.577,0.638
normalized_best_rp24_17.pdb,,,0.442,0.029,,0.614,,,0.293,0.733,,,2.542,0.0,0.257,0.117,0.225,0.27,0.414,0.493
normalized_best_rp24_51.pdb,,,0.445,0.0,0.0,0.675,,,0.396,0.842,,,5.591,0.0,0.358,0.171,0.297,0.441,0.522,0.698
normalized_best_rp24_52.pdb,,,0.354,0.0,0.0,0.564,,,0.201,0.654,,,4.926,0.0,0.173,0.099,0.126,0.207,0.261,0.127
normalized_best_rp24_37.pdb,,,0.4,0.0,0.0,0.615,,,0.29,0.815,,,3.577,0.0,0.275,0.117,0.189,0.297,0.495,0.601
normalized_best_rp24_14.pdb,,,0.474,0.0,0.0,0.716,,,0.4,0.843,,,5.161,0.0,0.351,0.171,0.306,0.423,0.504,0.67
normalized_best_rp24_22.pdb,,,0.394,0.028,0.0,0.57,,,0.241,0.728,,,2.345,0.0,0.218,0.09,0.171,0.243,0.369,0.472
normalized_best_rp24_47.pdb,,,0.45,0.0,0.0,0.682,,,0.366,0.824,,,5.22,0.0,0.313,0.126,0.216,0.378,0.531,0.641
normalized_best_rp24_49.pdb,,,0.396,0.0,,0.607,,,0.354,0.828,,,3.738,0.0,0.313,0.126,0.225,0.369,0.531,0.558
normalized_best_rp24_2.pdb,,,0.374,0.0,0.0,0.586,,,0.367,0.79,,,2.999,0.0,0.329,0.153,0.279,0.36,0.522,0.594
normalized_best_rp24_31.pdb,,,0.442,0.0,0.0,0.668,,,0.431,0.836,,,5.122,0.0,0.41,0.18,0.333,0.495,0.631,0.647
normalized_best_rp24_1.pdb,,,0.477,0.0,0.0,0.716,,,0.349,0.815,,,4.851,0.0,0.347,0.198,0.27,0.387,0.531,0.644
normalized_best_rp24_19.pdb,,,0.413,0.0,0.0,0.639,,,0.41,0.816,,,5.195,0.0,0.367,0.198,0.297,0.414,0.559,0.652
normalized_best_rp24_56.pdb,,,0.411,0.028,0.0,0.59,,,0.278,0.732,,,2.256,0.0,0.223,0.108,0.135,0.207,0.441,0.482
normalized_best_rp24_11.pdb,,,0.402,0.029,,0.569,,,0.246,0.727,,,2.078,0.0,0.228,0.099,0.153,0.216,0.441,0.461
normalized_best_rp24_10.pdb,,,0.449,0.0,0.0,0.678,,,0.354,0.841,,,4.738,0.0,0.322,0.144,0.189,0.387,0.568,0.672
normalized_best_rp24_84.pdb,,,0.413,0.029,0.0,0.586,,,0.304,0.71,,,2.326,0.0,0.223,0.099,0.144,0.261,0.387,0.468
normalized_best_rp24_3.pdb,,,0.434,0.0,0.0,0.661,,,0.35,0.851,,,5.735,0.0,0.333,0.108,0.198,0.369,0.658,0.667
normalized_best_rp24_30.pdb,,,0.381,0.0,0.0,0.599,,,0.212,0.716,,,3.977,0.0,0.187,0.108,0.162,0.216,0.261,0.022
normalized_best_rp24_48.pdb,,,0.393,0.0,,0.61,,,0.247,0.805,,,3.618,0.0,0.23,0.09,0.153,0.216,0.46,0.58
normalized_best_rp24_23.pdb,,,0.421,0.029,0.0,0.602,,,0.309,0.738,,,2.454,0.0,0.243,0.09,0.162,0.279,0.441,0.486
normalized_best_rp24_16.pdb,,,0.398,0.029,0.0,0.569,,,0.335,0.701,,,2.384,0.0,0.225,0.099,0.135,0.234,0.432,0.472
normalized_best_rp24_53.pdb,,,0.428,0.0,0.0,0.646,,,0.247,0.807,,,4.865,0.0,0.241,0.099,0.171,0.288,0.405,0.596
normalized_best_rp24_82.pdb,,,0.359,0.0,0.0,0.56,,,0.166,0.702,,,5.254,0.0,0.151,0.081,0.117,0.162,0.243,0.193
normalized_best_rp24_68.pdb,,,0.445,0.0,0.0,0.672,,,0.403,0.843,,,5.534,0.0,0.36,0.171,0.306,0.432,0.531,0.696
normalized_best_rp24_75.pdb,,,0.375,0.0,0.0,0.621,,,0.291,0.755,,,3.161,0.0,0.25,0.126,0.225,0.261,0.387,0.0
normalized_best_rp24_42.pdb,,,0.393,0.0,0.0,0.611,,,0.295,0.689,,,3.863,0.0,0.232,0.099,0.18,0.288,0.36,0.029
normalized_best_rp24_54.pdb,,,0.46,0.0,0.0,0.702,,,0.51,0.838,,,5.151,0.0,0.408,0.171,0.306,0.46,0.694,0.687
normalized_best_rp24_32.pdb,,,0.407,0.0,0.0,0.626,,,0.319,0.799,,,3.63,0.0,0.264,0.135,0.171,0.252,0.495,0.593
normalized_best_rp24_91.pdb,,,0.458,0.0,0.0,0.695,,,0.467,0.845,,,5.293,0.0,0.399,0.144,0.27,0.469,0.712,0.661
normalized_best_rp24_63.pdb,,,0.45,0.0,0.0,0.682,,,0.312,0.84,,,5.735,0.0,0.304,0.126,0.225,0.36,0.504,0.692
normalized_best_rp24_72.pdb,,,0.371,0.0,0.0,0.578,,,0.417,0.822,,,3.619,0.0,0.363,0.171,0.243,0.441,0.595,0.658
normalized_best_rp24_43.pdb,,,0.43,0.0,0.0,0.65,,,0.39,0.842,,,5.729,0.0,0.315,0.126,0.198,0.369,0.568,0.686
normalized_best_rp24_66.pdb,,,0.35,0.0,0.0,0.565,,,0.289,0.774,,,3.18,0.0,0.243,0.099,0.225,0.252,0.396,0.002
normalized_best_rp24_33.pdb,,,0.437,0.0,0.0,0.664,,,0.355,0.827,,,5.226,0.0,0.329,0.171,0.279,0.369,0.495,0.642
normalized_best_rp24_60.pdb,,,0.352,0.0,,0.553,,,0.376,0.794,,,3.222,0.0,0.331,0.162,0.225,0.387,0.549,0.629
normalized_best_rp24_83.pdb,,,0.346,0.0,0.0,0.54,,,0.356,0.791,,,3.15,0.0,0.318,0.126,0.252,0.396,0.495,0.589
normalized_best_rp24_7.pdb,,,0.485,0.0,0.0,0.729,,,0.433,0.834,,,5.213,0.0,0.372,0.189,0.324,0.423,0.549,0.666
normalized_best_rp24_61.pdb,,,0.433,0.0,0.0,0.657,,,0.386,0.842,,,5.601,0.0,0.376,0.189,0.315,0.432,0.568,0.699
normalized_best_rp24_20.pdb,,,0.363,0.0,0.0,0.567,,,0.381,0.812,,,3.387,0.0,0.345,0.162,0.225,0.414,0.577,0.638
normalized_best_rp24_29.pdb,,,0.404,0.0,0.0,0.626,,,0.227,0.744,,,4.065,0.0,0.171,0.081,0.135,0.18,0.288,0.007
normalized_best_rp24_89.pdb,,,0.399,0.0,0.0,0.615,,,0.347,0.818,,,3.031,0.0,0.302,0.126,0.234,0.378,0.469,0.637
normalized_best_rp24_28.pdb,,,0.407,0.0,0.0,0.626,,,0.232,0.835,,,3.934,0.0,0.234,0.108,0.162,0.252,0.414,0.581
normalized_best_rp24_21.pdb,,,0.351,0.0,0.0,0.555,,,0.218,0.656,,,5.069,0.0,0.142,0.09,0.126,0.162,0.189,0.107
normalized_best_rp24_93.pdb,,,0.371,0.0,0.0,0.582,,,0.404,0.82,,,3.302,0.0,0.333,0.144,0.252,0.387,0.549,0.612
normalized_best_rp24_50.pdb,,,0.396,0.0,0.0,0.614,,,0.266,0.716,,,4.121,0.0,0.228,0.09,0.144,0.288,0.387,0.017
normalized_best_rp24_9.pdb,,,0.349,0.0,0.0,0.552,,,0.313,0.807,,,2.838,0.0,0.299,0.126,0.225,0.306,0.54,0.608
normalized_best_rp24_4.pdb,,,0.37,0.028,0.0,0.526,,,0.276,0.722,,,2.251,0.0,0.264,0.09,0.189,0.279,0.495,0.495
normalized_best_rp24_62.pdb,,,0.464,0.0,0.0,0.702,,,0.407,0.845,,,5.551,0.0,0.392,0.162,0.207,0.451,0.748,0.674
normalized_best_rp24_76.pdb,,,0.427,0.0,0.0,0.634,,,0.404,0.817,,,4.19,0.0,0.36,0.234,0.279,0.414,0.513,0.606
normalized_best_rp24_92.pdb,,,0.365,0.0,0.0,0.561,,,0.314,0.797,,,3.183,0.0,0.295,0.117,0.252,0.333,0.477,0.619
normalized_best_rp24_94.pdb,,,0.351,0.0,0.0,0.561,,,0.184,0.704,,,4.913,0.0,0.169,0.099,0.126,0.198,0.252,0.111
normalized_best_rp24_57.pdb,,,0.349,0.0,0.0,0.552,,,0.313,0.807,,,2.838,0.0,0.299,0.126,0.225,0.306,0.54,0.608
normalized_best_rp24_77.pdb,,,0.352,0.0,0.0,0.573,,,0.303,0.756,,,3.138,0.0,0.248,0.108,0.216,0.252,0.414,0.0
normalized_best_rp24_44.pdb,,,0.474,0.021,0.0,0.702,,,0.578,0.841,,,5.273,0.0,0.543,0.252,0.333,0.631,0.955,0.689
normalized_best_rp24_80.pdb,,,0.366,0.0,0.0,0.578,,,0.149,0.667,,,4.654,0.0,0.146,0.09,0.108,0.153,0.234,0.119
normalized_best_rp24_5.pdb,,,0.375,0.03,0.0,0.547,,,0.306,0.703,,,2.469,0.0,0.232,0.09,0.153,0.27,0.414,0.466
normalized_best_rp24_35.pdb,,,0.361,0.0,,0.569,,,0.296,0.798,,,3.793,0.0,0.266,0.099,0.18,0.315,0.469,0.554
normalized_best_rp24_27.pdb,,,0.42,0.0,0.0,0.654,,,0.304,0.778,,,3.312,0.0,0.266,0.126,0.18,0.288,0.469,0.552
normalized_best_rp24_8.pdb,,,0.46,0.0,0.0,0.702,,,0.51,0.838,,,5.151,0.0,0.408,0.171,0.306,0.46,0.694,0.687
normalized_best_rp24_13.pdb,,,0.461,0.0,0.0,0.699,,,0.392,0.835,,,5.261,0.0,0.333,0.153,0.261,0.396,0.522,0.686
normalized_best_rp24_67.pdb,,,0.442,0.0,0.0,0.668,,,0.413,0.843,,,5.608,0.0,0.365,0.189,0.306,0.414,0.549,0.703
normalized_best_rp24_36.pdb,,,0.425,0.0,0.0,0.643,,,0.403,0.813,,,5.311,0.0,0.367,0.135,0.252,0.469,0.613,0.627
normalized_best_rp24_38.pdb,,,0.374,0.0,0.0,0.586,,,0.289,0.753,,,2.922,0.0,0.201,0.126,0.189,0.216,0.27,0.53
normalized_best_rp24_79.pdb,,,0.346,0.0,0.0,0.555,,,0.189,0.706,,,5.018,0.0,0.144,0.09,0.117,0.153,0.216,0.165
normalized_best_rp24_73.pdb,,,0.397,0.0,0.0,0.645,,,0.305,0.759,,,3.139,0.0,0.252,0.117,0.216,0.27,0.405,0.002
normalized_best_rp24_39.pdb,,,0.399,0.0,0.0,0.619,,,0.489,0.826,,,5.279,0.0,0.392,0.135,0.198,0.414,0.82,0.632
normalized_best_rp24_90.pdb,,,0.374,0.0,0.0,0.59,,,0.2,0.683,,,4.691,0.0,0.196,0.108,0.162,0.207,0.306,0.199
normalized_best_rp24_64.pdb,,,0.319,0.0,0.0,0.525,,,0.324,0.748,,,3.0,0.0,0.268,0.117,0.216,0.279,0.46,0.003
normalized_best_rp24_41.pdb,,,0.397,0.022,0.0,0.607,,,0.373,0.753,,,4.122,0.0,0.248,0.108,0.18,0.288,0.414,0.02
normalized_best_rp24_74.pdb,,,0.445,0.0,0.0,0.672,,,0.397,0.843,,,5.671,0.0,0.351,0.189,0.288,0.432,0.495,0.704
normalized_best_rp24_6.pdb,,,0.424,0.0,0.0,0.646,,,0.327,0.838,,,5.34,0.0,0.306,0.108,0.171,0.315,0.631,0.668
normalized_best_rp24_71.pdb,,,0.426,0.0,0.0,0.633,,,0.386,0.808,,,4.423,0.0,0.351,0.171,0.315,0.423,0.495,0.629
normalized_best_rp24_87.pdb,,,0.387,0.0,0.0,0.614,,,0.215,0.682,,,5.028,0.0,0.16,0.108,0.126,0.18,0.225,0.21
normalized_best_rp24_70.pdb,,,0.416,0.0,0.0,0.634,,,0.424,0.812,,,4.325,0.0,0.394,0.216,0.369,0.46,0.531,0.634
normalized_best_rp24_15.pdb,,,0.409,0.0,0.0,0.616,,,0.282,0.853,,,5.493,0.0,0.261,0.117,0.171,0.306,0.451,0.658
normalized_best_rp24_55.pdb,,,0.438,0.0,0.0,0.661,,,0.347,0.836,,,5.581,0.0,0.313,0.153,0.252,0.342,0.504,0.69
normalized_best_rp24_58.pdb,,,0.394,0.0,0.0,0.607,,,0.351,0.821,,,4.423,0.0,0.302,0.135,0.189,0.36,0.522,0.602
normalized_best_rp24_85.pdb,,,0.405,0.029,0.0,0.574,,,0.282,0.683,,,2.179,0.0,0.245,0.117,0.189,0.234,0.441,0.466
normalized_best_rp24_95.pdb,,,0.468,0.0,0.0,0.695,,,0.36,0.844,,,4.935,0.0,0.331,0.162,0.252,0.378,0.531,0.694
normalized_best_rp24_25.pdb,,,0.371,0.0,0.0,0.578,,,0.417,0.822,,,3.619,0.0,0.363,0.171,0.243,0.441,0.595,0.658
normalized_best_rp24_18.pdb,,,0.383,0.0,0.0,0.587,,,0.305,0.843,,,5.157,0.0,0.295,0.117,0.189,0.306,0.568,0.647
normalized_best_rp24_34.pdb,,,0.381,0.0,0.0,0.591,,,0.264,0.822,,,4.113,0.0,0.252,0.099,0.189,0.261,0.46,0.522
normalized_best_rp24_26.pdb,,,0.437,0.0,0.0,0.664,,,0.355,0.827,,,5.226,0.0,0.329,0.171,0.279,0.369,0.495,0.642
normalized_best_rp24_88.pdb,,,0.364,0.0,0.0,0.574,,,0.205,0.701,,,4.369,0.0,0.167,0.099,0.126,0.189,0.252,0.165
normalized_best_rp24_59.pdb,,,0.4,0.0,0.0,0.607,,,0.365,0.796,,,4.485,0.0,0.331,0.18,0.27,0.351,0.522,0.598
normalized_best_rp24_45.pdb,,,0.448,0.0,0.0,0.678,,,0.39,0.837,,,5.354,0.0,0.336,0.135,0.279,0.387,0.54,0.675
normalized_best_rp24_81.pdb,,,0.46,0.0,0.0,0.695,,,0.427,0.841,,,5.31,0.0,0.394,0.189,0.27,0.432,0.685,0.703
