,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp05_24.pdb,9.753,0.0,0.767,0.919,0.197,0.762,12.716,21.67,0.515,0.734,1.02,1.325,4.888,0.0,0.336,0.085,0.197,0.442,0.622,0.53
normalized_best_rp05_18.pdb,16.382,0.0,0.717,0.912,0.213,0.652,22.863,23.6,0.275,0.653,1.712,1.475,3.384,0.0,0.141,0.059,0.09,0.154,0.261,0.436
normalized_best_rp05_13.pdb,19.364,0.0,0.684,0.836,,0.64,28.307,23.07,0.314,0.653,1.959,1.552,3.054,0.0,0.134,0.059,0.09,0.144,0.245,0.372
normalized_best_rp05_7.pdb,19.364,0.0,0.684,0.836,,0.64,28.307,23.07,0.314,0.653,1.959,1.552,3.054,0.0,0.134,0.059,0.09,0.144,0.245,0.372
normalized_best_rp05_5.pdb,20.273,0.0,0.751,0.846,0.0,0.742,26.977,20.17,0.302,0.672,2.111,1.438,3.752,0.0,0.148,0.064,0.096,0.154,0.277,0.471
normalized_best_rp05_2.pdb,21.222,0.0,0.757,0.912,0.0,0.724,28.039,22.03,0.248,0.654,2.207,1.536,3.309,0.0,0.134,0.059,0.117,0.149,0.213,0.342
normalized_best_rp05_3.pdb,21.856,0.0,0.737,0.905,0.0,0.706,29.652,21.52,0.277,0.663,2.272,1.558,2.994,0.0,0.124,0.053,0.112,0.149,0.181,0.335
normalized_best_rp05_9.pdb,22.012,0.0,0.609,0.714,0.0,0.613,36.14,23.07,0.32,0.633,2.248,1.79,3.012,0.0,0.186,0.048,0.106,0.229,0.362,0.418
normalized_best_rp05_11.pdb,22.41,0.0,0.695,0.771,0.0,0.697,32.231,20.72,0.287,0.645,2.292,1.598,3.426,0.0,0.164,0.059,0.096,0.17,0.33,0.44
normalized_best_rp05_6.pdb,22.598,0.0,0.728,0.866,,0.691,31.062,22.47,0.341,0.654,2.293,1.522,3.159,0.0,0.178,0.053,0.122,0.207,0.33,0.388
normalized_best_rp05_12.pdb,23.253,0.0,0.736,0.862,0.0,0.716,31.603,22.5,0.333,0.66,2.339,1.503,3.05,0.0,0.15,0.048,0.117,0.144,0.293,0.386
normalized_best_rp05_14.pdb,23.746,0.0,0.723,0.86,0.0,0.702,32.822,20.69,0.3,0.665,2.412,1.527,3.588,0.0,0.16,0.048,0.074,0.175,0.34,0.436
normalized_best_rp05_1.pdb,24.638,0.0,0.686,0.788,0.0,0.689,35.938,21.05,0.285,0.64,2.532,1.575,3.23,0.0,0.117,0.043,0.064,0.117,0.245,0.398
normalized_best_rp05_20.pdb,24.719,0.0,0.71,0.889,0.0,0.666,34.832,22.73,0.231,0.658,2.53,1.544,3.149,0.0,0.124,0.043,0.08,0.138,0.234,0.303
normalized_best_rp05_25.pdb,25.607,0.0,0.742,0.785,0.107,0.767,34.513,24.35,0.231,0.658,2.63,1.502,3.175,0.0,0.137,0.059,0.106,0.149,0.234,0.432
normalized_3drna_rp05_3.pdb,25.646,0.0,0.564,0.618,0.0,0.588,45.454,35.95,0.242,0.585,2.626,2.016,2.696,0.0,0.108,0.037,0.085,0.138,0.17,0.261
normalized_best_rp05_16.pdb,26.129,0.0,0.699,0.74,0.107,0.725,37.355,23.66,0.229,0.654,2.674,1.542,2.921,0.0,0.136,0.064,0.106,0.138,0.234,0.428
normalized_trrosettarna_rp05_4.pdb,26.402,0.0,0.325,0.0,0.0,0.456,81.258,55.71,0.196,0.708,2.734,2.008,1.014,0.0,0.136,0.032,0.08,0.16,0.271,0.453
normalized_trrosettarna_rp05_5.pdb,26.492,0.0,0.423,0.0,0.0,0.619,62.685,57.95,0.202,0.722,2.737,1.922,0.94,0.0,0.134,0.027,0.069,0.165,0.277,0.475
normalized_best_rp05_22.pdb,26.539,0.0,0.718,0.793,0.123,0.723,36.986,22.06,0.28,0.663,2.692,1.515,3.327,0.0,0.164,0.069,0.106,0.181,0.298,0.419
normalized_3drna_rp05_5.pdb,26.603,0.0,0.576,0.616,0.114,0.59,46.18,33.31,0.197,0.591,2.748,1.925,3.282,0.0,0.109,0.043,0.074,0.154,0.165,0.275
normalized_best_rp05_10.pdb,26.976,0.0,0.741,0.841,,0.724,36.415,21.18,0.352,0.663,2.74,1.54,3.196,0.0,0.161,0.048,0.096,0.138,0.362,0.414
normalized_best_rp05_23.pdb,29.235,4.885536419863001e-13,0.699,0.696,0.114,0.738,41.796,23.63,0.207,0.652,2.99,1.64,3.404,0.0,0.144,0.069,0.122,0.154,0.229,0.396
normalized_best_rp05_17.pdb,31.007,3.9009356855856936e-10,0.74,0.79,0.151,0.751,41.895,21.73,0.273,0.667,3.13,1.485,3.499,0.0,0.162,0.064,0.133,0.175,0.277,0.423
normalized_best_rp05_19.pdb,31.474,1.9339831958120612e-09,0.755,0.815,0.123,0.768,41.667,24.02,0.217,0.658,3.225,1.53,3.183,0.0,0.137,0.069,0.117,0.144,0.218,0.426
normalized_best_rp05_15.pdb,31.505,2.146503808031497e-09,0.739,0.815,0.135,0.741,42.649,24.46,0.207,0.656,3.224,1.534,3.122,0.0,0.133,0.069,0.106,0.138,0.218,0.423
normalized_rnacomposer_rp05.pdb,31.897,7.821071568159255e-09,0.633,0.614,0.135,0.671,50.37,24.64,0.246,0.621,3.256,1.796,3.626,0.0,0.174,0.069,0.128,0.213,0.287,0.387
normalized_best_rp05_8.pdb,32.556,6.163878135678758e-08,0.686,0.83,0.123,0.659,47.449,32.02,0.189,0.635,3.289,1.581,3.012,0.0,0.12,0.053,0.106,0.149,0.17,0.354
normalized_vfoldpipeline_rp05.pdb,32.803,1.293559260817645e-07,0.575,0.622,0.0,0.6,57.046,23.48,0.229,0.572,3.327,1.985,4.09,0.0,0.141,0.101,0.128,0.154,0.181,0.194
normalized_3drna_rp05.pdb,33.689,1.5880072656293542e-06,0.494,0.36,0.0,0.58,68.173,33.32,0.19,0.569,3.401,2.102,3.178,0.0,0.116,0.048,0.101,0.149,0.165,0.259
normalized_3drna_rp05_2.pdb,33.84,2.3781923024768226e-06,0.55,0.537,0.0,0.581,61.555,32.52,0.17,0.571,3.423,1.958,3.06,0.0,0.112,0.053,0.085,0.138,0.17,0.294
normalized_simrna_rp05.pdb,34.008,3.6975703085473377e-06,0.617,0.576,0.0,0.671,55.076,22.35,0.204,0.627,3.479,1.92,4.78,0.0,0.134,0.048,0.096,0.144,0.25,0.023
normalized_3drna_rp05_1.pdb,34.037,3.988058642989678e-06,0.562,0.537,0.0,0.605,60.53,29.32,0.17,0.605,3.471,1.884,2.972,0.0,0.113,0.059,0.08,0.149,0.165,0.318
normalized_vfold_rp05.pdb,35.335,9.029762940770958e-05,0.553,0.387,0.0,0.645,63.929,21.02,0.244,0.587,3.563,2.046,4.812,0.0,0.125,0.069,0.117,0.149,0.165,0.157
normalized_best_rp05_4.pdb,36.181,0.0005285889003645017,0.695,0.839,0.135,0.665,52.03,31.9,0.2,0.638,3.648,1.566,3.087,0.0,0.126,0.053,0.106,0.154,0.192,0.372
normalized_3drna_rp05_4.pdb,36.498,0.000972710607479943,0.538,0.549,0.0,0.588,67.861,38.38,0.186,0.573,3.719,2.041,2.697,0.0,0.104,0.043,0.074,0.133,0.165,0.277
normalized_rnajp_rp05.pdb,38.308,0.018187690000978363,0.591,0.39,0.0,0.695,64.807,22.13,0.16,0.597,3.872,2.034,5.213,0.0,0.12,0.059,0.096,0.149,0.175,0.046
normalized_eprna_rp05.pdb,40.644,0.2132917370472624,0.009,0.0,0.0,0.021,4521.382,95.99,0.156,0.411,3.987,2.732,0.483,0.0,0.048,0.016,0.032,0.053,0.09,0.0
normalized_ifoldrna_rp05_5.pdb,68.69,1.0,0.18,0.12,0.0,0.27,382.062,28.68,0.144,0.535,6.866,2.223,0.778,0.0,0.064,0.021,0.048,0.074,0.112,0.002
normalized_ifoldrna_rp05_4.pdb,79.604,1.0,0.268,0.114,0.0,0.386,296.842,26.25,0.114,0.565,7.952,2.167,1.167,0.0,0.085,0.032,0.064,0.101,0.144,0.001
normalized_ifoldrna_rp05_3.pdb,82.018,1.0,0.321,0.102,0.0,0.434,255.903,27.06,0.103,0.552,8.196,2.208,1.265,0.0,0.072,0.027,0.064,0.08,0.117,0.004
normalized_ifoldrna_rp05_1.pdb,82.344,1.0,0.282,0.135,0.0,0.402,291.989,27.31,0.126,0.569,8.232,2.226,1.37,0.0,0.08,0.032,0.069,0.09,0.128,0.002
normalized_ifoldrna_rp05_2.pdb,82.593,1.0,0.272,0.164,0.0,0.383,303.936,27.27,0.12,0.565,8.276,2.192,1.242,0.0,0.086,0.032,0.064,0.106,0.144,0.0
