,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_3drna_rp12_4.pdb,28.538,0.016041285585800535,0.495,0.431,,0.541,57.619,38.2,0.196,0.059,2.875,1.874,2.41,0.0,0.094,0.068,0.086,0.103,0.12,0.329
normalized_3drna_rp12_5.pdb,29.174,0.03672404450693245,0.508,0.416,0.0,0.571,57.376,44.88,0.196,0.062,2.935,1.905,2.261,0.0,0.092,0.051,0.086,0.103,0.128,0.325
normalized_eprna_rp12.pdb,29.274,0.04143893416770206,0.0,0.0,0.0,0.0,inf,95.12,0.156,0.038,2.915,2.547,0.202,0.0,0.06,0.026,0.034,0.068,0.111,0.0
normalized_3drna_rp12_1.pdb,29.436,0.05005341442466282,0.505,0.425,0.0,0.567,58.292,37.09,0.254,0.065,2.984,1.941,2.422,0.0,0.094,0.06,0.086,0.094,0.137,0.34
normalized_3drna_rp12_2.pdb,29.474,0.05228740037595614,0.513,0.401,0.0,0.588,57.464,42.17,0.236,0.058,3.024,1.888,2.489,0.0,0.092,0.06,0.086,0.103,0.12,0.339
normalized_3drna_rp12.pdb,29.499,0.05378508264238868,0.54,0.507,0.0,0.582,54.616,36.38,0.196,0.062,3.011,1.828,2.691,0.0,0.086,0.051,0.068,0.103,0.12,0.377
normalized_isrna_rp12.pdb,45.919,0.9999999999999711,0.526,0.403,0.0,0.609,87.356,25.21,0.224,0.063,4.622,1.925,2.815,0.0,0.1,0.06,0.077,0.12,0.145,0.326
normalized_ifoldrna_rp12_4.pdb,46.537,0.999999999999998,0.259,0.0,0.0,0.404,179.589,29.4,0.132,0.065,4.773,2.347,0.825,0.0,0.088,0.043,0.068,0.111,0.128,0.001
normalized_ifoldrna_rp12_3.pdb,48.272,1.0,0.25,0.0,0.0,0.41,193.188,31.55,0.141,0.064,4.935,2.349,0.938,0.0,0.086,0.043,0.068,0.094,0.137,0.003
normalized_vfoldpipeline_rp12.pdb,48.283,1.0,0.469,0.424,0.0,0.517,102.937,35.53,0.166,0.056,4.928,1.91,1.902,0.0,0.077,0.051,0.068,0.077,0.111,0.258
normalized_ifoldrna_rp12_2.pdb,48.309,1.0,0.256,0.0,0.0,0.391,188.96,33.06,0.139,0.062,4.937,2.298,0.791,0.0,0.077,0.043,0.06,0.086,0.12,0.004
normalized_ifoldrna_rp12_5.pdb,49.608,1.0,0.217,0.0,0.0,0.36,228.679,31.29,0.155,0.063,5.017,2.375,0.702,0.0,0.09,0.043,0.06,0.111,0.145,0.004
normalized_ifoldrna_rp12_1.pdb,49.783,1.0,0.224,0.0,0.0,0.366,222.45,30.35,0.118,0.066,5.043,2.246,0.733,0.0,0.096,0.043,0.077,0.103,0.162,0.005
normalized_simrna_rp12.pdb,102.436,1.0,0.0,0.0,0.0,,inf,49.09,0.069,0.069,10.063,1.872,0.069,0.0,0.066,0.043,0.051,0.068,0.103,0.0
normalized_best_rp12_27.pdb,,,0.308,0.0,0.0,0.48,,,0.241,0.712,,,2.452,0.0,0.205,0.137,0.162,0.179,0.342,0.464
normalized_best_rp12_34.pdb,,,0.336,0.0,0.0,0.515,,,0.239,0.674,,,2.897,0.0,0.171,0.077,0.137,0.188,0.282,0.39
normalized_best_rp12_36.pdb,,,0.344,0.0,0.0,0.532,,,0.242,0.714,,,2.561,0.0,0.192,0.128,0.162,0.205,0.274,0.482
normalized_best_rp12_30.pdb,,,0.326,0.0,0.0,0.506,,,0.347,0.69,,,2.457,0.0,0.233,0.103,0.154,0.256,0.419,0.413
normalized_best_rp12_44.pdb,,,0.285,0.0,0.0,0.444,,,0.228,0.694,,,2.428,0.0,0.203,0.077,0.137,0.214,0.385,0.405
normalized_best_rp12_13.pdb,,,0.287,0.0,0.0,0.438,,,0.2,0.569,,,1.784,0.0,0.158,0.094,0.137,0.171,0.231,0.235
normalized_best_rp12_10.pdb,,,0.333,0.0,0.0,0.536,,,0.351,0.735,,,3.693,0.0,0.261,0.103,0.162,0.291,0.487,0.483
normalized_best_rp12_40.pdb,,,0.34,0.0,0.0,0.524,,,0.225,0.678,,,2.949,0.0,0.156,0.068,0.12,0.171,0.265,0.406
normalized_best_rp12_23.pdb,,,0.308,0.0,0.0,0.488,,,0.338,0.706,,,2.46,0.0,0.248,0.086,0.171,0.282,0.453,0.404
normalized_best_rp12_4.pdb,,,0.345,0.0,0.0,0.535,,,0.218,0.673,,,2.717,0.0,0.197,0.077,0.154,0.239,0.316,0.434
normalized_best_rp12_49.pdb,,,0.306,0.0,0.0,0.466,,,0.305,0.73,,,2.722,0.0,0.237,0.111,0.154,0.248,0.436,0.526
normalized_best_rp12_21.pdb,,,0.304,0.0,0.0,0.493,,,0.318,0.742,,,3.701,0.0,0.284,0.094,0.188,0.35,0.504,0.528
normalized_best_rp12_14.pdb,,,0.363,0.0,0.0,0.57,,,0.314,0.747,,,3.579,0.0,0.271,0.103,0.188,0.308,0.487,0.516
normalized_best_rp12_12.pdb,,,0.319,0.0,0.0,0.507,,,0.329,0.712,,,3.699,0.0,0.288,0.128,0.188,0.35,0.487,0.487
normalized_best_rp12_18.pdb,,,0.291,0.0,0.0,0.447,,,0.258,0.688,,,2.288,0.0,0.203,0.086,0.137,0.231,0.359,0.342
normalized_best_rp12_35.pdb,,,0.339,0.0,0.0,0.519,,,0.202,0.671,,,2.972,0.0,0.156,0.068,0.111,0.171,0.274,0.389
normalized_best_rp12_16.pdb,,,0.318,0.0,0.0,0.508,,,0.327,0.743,,,3.57,0.0,0.301,0.111,0.205,0.359,0.53,0.515
normalized_best_rp12_15.pdb,,,0.377,0.0,0.0,0.567,,,0.296,0.719,,,2.988,0.0,0.199,0.111,0.145,0.197,0.342,0.492
normalized_best_rp12_9.pdb,,,0.3,0.0,0.0,0.461,,,0.204,0.563,,,1.942,0.0,0.15,0.077,0.137,0.171,0.214,0.247
normalized_best_rp12_6.pdb,,,0.323,0.0,0.0,0.507,,,0.225,0.678,,,2.841,0.0,0.19,0.068,0.137,0.248,0.308,0.453
normalized_best_rp12_28.pdb,,,0.309,0.0,0.0,0.478,,,0.261,0.707,,,2.399,0.0,0.199,0.137,0.162,0.197,0.299,0.466
normalized_best_rp12_37.pdb,,,0.321,0.0,0.0,0.492,,,0.289,0.692,,,2.262,0.0,0.211,0.086,0.128,0.239,0.393,0.367
normalized_best_rp12_43.pdb,,,0.337,0.0,0.0,0.514,,,0.238,0.676,,,2.878,0.0,0.165,0.068,0.12,0.188,0.282,0.433
normalized_best_rp12_33.pdb,,,0.301,0.0,0.0,0.466,,,0.317,0.696,,,2.464,0.0,0.229,0.094,0.162,0.248,0.41,0.412
normalized_best_rp12_3.pdb,,,0.328,0.0,0.0,0.498,,,0.356,0.72,,,2.551,0.0,0.282,0.086,0.145,0.308,0.59,0.424
normalized_best_rp12_7.pdb,,,0.319,0.0,0.0,0.498,,,0.315,0.728,,,3.646,0.0,0.269,0.103,0.188,0.282,0.504,0.525
normalized_best_rp12_20.pdb,,,0.344,0.0,0.0,0.537,,,0.344,0.742,,,3.612,0.0,0.288,0.094,0.197,0.376,0.487,0.542
normalized_best_rp12_24.pdb,,,0.316,0.0,0.0,0.489,,,0.223,0.723,,,2.732,0.0,0.175,0.077,0.145,0.188,0.291,0.45
normalized_best_rp12_25.pdb,,,0.318,0.0,0.0,0.49,,,0.294,0.697,,,2.445,0.0,0.239,0.086,0.162,0.282,0.427,0.414
normalized_best_rp12_38.pdb,,,0.368,0.0,0.0,0.543,,,0.28,0.728,,,2.973,0.0,0.276,0.128,0.231,0.299,0.444,0.536
normalized_best_rp12_29.pdb,,,0.341,0.0,0.0,0.527,,,0.26,0.669,,,2.96,0.0,0.167,0.077,0.111,0.171,0.308,0.415
normalized_best_rp12_48.pdb,,,0.297,0.0,0.0,0.456,,,0.317,0.704,,,2.47,0.0,0.246,0.094,0.145,0.274,0.47,0.412
normalized_best_rp12_1.pdb,,,0.286,0.0,0.0,0.451,,,0.332,0.697,,,2.507,0.0,0.203,0.103,0.145,0.205,0.359,0.45
normalized_best_rp12_41.pdb,,,0.342,0.0,0.0,0.532,,,0.361,0.741,,,3.692,0.0,0.291,0.094,0.188,0.376,0.504,0.533
normalized_best_rp12_45.pdb,,,0.393,0.0,0.0,0.596,,,0.318,0.715,,,3.267,0.0,0.299,0.111,0.188,0.41,0.487,0.485
normalized_best_rp12_31.pdb,,,0.347,0.0,0.0,0.522,,,0.336,0.748,,,2.932,0.0,0.252,0.094,0.145,0.274,0.496,0.554
normalized_best_rp12_2.pdb,,,0.277,0.0,0.0,0.429,,,0.387,0.703,,,2.624,0.0,0.261,0.103,0.154,0.274,0.513,0.38
normalized_best_rp12_8.pdb,,,0.336,0.0,0.0,0.506,,,0.219,0.612,,,1.892,0.0,0.158,0.094,0.137,0.179,0.222,0.296
normalized_best_rp12_39.pdb,,,0.33,0.0,0.0,0.511,,,0.342,0.714,,,2.441,0.0,0.229,0.094,0.154,0.239,0.427,0.469
normalized_best_rp12_46.pdb,,,0.364,0.0,0.0,0.552,,,0.302,0.725,,,3.155,0.0,0.239,0.103,0.154,0.274,0.427,0.526
normalized_best_rp12_47.pdb,,,0.361,0.0,0.0,0.539,,,0.247,0.708,,,2.872,0.0,0.19,0.068,0.128,0.205,0.359,0.418
normalized_best_rp12_26.pdb,,,0.314,0.0,0.0,0.493,,,0.214,0.675,,,2.962,0.0,0.165,0.077,0.111,0.171,0.299,0.382
normalized_best_rp12_17.pdb,,,0.393,0.0,0.0,0.573,,,0.354,0.752,,,3.153,0.0,0.282,0.094,0.214,0.291,0.53,0.551
normalized_best_rp12_22.pdb,,,0.34,0.0,0.0,0.524,,,0.244,0.695,,,3.035,0.0,0.171,0.068,0.111,0.179,0.325,0.379
normalized_best_rp12_50.pdb,,,0.362,0.0,0.0,0.555,,,0.245,0.731,,,3.812,0.0,0.209,0.128,0.171,0.231,0.308,0.502
normalized_best_rp12_5.pdb,,,0.307,0.0,0.0,0.482,,,0.226,0.678,,,2.437,0.0,0.173,0.086,0.145,0.188,0.274,0.425
normalized_best_rp12_19.pdb,,,0.336,0.0,0.0,0.519,,,0.241,0.69,,,2.915,0.0,0.194,0.077,0.162,0.214,0.325,0.404
normalized_best_rp12_32.pdb,,,0.381,0.0,0.0,0.559,,,0.203,0.697,,,2.89,0.0,0.199,0.094,0.179,0.239,0.282,0.486
normalized_best_rp12_42.pdb,,,0.332,0.0,0.0,0.515,,,0.346,0.712,,,3.864,0.0,0.246,0.094,0.162,0.256,0.47,0.491
normalized_best_rp12_11.pdb,,,0.347,0.024,0.0,0.519,,,0.338,0.718,,,3.007,0.0,0.269,0.12,0.179,0.291,0.487,0.537
normalized_best_rp12_51.pdb,,,0.326,0.0,0.0,0.507,,,0.183,0.663,,,3.002,0.0,0.145,0.077,0.111,0.171,0.222,0.349
