,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp17_94.pdb,,,0.504,0.477,,0.558,,,0.226,0.659,,,1.265,0.0,0.297,0.155,0.224,0.345,0.466,0.407
normalized_best_rp17_87.pdb,,,0.55,0.488,0.0,0.628,,,0.275,0.659,,,1.211,0.0,0.332,0.155,0.241,0.414,0.517,0.413
normalized_best_rp17_83.pdb,,,0.389,0.38,0.0,0.435,,,0.178,0.636,,,0.954,0.0,0.237,0.121,0.19,0.241,0.397,0.305
normalized_best_rp17_30.pdb,,,0.442,0.41,0.0,0.507,,,0.174,0.616,,,0.865,0.0,0.254,0.121,0.19,0.259,0.448,0.339
normalized_best_rp17_22.pdb,,,0.5,0.456,,0.565,,,0.263,0.677,,,1.582,0.0,0.332,0.19,0.293,0.379,0.466,0.443
normalized_best_rp17_51.pdb,,,0.389,0.231,0.0,0.513,,,0.223,0.659,,,0.776,0.0,0.267,0.103,0.19,0.328,0.448,0.391
normalized_best_rp17_4.pdb,,,0.434,0.325,0.0,0.539,,,0.19,0.593,,,0.892,0.0,0.246,0.155,0.207,0.259,0.362,0.325
normalized_best_rp17_13.pdb,,,0.341,0.0,0.0,0.53,,,0.162,0.562,,,0.822,0.0,0.228,0.103,0.172,0.293,0.345,0.253
normalized_best_rp17_66.pdb,,,0.481,0.45,0.0,0.557,,,0.219,0.657,,,1.425,0.0,0.272,0.138,0.259,0.293,0.397,0.424
normalized_best_rp17_53.pdb,,,0.405,0.28,0.0,0.521,,,0.2,0.576,,,0.928,0.0,0.263,0.19,0.207,0.31,0.345,0.193
normalized_best_rp17_67.pdb,,,0.55,0.477,0.0,0.641,,,0.248,0.684,,,1.253,0.0,0.349,0.138,0.241,0.397,0.621,0.017
normalized_best_rp17_71.pdb,,,0.474,0.439,0.0,0.548,,,0.248,0.677,,,1.524,0.0,0.366,0.207,0.328,0.414,0.517,0.471
normalized_best_rp17_75.pdb,,,0.438,0.238,0.0,0.582,,,0.22,0.568,,,1.264,0.0,0.215,0.121,0.19,0.259,0.293,0.007
normalized_best_rp17_89.pdb,,,0.395,0.224,,0.513,,,0.198,0.625,,,1.24,0.0,0.233,0.138,0.19,0.259,0.345,0.339
normalized_best_rp17_55.pdb,,,0.479,0.488,0.0,0.553,,,0.264,0.649,,,1.343,0.0,0.31,0.172,0.259,0.362,0.448,0.016
normalized_best_rp17_1.pdb,,,0.426,0.28,0.0,0.537,,,0.211,0.558,,,0.894,0.0,0.241,0.138,0.19,0.276,0.362,0.306
normalized_best_rp17_59.pdb,,,0.505,0.4,0.0,0.608,,,0.194,0.643,,,0.911,0.0,0.272,0.121,0.207,0.293,0.466,0.351
normalized_best_rp17_104.pdb,,,0.414,0.28,0.0,0.519,,,0.216,0.574,,,0.939,0.0,0.259,0.138,0.207,0.293,0.397,0.317
normalized_best_rp17_2.pdb,,,0.454,0.39,0.0,0.541,,,0.202,0.653,,,1.319,0.0,0.289,0.138,0.207,0.31,0.5,0.017
normalized_best_rp17_17.pdb,,,0.493,0.271,,0.629,,,0.184,0.597,,,1.031,0.0,0.203,0.121,0.172,0.241,0.276,0.317
normalized_best_rp17_37.pdb,,,0.532,0.55,0.0,0.615,,,0.291,0.649,,,1.234,0.0,0.332,0.19,0.31,0.379,0.448,0.01
normalized_best_rp17_54.pdb,,,0.429,0.439,0.0,0.469,,,0.267,0.614,,,1.004,0.0,0.272,0.138,0.19,0.259,0.5,0.329
normalized_best_rp17_27.pdb,,,0.519,0.524,0.0,0.572,,,0.384,0.707,,,1.614,0.0,0.496,0.207,0.397,0.586,0.793,0.529
normalized_best_rp17_99.pdb,,,0.525,0.411,0.0,0.641,,,0.305,0.648,,,1.371,0.0,0.353,0.172,0.276,0.379,0.586,0.039
normalized_best_rp17_79.pdb,,,0.519,0.477,0.0,0.602,,,0.301,0.695,,,1.623,0.0,0.418,0.172,0.224,0.466,0.81,0.481
normalized_best_rp17_29.pdb,,,0.478,0.45,0.0,0.539,,,0.213,0.627,,,1.0,0.0,0.224,0.103,0.19,0.241,0.362,0.301
normalized_best_rp17_46.pdb,,,0.42,0.224,0.0,0.562,,,0.273,0.613,,,0.692,0.0,0.297,0.155,0.207,0.31,0.517,0.255
normalized_best_rp17_7.pdb,,,0.183,0.0,0.0,0.287,,,0.139,0.572,,,0.379,0.0,0.198,0.069,0.155,0.224,0.345,0.257
normalized_best_rp17_47.pdb,,,0.454,0.462,,0.489,,,0.241,0.623,,,1.081,0.0,0.284,0.121,0.172,0.31,0.534,0.318
normalized_best_rp17_93.pdb,,,0.403,0.233,0.0,0.53,,,0.195,0.621,,,1.192,0.0,0.224,0.155,0.19,0.241,0.31,0.344
normalized_best_rp17_64.pdb,,,0.525,0.422,0.0,0.625,,,0.235,0.62,,,0.921,0.0,0.28,0.138,0.241,0.31,0.431,0.343
normalized_best_rp17_70.pdb,,,0.522,0.513,0.0,0.586,,,0.307,0.647,,,1.341,0.0,0.349,0.19,0.31,0.397,0.5,0.052
normalized_best_rp17_48.pdb,,,0.501,0.5,0.0,0.55,,,0.215,0.688,,,1.022,0.0,0.272,0.121,0.207,0.31,0.448,0.259
normalized_best_rp17_69.pdb,,,0.374,0.31,0.0,0.451,,,0.176,0.634,,,0.558,0.0,0.267,0.103,0.19,0.328,0.448,0.347
normalized_best_rp17_62.pdb,,,0.508,0.488,0.0,0.572,,,0.245,0.666,,,1.3,0.0,0.319,0.172,0.276,0.345,0.483,0.414
normalized_best_rp17_103.pdb,,,0.507,0.5,0.0,0.57,,,0.29,0.678,,,1.405,0.0,0.328,0.155,0.259,0.362,0.534,0.414
normalized_best_rp17_11.pdb,,,0.43,0.28,0.0,0.537,,,0.152,0.562,,,0.986,0.0,0.207,0.121,0.172,0.241,0.293,0.298
normalized_best_rp17_20.pdb,,,0.435,0.358,0.0,0.518,,,0.225,0.649,,,1.285,0.0,0.306,0.155,0.259,0.345,0.466,0.051
normalized_best_rp17_60.pdb,,,0.458,0.41,0.0,0.524,,,0.294,0.655,,,1.208,0.0,0.336,0.19,0.31,0.397,0.448,0.027
normalized_best_rp17_105.pdb,,,0.404,0.289,0.0,0.495,,,0.184,0.643,,,0.864,0.0,0.267,0.138,0.172,0.328,0.431,0.231
normalized_best_rp17_31.pdb,,,0.425,0.359,,0.497,,,0.179,0.607,,,0.936,0.0,0.246,0.121,0.172,0.241,0.448,0.3
normalized_best_rp17_36.pdb,,,0.398,0.337,0.0,0.469,,,0.23,0.645,,,0.626,0.0,0.284,0.103,0.19,0.362,0.483,0.377
normalized_best_rp17_15.pdb,,,0.486,0.335,0.0,0.6,,,0.25,0.591,,,0.924,0.0,0.302,0.138,0.207,0.362,0.5,0.335
normalized_best_rp17_77.pdb,,,0.466,0.462,,0.506,,,0.246,0.635,,,1.11,0.0,0.297,0.155,0.259,0.345,0.431,0.332
normalized_best_rp17_21.pdb,,,0.518,0.447,,0.596,,,0.291,0.656,,,1.472,0.0,0.319,0.19,0.259,0.362,0.466,0.032
normalized_best_rp17_68.pdb,,,0.459,0.422,0.0,0.548,,,0.228,0.656,,,1.067,0.0,0.267,0.138,0.224,0.31,0.397,0.002
normalized_best_rp17_5.pdb,,,0.306,0.0,0.0,0.482,,,0.188,0.57,,,0.915,0.0,0.207,0.121,0.172,0.224,0.31,0.27
normalized_best_rp17_39.pdb,,,0.42,0.4,,0.469,,,0.206,0.637,,,1.011,0.0,0.237,0.138,0.172,0.241,0.397,0.321
normalized_best_rp17_25.pdb,,,0.333,0.27,0.0,0.406,,,0.177,0.637,,,0.596,0.0,0.233,0.138,0.172,0.241,0.379,0.321
normalized_best_rp17_10.pdb,,,0.351,0.186,0.0,0.472,,,0.186,0.607,,,0.519,0.0,0.215,0.103,0.19,0.241,0.328,0.303
normalized_best_rp17_19.pdb,,,0.567,0.513,,0.643,,,0.332,0.694,,,1.494,0.0,0.409,0.207,0.362,0.483,0.586,0.458
normalized_best_rp17_92.pdb,,,0.515,0.477,0.0,0.585,,,0.286,0.684,,,1.571,0.0,0.384,0.172,0.328,0.414,0.621,0.443
normalized_best_rp17_49.pdb,,,0.384,0.452,0.0,0.406,,,0.217,0.624,,,0.658,0.0,0.276,0.121,0.224,0.328,0.431,0.36
normalized_best_rp17_63.pdb,,,0.512,0.488,0.0,0.591,,,0.337,0.683,,,1.604,0.0,0.392,0.224,0.328,0.448,0.569,0.445
normalized_best_rp17_18.pdb,,,0.35,0.369,0.0,0.381,,,0.139,0.647,,,0.924,0.0,0.228,0.155,0.19,0.259,0.31,0.349
normalized_best_rp17_6.pdb,,,0.443,0.28,0.0,0.553,,,0.233,0.559,,,0.971,0.0,0.25,0.103,0.207,0.328,0.362,0.319
normalized_best_rp17_35.pdb,,,0.474,0.488,,0.507,,,0.193,0.623,,,1.05,0.0,0.254,0.121,0.224,0.276,0.397,0.279
normalized_best_rp17_74.pdb,,,0.505,0.488,0.0,0.581,,,0.322,0.677,,,1.612,0.0,0.362,0.19,0.276,0.379,0.603,0.447
normalized_best_rp17_3.pdb,,,0.511,0.439,0.0,0.615,,,0.287,0.703,,,1.401,0.0,0.362,0.155,0.259,0.345,0.69,0.003
normalized_best_rp17_43.pdb,,,0.488,0.45,,0.552,,,0.233,0.642,,,1.049,0.0,0.263,0.121,0.19,0.276,0.466,0.365
normalized_best_rp17_34.pdb,,,0.322,0.298,0.0,0.398,,,0.212,0.619,,,0.602,0.0,0.272,0.103,0.172,0.345,0.466,0.355
normalized_best_rp17_72.pdb,,,0.38,0.41,0.0,0.414,,,0.2,0.625,,,0.909,0.0,0.237,0.155,0.207,0.241,0.345,0.343
normalized_best_rp17_58.pdb,,,0.531,0.524,0.0,0.585,,,0.346,0.746,,,1.613,0.0,0.474,0.224,0.31,0.569,0.793,0.533
normalized_best_rp17_24.pdb,,,0.504,0.45,0.0,0.592,,,0.258,0.657,,,1.198,0.0,0.336,0.19,0.293,0.379,0.483,0.01
normalized_best_rp17_42.pdb,,,0.323,0.258,0.0,0.391,,,0.153,0.624,,,0.536,0.0,0.237,0.121,0.19,0.259,0.379,0.327
normalized_best_rp17_52.pdb,,,0.536,0.537,0.0,0.636,,,0.346,0.665,,,1.234,0.0,0.366,0.259,0.362,0.397,0.448,0.046
normalized_best_rp17_95.pdb,,,0.311,0.0,0.0,0.494,,,0.168,0.579,,,1.034,0.0,0.207,0.138,0.172,0.224,0.293,0.268
normalized_best_rp17_110.pdb,,,0.435,0.28,0.0,0.554,,,0.212,0.554,,,0.836,0.0,0.263,0.138,0.224,0.31,0.379,0.318
normalized_best_rp17_61.pdb,,,0.444,0.503,0.0,0.459,,,0.246,0.607,,,0.836,0.0,0.276,0.155,0.224,0.328,0.397,0.281
normalized_best_rp17_50.pdb,,,0.462,0.439,0.0,0.525,,,0.222,0.635,,,1.013,0.0,0.276,0.121,0.19,0.276,0.517,0.358
normalized_best_rp17_100.pdb,,,0.486,0.477,0.0,0.541,,,0.264,0.669,,,1.398,0.0,0.315,0.138,0.259,0.379,0.483,0.003
normalized_best_rp17_73.pdb,,,0.425,0.41,0.0,0.475,,,0.234,0.649,,,0.95,0.0,0.241,0.155,0.19,0.259,0.362,0.344
normalized_best_rp17_108.pdb,,,0.388,0.158,0.0,0.525,,,0.178,0.594,,,0.48,0.0,0.185,0.086,0.172,0.207,0.276,0.288
normalized_best_rp17_91.pdb,,,0.5,0.429,0.0,0.58,,,0.259,0.647,,,1.438,0.0,0.332,0.155,0.259,0.414,0.5,0.405
normalized_best_rp17_85.pdb,,,0.333,0.248,0.0,0.402,,,0.174,0.589,,,0.818,0.0,0.233,0.121,0.19,0.241,0.379,0.317
normalized_best_rp17_90.pdb,,,0.409,0.219,,0.548,,,0.187,0.619,,,1.358,0.0,0.228,0.121,0.19,0.259,0.345,0.329
normalized_best_rp17_86.pdb,,,0.56,0.524,0.0,0.668,,,0.311,0.674,,,1.08,0.0,0.392,0.241,0.276,0.431,0.621,0.0
normalized_best_rp17_101.pdb,,,0.485,0.477,0.0,0.554,,,0.182,0.673,,,1.47,0.0,0.224,0.138,0.172,0.259,0.328,0.402
normalized_best_rp17_45.pdb,,,0.404,0.289,0.0,0.495,,,0.184,0.643,,,0.864,0.0,0.267,0.138,0.172,0.328,0.431,0.231
normalized_best_rp17_14.pdb,,,0.536,0.513,0.0,0.612,,,0.43,0.723,,,1.31,0.0,0.56,0.207,0.379,0.672,0.983,0.008
normalized_best_rp17_82.pdb,,,0.537,0.38,0.0,0.673,,,0.183,0.619,,,0.926,0.0,0.254,0.138,0.19,0.31,0.379,0.354
normalized_best_rp17_88.pdb,,,0.197,0.0,0.0,0.312,,,0.2,0.562,,,0.447,0.0,0.194,0.086,0.155,0.224,0.31,0.26
normalized_best_rp17_107.pdb,,,0.322,0.0,0.0,0.522,,,0.169,0.596,,,0.618,0.0,0.207,0.086,0.155,0.241,0.345,0.313
normalized_best_rp17_81.pdb,,,0.587,0.41,,0.714,,,0.182,0.636,,,0.996,0.0,0.254,0.138,0.19,0.293,0.397,0.358
normalized_best_rp17_57.pdb,,,0.466,0.439,,0.525,,,0.214,0.627,,,1.078,0.0,0.246,0.103,0.207,0.259,0.414,0.356
normalized_best_rp17_38.pdb,,,0.408,0.4,,0.449,,,0.204,0.596,,,0.944,0.0,0.25,0.138,0.172,0.241,0.448,0.298
normalized_best_rp17_8.pdb,,,0.5,0.42,0.0,0.602,,,0.218,0.646,,,1.347,0.0,0.319,0.138,0.241,0.362,0.534,0.044
normalized_best_rp17_28.pdb,,,0.404,0.4,0.0,0.449,,,0.201,0.605,,,0.94,0.0,0.246,0.121,0.172,0.241,0.448,0.343
normalized_best_rp17_9.pdb,,,0.49,0.456,0.0,0.552,,,0.248,0.654,,,1.339,0.0,0.31,0.172,0.224,0.362,0.483,0.008
normalized_best_rp17_106.pdb,,,0.5,0.456,,0.565,,,0.263,0.677,,,1.582,0.0,0.332,0.19,0.293,0.379,0.466,0.443
normalized_best_rp17_96.pdb,,,0.405,0.28,0.0,0.521,,,0.2,0.576,,,0.928,0.0,0.263,0.19,0.207,0.31,0.345,0.193
normalized_best_rp17_109.pdb,,,0.501,0.5,0.0,0.55,,,0.215,0.688,,,1.022,0.0,0.272,0.121,0.207,0.31,0.448,0.259
normalized_best_rp17_76.pdb,,,0.379,0.298,,0.443,,,0.22,0.617,,,0.523,0.0,0.263,0.121,0.207,0.31,0.414,0.335
normalized_best_rp17_40.pdb,,,0.337,0.337,0.0,0.384,,,0.208,0.671,,,0.584,0.0,0.272,0.121,0.19,0.328,0.448,0.366
normalized_best_rp17_23.pdb,,,0.485,0.488,0.0,0.543,,,0.273,0.69,,,1.603,0.0,0.345,0.155,0.241,0.431,0.552,0.458
normalized_best_rp17_78.pdb,,,0.418,0.39,0.0,0.536,,,0.215,0.635,,,1.062,0.0,0.358,0.207,0.241,0.362,0.621,0.002
normalized_best_rp17_33.pdb,,,0.525,0.537,0.0,0.586,,,0.291,0.645,,,1.338,0.0,0.358,0.224,0.31,0.414,0.483,0.016
normalized_best_rp17_102.pdb,,,0.37,0.224,,0.482,,,0.177,0.621,,,1.178,0.0,0.224,0.155,0.207,0.241,0.293,0.325
normalized_best_rp17_32.pdb,,,0.555,0.488,0.0,0.645,,,0.358,0.665,,,1.605,0.0,0.388,0.155,0.276,0.448,0.672,0.458
normalized_best_rp17_56.pdb,,,0.433,0.418,,0.475,,,0.265,0.639,,,0.789,0.0,0.315,0.138,0.276,0.362,0.483,0.39
normalized_best_rp17_80.pdb,,,0.35,0.299,0.0,0.411,,,0.191,0.582,,,0.843,0.0,0.233,0.103,0.19,0.276,0.362,0.318
normalized_best_rp17_97.pdb,,,0.508,0.488,0.0,0.572,,,0.245,0.666,,,1.3,0.0,0.319,0.172,0.276,0.345,0.483,0.414
normalized_best_rp17_41.pdb,,,0.493,0.537,0.0,0.553,,,0.254,0.649,,,1.311,0.0,0.302,0.138,0.241,0.397,0.431,0.004
normalized_best_rp17_16.pdb,,,0.526,0.456,0.0,0.617,,,0.253,0.693,,,1.591,0.0,0.328,0.155,0.207,0.397,0.552,0.414
normalized_best_rp17_65.pdb,,,0.474,0.369,0.0,0.573,,,0.176,0.608,,,0.838,0.0,0.207,0.103,0.138,0.241,0.345,0.304
normalized_best_rp17_84.pdb,,,0.485,0.477,0.0,0.557,,,0.267,0.688,,,1.604,0.0,0.336,0.138,0.259,0.431,0.517,0.428
normalized_best_rp17_98.pdb,,,0.368,0.238,0.0,0.466,,,0.16,0.61,,,1.102,0.0,0.241,0.155,0.19,0.259,0.362,0.346
normalized_best_rp17_26.pdb,,,0.302,0.0,0.0,0.476,,,0.212,0.567,,,1.338,0.0,0.246,0.121,0.19,0.31,0.362,0.03
normalized_best_rp17_44.pdb,,,0.5,0.45,0.0,0.619,,,0.287,0.641,,,1.157,0.0,0.336,0.138,0.293,0.397,0.517,0.009
