,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp09_10.pdb,8.926,0.0,0.687,0.867,0.0,0.69,12.991,23.92,0.313,0.645,0.925,1.676,1.127,0.0,0.359,0.127,0.225,0.422,0.662,0.449
normalized_best_rp09_22.pdb,8.936,0.0,0.702,0.85,0.455,0.698,12.731,19.26,0.441,0.728,0.943,1.355,1.572,0.0,0.496,0.31,0.394,0.535,0.747,0.585
normalized_best_rp09_2.pdb,8.978,5.551115123125783e-17,0.629,0.867,,0.591,14.281,23.5,0.299,0.643,0.931,1.69,1.102,0.0,0.335,0.113,0.197,0.352,0.676,0.417
normalized_best_rp09_26.pdb,9.496,3.3306690738754696e-16,0.728,0.83,0.585,0.723,13.038,17.15,0.465,0.779,0.995,1.242,1.579,0.0,0.511,0.31,0.408,0.578,0.747,0.603
normalized_best_rp09_18.pdb,9.585,4.996003610813204e-16,0.69,0.923,,0.663,13.895,25.08,0.334,0.665,0.977,1.543,0.939,0.0,0.359,0.113,0.211,0.451,0.662,0.402
normalized_best_rp09_6.pdb,9.591,4.996003610813204e-16,0.572,0.867,0.0,0.507,16.772,23.59,0.294,0.657,1.006,1.747,1.191,0.0,0.335,0.113,0.197,0.394,0.634,0.448
normalized_best_rp09_11.pdb,9.785,1.1657341758564144e-15,0.683,0.793,0.477,0.68,14.336,18.3,0.422,0.726,1.001,1.433,1.547,0.0,0.496,0.31,0.408,0.578,0.69,0.586
normalized_best_rp09_3.pdb,9.788,1.1657341758564144e-15,0.623,0.867,0.0,0.604,15.7,23.65,0.287,0.661,1.024,1.748,1.29,0.0,0.31,0.113,0.197,0.352,0.578,0.443
normalized_best_rp09_13.pdb,9.817,1.3322676295501878e-15,0.641,0.85,0.0,0.625,15.323,23.09,0.284,0.667,0.994,1.683,1.146,0.0,0.335,0.127,0.197,0.394,0.62,0.44
normalized_best_rp09_24.pdb,9.909,1.9984014443252818e-15,0.72,0.858,0.0,0.745,13.755,24.63,0.264,0.639,1.013,1.695,1.243,0.0,0.32,0.127,0.183,0.352,0.62,0.427
normalized_best_rp09_12.pdb,10.521,2.892130979148533e-14,0.727,0.872,0.603,0.698,14.479,20.45,0.426,0.722,1.122,1.336,1.526,0.0,0.489,0.31,0.394,0.535,0.718,0.575
normalized_simrna_rp09.pdb,11.093,3.110289803487376e-13,0.616,0.763,,0.618,17.998,23.86,0.297,0.649,1.198,1.714,1.811,0.0,0.306,0.211,0.225,0.31,0.479,0.043
normalized_best_rp09_27.pdb,11.106,3.2779334802057747e-13,0.644,0.805,0.0,0.657,17.235,23.94,0.295,0.649,1.153,1.713,1.267,0.0,0.349,0.141,0.211,0.437,0.606,0.419
normalized_best_rp09_34.pdb,11.138,3.7347902548390266e-13,0.608,0.9,0.0,0.557,18.324,24.11,0.299,0.64,1.161,1.681,1.081,0.0,0.338,0.127,0.211,0.366,0.648,0.421
normalized_trrosettarna_rp09_4.pdb,11.515,1.6923684675873574e-12,0.34,0.158,0.0,0.481,33.825,60.75,0.192,0.753,1.297,1.947,0.365,0.0,0.239,0.085,0.169,0.282,0.422,0.505
normalized_trrosettarna_rp09_5.pdb,11.589,2.2625235018836065e-12,0.368,0.0,0.0,0.528,31.462,56.71,0.181,0.74,1.31,1.968,0.32,0.0,0.25,0.127,0.183,0.268,0.422,0.497
normalized_best_rp09_17.pdb,12.068,1.4285017613246964e-11,0.611,0.923,0.0,0.571,19.749,23.46,0.288,0.65,1.249,1.703,1.165,0.0,0.328,0.099,0.225,0.394,0.592,0.461
normalized_3drna_rp09_4.pdb,15.514,1.0734844206328198e-06,0.602,0.821,0.0,0.586,25.76,42.84,0.198,0.584,1.609,1.678,1.314,0.0,0.232,0.141,0.183,0.254,0.352,0.374
normalized_eprna_rp09.pdb,15.597,1.3458588865034038e-06,0.0,0.0,0.0,,inf,87.67,0.166,0.467,1.534,2.319,0.075,0.0,0.19,0.056,0.113,0.183,0.408,0.0
normalized_3drna_rp09_1.pdb,17.098,5.681922849254395e-05,0.612,0.791,,0.604,27.951,36.59,0.189,0.59,1.769,1.739,1.287,0.0,0.222,0.155,0.183,0.254,0.296,0.38
normalized_3drna_rp09.pdb,18.697,0.0014835362216704118,0.631,0.76,,0.642,29.619,30.78,0.209,0.632,1.945,1.714,1.584,0.0,0.264,0.155,0.197,0.282,0.422,0.432
normalized_best_rp09_31.pdb,19.345,0.004515558641882023,0.501,0.746,,0.442,38.58,26.23,0.192,0.59,1.999,1.775,1.031,0.0,0.218,0.099,0.155,0.268,0.352,0.341
normalized_3drna_rp09_2.pdb,19.747,0.008472200589320023,0.581,0.821,,0.546,34.007,38.73,0.196,0.582,2.022,1.68,1.292,0.0,0.25,0.141,0.183,0.268,0.408,0.367
normalized_best_rp09_29.pdb,20.16,0.015446100981140576,0.535,0.763,,0.489,37.69,29.12,0.179,0.589,2.056,1.707,1.078,0.0,0.215,0.127,0.183,0.239,0.31,0.353
normalized_mcsym_rp09_1.pdb,20.764,0.03418216852383049,0.611,0.746,0.0,0.63,33.999,37.3,0.221,0.621,2.194,1.789,1.613,0.0,0.239,0.127,0.211,0.268,0.352,0.009
normalized_3drna_rp09_5.pdb,21.006,0.04568947740618323,0.603,0.738,0.0,0.617,34.865,37.09,0.218,0.589,2.163,1.751,1.17,0.0,0.222,0.169,0.183,0.225,0.31,0.385
normalized_vfold_rp09.pdb,22.217,0.1548915636898286,0.627,0.776,,0.632,35.405,20.51,0.207,0.642,2.343,1.651,1.587,0.0,0.25,0.155,0.197,0.282,0.366,0.19
normalized_best_rp09_20.pdb,22.352,0.1734951743884412,0.531,0.776,,0.477,42.093,27.05,0.21,0.57,2.281,1.78,1.181,0.0,0.208,0.099,0.141,0.225,0.366,0.328
normalized_mcsym_rp09_2.pdb,24.385,0.5748843118161777,0.639,0.776,0.0,0.655,38.143,37.35,0.208,0.614,2.486,1.742,1.775,0.0,0.243,0.155,0.211,0.268,0.338,0.006
normalized_3drna_rp09_3.pdb,24.507,0.6012750722213029,0.563,0.759,0.0,0.554,43.513,40.03,0.215,0.561,2.521,1.736,1.258,0.0,0.232,0.141,0.169,0.211,0.408,0.342
normalized_rnajp_rp09.pdb,24.838,0.6703122539559598,0.625,0.76,,0.635,39.739,22.42,0.228,0.603,2.556,1.737,1.914,0.0,0.239,0.141,0.211,0.268,0.338,0.08
normalized_rnacomposer_rp09.pdb,25.096,0.7203800073436784,0.561,0.763,0.0,0.548,44.747,27.02,0.187,0.588,2.591,1.707,1.168,0.0,0.204,0.113,0.155,0.239,0.31,0.369
normalized_isrna_rp09.pdb,25.242,0.7469485191657914,0.623,0.8,0.0,0.626,40.497,23.93,0.23,0.621,2.618,1.647,1.512,0.0,0.236,0.127,0.169,0.239,0.408,0.388
normalized_best_rp09_23.pdb,25.428,0.7789216790693797,0.572,0.781,,0.542,44.434,26.05,0.234,0.586,2.611,1.711,1.02,0.0,0.222,0.113,0.155,0.239,0.38,0.351
normalized_mcsym_rp09_3.pdb,25.863,0.8437153550504969,0.588,0.76,0.0,0.589,43.954,36.09,0.246,0.597,2.684,1.785,1.586,0.0,0.232,0.127,0.197,0.254,0.352,0.005
normalized_ifoldrna_rp09_5.pdb,25.879,0.8458843811448071,0.107,0.0,0.0,0.178,241.382,31.96,0.138,0.495,2.655,2.252,0.277,0.0,0.144,0.099,0.113,0.169,0.197,0.007
normalized_vfoldpipeline_rp09.pdb,26.629,0.924451005533208,0.597,0.763,0.0,0.604,44.636,19.74,0.198,0.593,2.756,1.737,1.594,0.0,0.257,0.155,0.197,0.254,0.422,0.401
normalized_ifoldrna_rp09_1.pdb,26.743,0.9330557197914897,0.124,,0.0,0.178,216.022,33.0,0.12,0.483,2.746,2.156,0.149,0.0,0.12,0.07,0.099,0.127,0.183,0.006
normalized_ifoldrna_rp09_3.pdb,32.899,0.9999995646156334,0.031,,0.0,0.06,1062.988,30.52,0.093,0.509,3.309,2.145,0.105,0.0,0.13,0.056,0.113,0.141,0.211,0.002
normalized_ifoldrna_rp09_2.pdb,33.291,0.9999998601039641,0.083,0.0,0.0,0.152,400.872,30.76,0.144,0.47,3.371,2.374,0.21,0.0,0.13,0.07,0.113,0.141,0.197,0.015
normalized_ifoldrna_rp09_4.pdb,45.67,1.0,0.115,0.0,0.0,0.178,398.468,30.89,0.126,0.515,4.593,2.162,0.149,0.0,0.123,0.07,0.085,0.127,0.211,0.004
