,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_rp23_31.pdb,8.291,3.6676726755890954e-05,0.549,0.866,0.286,0.612,15.089,33.35,0.357,0.612,0.836,1.89,0.699,0.0,0.54,0.351,0.46,0.595,0.757,0.352
normalized_best_rp23_29.pdb,9.792,0.0008695656831710363,0.638,0.866,0.414,0.707,15.337,31.49,0.296,0.626,1.033,1.782,0.821,0.0,0.399,0.27,0.351,0.432,0.54,0.347
normalized_3drna_rp23_4.pdb,10.338,0.0023418776347369774,0.458,0.802,0.0,0.49,22.59,42.69,0.22,0.514,1.003,2.127,0.426,0.0,0.365,0.189,0.297,0.432,0.54,0.336
normalized_mcsym_rp23_2.pdb,10.389,0.002560531747249406,0.522,0.639,0.0,0.634,19.913,37.55,0.284,0.525,1.066,2.121,0.852,0.0,0.446,0.27,0.432,0.486,0.595,0.009
normalized_mcsym_rp23_1.pdb,10.634,0.0038683889012856576,0.507,0.707,0.0,0.596,20.992,41.48,0.288,0.534,1.054,2.079,0.635,0.0,0.453,0.324,0.432,0.486,0.568,0.007
normalized_best_rp23_19.pdb,10.648,0.003954983750380225,0.565,0.75,0.445,0.561,18.857,43.44,0.163,0.564,1.105,1.855,0.488,0.0,0.311,0.135,0.27,0.351,0.486,0.023
normalized_best_rp23_20.pdb,10.717,0.004432987090979057,0.431,0.612,0.0,0.5,24.893,38.83,0.233,0.527,1.123,2.065,0.546,0.0,0.439,0.243,0.351,0.513,0.649,0.391
normalized_best_rp23_4.pdb,10.794,0.005015133784759984,0.511,0.802,0.322,0.52,21.113,32.75,0.279,0.609,1.207,1.876,0.769,0.0,0.385,0.297,0.351,0.405,0.486,0.404
normalized_best_rp23_22.pdb,10.854,0.005519529011698221,0.449,0.567,,0.531,24.195,44.85,0.262,0.523,1.139,2.087,0.489,0.0,0.46,0.243,0.405,0.54,0.649,0.39
normalized_best_rp23_21.pdb,10.869,0.005658616875248712,0.474,0.64,0.0,0.566,22.954,40.66,0.314,0.534,1.142,2.053,0.506,0.0,0.493,0.378,0.405,0.54,0.649,0.397
normalized_best_rp23_12.pdb,11.035,0.007334419632389733,0.489,0.567,,0.596,22.567,31.67,0.272,0.511,1.102,2.175,0.666,0.0,0.412,0.243,0.351,0.46,0.595,0.018
normalized_best_rp23_18.pdb,11.085,0.007913975256056638,0.491,0.661,0.0,0.57,22.59,28.49,0.237,0.513,1.143,2.145,0.711,0.0,0.412,0.216,0.351,0.486,0.595,0.017
normalized_3drna_rp23_1.pdb,11.202,0.009442841404628644,0.549,0.866,,0.593,20.39,33.82,0.263,0.525,1.044,1.891,0.469,0.0,0.405,0.216,0.351,0.486,0.568,0.355
normalized_best_rp23_13.pdb,11.374,0.012152013021985264,0.583,0.866,0.356,0.612,19.523,35.29,0.302,0.606,1.153,1.792,0.351,0.0,0.412,0.324,0.378,0.432,0.513,0.399
normalized_best_rp23_26.pdb,11.415,0.012892023029834221,0.495,0.75,0.338,0.493,23.077,31.65,0.269,0.578,1.172,2.003,0.682,0.0,0.432,0.297,0.378,0.432,0.622,0.376
normalized_best_rp23_11.pdb,11.442,0.013392104924153714,0.463,0.75,0.445,0.34,24.731,42.51,0.155,0.552,1.167,1.885,0.369,0.0,0.284,0.162,0.216,0.324,0.432,0.008
normalized_3drna_rp23_5.pdb,11.457,0.0136903819265084,0.492,0.866,0.0,0.527,23.292,41.43,0.225,0.509,1.16,2.042,0.396,0.0,0.405,0.189,0.324,0.46,0.649,0.349
normalized_best_rp23_8.pdb,11.481,0.014149608564527572,0.5,0.661,0.0,0.587,22.961,29.74,0.245,0.511,1.162,2.146,0.701,0.0,0.412,0.27,0.378,0.432,0.568,0.016
normalized_mcsym_rp23_5.pdb,11.483,0.014204128645546432,0.49,0.64,0.0,0.579,23.456,44.35,0.237,0.514,1.167,2.126,0.7,0.0,0.412,0.243,0.351,0.486,0.568,0.002
normalized_best_rp23_17.pdb,11.539,0.015368684967654589,0.556,0.866,0.378,0.545,20.75,34.23,0.264,0.599,1.168,1.764,0.406,0.0,0.399,0.297,0.351,0.432,0.513,0.395
normalized_trrosettarna_rp23_4.pdb,11.591,0.01651434769116278,0.322,,0.0,0.527,36.026,60.25,0.135,0.705,1.32,2.096,0.156,0.0,0.297,0.135,0.216,0.351,0.486,0.521
normalized_trrosettarna_rp23_5.pdb,11.614,0.017050774047524697,0.324,0.0,0.0,0.58,35.805,61.9,0.141,0.695,1.298,2.05,0.169,0.0,0.29,0.135,0.216,0.324,0.486,0.504
normalized_mcsym_rp23_3.pdb,11.624,0.017276563188244554,0.484,0.746,,0.522,24.038,42.51,0.191,0.519,1.191,2.151,0.723,0.0,0.365,0.162,0.297,0.432,0.568,0.002
normalized_3drna_rp23_3.pdb,11.63,0.01743422139624823,0.482,0.866,0.0,0.51,24.152,50.44,0.237,0.518,1.158,2.004,0.383,0.0,0.405,0.189,0.351,0.486,0.595,0.346
normalized_best_rp23_7.pdb,11.636,0.017574462510759947,0.517,0.588,,0.634,22.501,30.71,0.212,0.52,1.223,2.215,0.727,0.0,0.446,0.243,0.378,0.513,0.649,0.031
normalized_best_rp23_14.pdb,11.735,0.02008916833256058,0.457,0.612,0.0,0.533,25.705,30.64,0.224,0.519,1.21,2.195,0.785,0.0,0.426,0.189,0.405,0.513,0.595,0.02
normalized_best_rp23_16.pdb,11.776,0.02123926805636056,0.482,0.791,0.378,0.436,24.413,32.09,0.222,0.594,1.206,1.787,0.372,0.0,0.378,0.243,0.351,0.405,0.513,0.384
normalized_mcsym_rp23_4.pdb,11.835,0.022959170391236405,0.466,0.612,0.0,0.55,25.384,44.66,0.252,0.508,1.19,2.148,0.626,0.0,0.419,0.243,0.351,0.486,0.595,0.03
normalized_rnajp_rp23.pdb,11.862,0.02379241107416613,0.5,0.639,0.0,0.604,23.704,28.76,0.265,0.515,1.205,2.047,0.808,0.0,0.466,0.27,0.46,0.54,0.595,0.068
normalized_vfold_rp23.pdb,11.887,0.02457379242537666,0.446,0.802,0.0,0.456,26.663,37.67,0.237,0.514,1.16,1.984,0.412,0.0,0.432,0.243,0.405,0.486,0.595,0.019
normalized_best_rp23_1.pdb,11.89,0.02468282877272515,0.556,0.866,0.567,0.484,21.398,37.41,0.267,0.579,1.265,1.859,0.731,0.0,0.392,0.297,0.351,0.432,0.486,0.32
normalized_best_rp23_6.pdb,11.952,0.026733055324629496,0.034,,,0.047,353.349,59.98,0.218,0.543,1.286,2.516,0.249,0.0,0.318,0.216,0.297,0.324,0.432,0.0
normalized_best_rp23_3.pdb,12.155,0.034500481782088865,0.031,,0.0,0.046,386.678,57.1,0.178,0.525,1.322,2.537,0.246,0.0,0.304,0.189,0.297,0.324,0.405,0.0
normalized_best_rp23_5.pdb,12.175,0.03534163786330824,0.07,,,0.096,175.164,62.99,0.226,0.521,1.317,2.531,0.253,0.0,0.311,0.189,0.297,0.324,0.432,0.0
normalized_best_rp23_32.pdb,12.181,0.0356297656399181,0.593,0.866,0.483,0.579,20.527,32.19,0.3,0.583,1.314,1.798,0.722,0.0,0.399,0.324,0.351,0.405,0.513,0.387
normalized_best_rp23_35.pdb,12.19,0.03600991292858019,0.565,0.866,0.338,0.596,21.567,32.84,0.284,0.624,1.292,1.775,0.716,0.0,0.446,0.297,0.324,0.432,0.73,0.393
normalized_best_rp23_2.pdb,12.38,0.045163965864061795,0.506,0.802,0.309,0.52,24.489,37.8,0.275,0.581,1.348,1.892,0.701,0.0,0.372,0.324,0.324,0.378,0.46,0.36
normalized_best_rp23_23.pdb,12.458,0.049455521104635136,0.385,0.866,0.0,0.459,32.359,55.0,0.16,0.533,1.317,1.986,0.435,0.0,0.297,0.162,0.243,0.351,0.432,0.347
normalized_best_rp23_27.pdb,12.568,0.056047129024801134,0.575,0.866,0.429,0.579,21.873,31.24,0.27,0.591,1.302,1.834,0.751,0.0,0.392,0.297,0.351,0.405,0.513,0.343
normalized_3drna_rp23_2.pdb,12.617,0.05916963993190949,0.498,0.707,0.0,0.572,25.313,45.18,0.239,0.526,1.353,1.933,0.451,0.0,0.405,0.243,0.405,0.46,0.513,0.381
normalized_best_rp23_28.pdb,12.805,0.07251736576705875,0.622,0.935,0.356,0.653,20.596,31.27,0.27,0.596,1.369,1.7,0.775,0.0,0.399,0.27,0.378,0.46,0.486,0.352
normalized_best_rp23_9.pdb,12.923,0.08194995843093339,0.53,0.866,0.378,0.495,24.399,31.91,0.208,0.583,1.309,1.753,0.49,0.0,0.331,0.189,0.27,0.378,0.486,0.382
normalized_best_rp23_15.pdb,12.989,0.08772366213456528,0.585,0.802,0.546,0.527,22.199,35.39,0.192,0.577,1.303,1.881,0.424,0.0,0.284,0.135,0.243,0.324,0.432,0.051
normalized_best_rp23_30.pdb,13.08,0.0960051178746652,0.565,0.75,0.356,0.609,23.142,39.78,0.238,0.576,1.447,1.729,0.601,0.0,0.358,0.27,0.297,0.378,0.486,0.327
normalized_best_rp23_34.pdb,13.211,0.10899114423266143,0.558,0.75,0.338,0.609,23.696,41.21,0.23,0.566,1.46,1.758,0.59,0.0,0.358,0.27,0.297,0.378,0.486,0.352
normalized_isrna_rp23.pdb,13.332,0.1220810246458428,0.565,0.866,,0.634,23.588,27.27,0.229,0.501,1.385,1.803,0.49,0.0,0.358,0.189,0.351,0.405,0.486,0.339
normalized_best_rp23_10.pdb,13.364,0.1257213573782674,0.538,0.866,0.404,0.495,24.822,31.87,0.247,0.587,1.393,1.783,0.466,0.0,0.318,0.189,0.27,0.351,0.46,0.386
normalized_best_rp23_33.pdb,14.242,0.2550216911997476,0.511,0.866,0.309,0.53,27.847,36.65,0.172,0.569,1.562,1.73,0.505,0.0,0.351,0.189,0.297,0.405,0.513,0.298
normalized_eprna_rp23.pdb,14.745,0.35218153901980404,0.0,,0.0,0.0,inf,89.09,0.085,0.394,1.449,2.156,0.013,0.0,0.23,0.081,0.135,0.27,0.432,0.0
normalized_rnacomposer_rp23.pdb,14.801,0.3636672337105445,0.511,0.866,,0.535,28.978,28.35,0.263,0.488,1.526,1.867,0.412,0.0,0.392,0.297,0.351,0.432,0.486,0.329
normalized_best_rp23_25.pdb,17.214,0.8394336883463798,0.278,0.0,0.0,0.449,61.888,48.91,0.25,0.469,1.786,2.346,0.404,0.0,0.209,0.135,0.162,0.216,0.324,0.243
normalized_best_rp23_24.pdb,18.134,0.9336173205482804,0.307,0.0,0.0,0.501,59.083,35.63,0.297,0.457,1.905,2.394,0.49,0.0,0.264,0.189,0.243,0.27,0.351,0.246
normalized_simrna_rp23.pdb,30.404,1.0,,,,,,45.91,0.083,0.445,2.841,2.022,0.009,0.0,0.169,0.108,0.135,0.189,0.243,0.0
