,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_3drna_4PQV_3.pdb,21.115,0.1021767855241828,0.386,0.292,0.0,0.451,54.638,41.25,0.181,0.564,2.128,2.013,1.158,0.0,0.213,0.132,0.206,0.235,0.279,0.271
normalized_vfold_4PQV_2.pdb,21.42,0.13563212078489467,0.403,0.282,0.0,0.485,53.116,34.19,0.178,0.569,2.202,2.022,1.01,0.0,0.191,0.073,0.162,0.235,0.294,0.002
normalized_3drna_4PQV_5.pdb,21.478,0.14276019697743236,0.38,0.242,0.408,0.45,56.54,41.46,0.213,0.539,2.152,2.026,0.926,0.0,0.213,0.118,0.206,0.235,0.294,0.259
normalized_vfold_4PQV_1.pdb,21.518,0.14792848588721197,0.381,0.282,0.0,0.452,56.521,28.57,0.185,0.582,2.241,2.1,1.084,0.0,0.228,0.118,0.191,0.25,0.353,0.003
normalized_vfoldpipeline_4PQV_1.pdb,22.174,0.24791616719614495,0.378,0.303,0.0,0.424,58.612,32.66,0.179,0.554,2.29,1.996,0.988,0.0,0.213,0.118,0.162,0.235,0.338,0.276
normalized_vfoldpipeline_4PQV_3.pdb,22.33,0.2761694379448287,0.399,0.303,0.0,0.48,55.985,33.58,0.167,0.557,2.272,1.966,0.866,0.0,0.184,0.073,0.162,0.221,0.279,0.258
normalized_vfoldpipeline_4PQV_2.pdb,23.436,0.5079175242446607,0.423,0.282,0.0,0.502,55.367,29.59,0.19,0.566,2.417,1.933,0.989,0.0,0.239,0.103,0.221,0.25,0.382,0.274
normalized_simrna_4PQV.pdb,24.688,0.7628333001716512,0.42,0.218,0.0,0.544,58.717,25.88,0.196,0.594,2.536,2.214,1.788,0.0,0.206,0.147,0.176,0.235,0.265,0.063
normalized_rnajp_4PQV.pdb,26.01,0.926490334683848,0.516,0.233,0.0,0.66,50.394,24.31,0.206,0.593,2.665,1.989,1.926,0.0,0.25,0.132,0.221,0.294,0.353,0.015
normalized_isrna_4PQV.pdb,26.429,0.9537823482357637,0.513,0.282,0.0,0.615,51.536,26.06,0.234,0.579,2.721,1.902,1.53,0.0,0.272,0.147,0.25,0.309,0.382,0.321
normalized_3drna_4PQV_1.pdb,28.402,0.9972725873493171,0.326,0.233,0.0,0.397,87.01,43.89,0.17,0.566,2.88,2.009,0.76,0.0,0.202,0.088,0.162,0.235,0.324,0.253
normalized_vfold_4PQV_4.pdb,37.518,0.9999999999999978,0.399,0.282,0.0,0.493,94.043,34.64,0.187,0.578,3.815,1.982,1.095,0.0,0.21,0.118,0.191,0.235,0.294,0.004
