,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_isrna_1YFG.pdb,17.31,0.0019201770882013025,0.567,0.651,,0.545,30.545,32.01,0.275,0.13,1.791,1.699,1.578,0.0,0.144,0.109,0.125,0.141,0.203,0.431
normalized_vfold_1YFG_1.pdb,17.335,0.0020053242869519927,0.54,0.667,0.0,0.506,32.116,37.01,0.267,0.122,1.864,1.814,1.22,0.0,0.144,0.109,0.109,0.141,0.219,0.007
normalized_3drna_1YFG_3.pdb,17.655,0.003471376487439448,0.576,0.649,0.0,0.578,30.649,40.39,0.239,0.12,1.899,1.808,1.401,0.0,0.133,0.078,0.109,0.141,0.203,0.442
normalized_vfoldpipeline_1YFG_1.pdb,17.674,0.0035825162889029927,0.571,0.616,,0.566,30.975,30.05,0.319,0.128,1.854,1.741,1.572,0.0,0.137,0.109,0.109,0.141,0.188,0.485
normalized_3drna_1YFG_5.pdb,17.768,0.004187339435720083,0.586,0.668,0.0,0.579,30.329,40.97,0.263,0.12,1.842,1.692,1.335,0.0,0.133,0.078,0.109,0.125,0.219,0.445
normalized_vfoldpipeline_1YFG_2.pdb,17.858,0.004843730571681526,0.619,0.636,0.0,0.632,28.859,29.21,0.324,0.128,1.84,1.674,1.808,0.0,0.141,0.109,0.125,0.141,0.188,0.507
normalized_alphafold3_1YFG_1.pdb,18.337,0.010158012640171687,0.61,0.632,0.0,0.634,30.055,28.91,0.329,0.127,1.936,1.706,1.882,0.0,0.137,0.109,0.125,0.125,0.188,0.515
normalized_vfold_1YFG_2.pdb,18.754,0.018357766697266353,0.596,0.651,0.0,0.598,31.489,34.03,0.287,0.135,1.983,1.736,1.404,0.0,0.148,0.125,0.141,0.141,0.188,0.01
normalized_vfold_1YFG_3.pdb,18.837,0.020535694932200754,0.602,0.684,0.0,0.594,31.284,36.54,0.297,0.127,1.987,1.701,1.275,0.0,0.148,0.109,0.125,0.141,0.219,0.006
normalized_3drna_1YFG_2.pdb,18.95,0.023852976864749298,0.626,0.668,0.0,0.638,30.266,37.47,0.284,0.121,1.991,1.666,1.476,0.0,0.141,0.078,0.109,0.141,0.234,0.467
normalized_vfold_1YFG_5.pdb,19.328,0.03835304840460185,0.618,0.684,0.0,0.611,31.268,37.83,0.307,0.129,2.024,1.711,1.189,0.0,0.144,0.094,0.125,0.141,0.219,0.011
normalized_vfoldpipeline_1YFG_3.pdb,19.42,0.04283030329692328,0.608,0.651,0.0,0.61,31.929,30.42,0.322,0.128,2.0,1.7,1.67,0.0,0.137,0.109,0.109,0.125,0.203,0.49
