,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_vfoldpipeline_6N5P_3.pdb,31.242,0.07867961090107028,0.51,0.48,0.183,0.548,61.314,26.23,0.191,0.035,3.164,1.857,2.886,0.0,0.107,0.056,0.071,0.111,0.191,0.353
normalized_rnacomposer_6N5P.pdb,31.675,0.12033342383970835,0.505,0.534,0.0,0.539,62.717,27.73,0.195,0.034,3.208,1.795,2.223,0.0,0.101,0.048,0.064,0.119,0.175,0.341
normalized_vfold_6N5P_5.pdb,32.172,0.18476667918486278,0.49,0.534,0.0,0.522,65.621,34.53,0.264,0.035,3.274,1.842,2.041,0.0,0.143,0.064,0.079,0.135,0.294,0.0
normalized_isrna_6N5P.pdb,32.268,0.19940096394528672,0.517,0.513,0.0,0.562,62.458,27.58,0.199,0.039,3.286,1.893,2.56,0.0,0.109,0.056,0.079,0.103,0.198,0.276
normalized_vfold_6N5P_4.pdb,33.169,0.3657216792808026,0.524,0.534,0.0,0.596,63.333,33.14,0.269,0.037,3.363,1.864,1.917,0.0,0.141,0.056,0.079,0.143,0.286,0.003
normalized_vfold_6N5P_2.pdb,34.168,0.5837259184642587,0.483,0.532,0.0,0.495,70.768,34.55,0.274,0.04,3.459,1.85,1.982,0.0,0.149,0.064,0.079,0.143,0.309,0.001
normalized_3drna_6N5P_4.pdb,34.551,0.6643875111850835,0.487,0.545,0.0,0.497,71.012,38.44,0.205,0.038,3.526,1.889,2.108,0.0,0.103,0.048,0.079,0.119,0.167,0.3
normalized_rnajp_6N5P.pdb,35.311,0.8014045546846593,0.544,0.541,0.183,0.574,64.894,29.1,0.151,0.033,3.575,1.793,3.052,0.0,0.099,0.056,0.064,0.103,0.175,0.017
normalized_3drna_6N5P_1.pdb,35.965,0.8868937746532196,0.482,0.518,0.0,0.516,74.588,37.87,0.158,0.035,3.657,1.855,2.093,0.0,0.093,0.048,0.064,0.095,0.167,0.293
normalized_vfold_6N5P_1.pdb,36.24,0.9135060816338625,0.471,0.506,0.0,0.493,76.977,32.68,0.233,0.035,3.676,1.933,2.014,0.0,0.137,0.048,0.071,0.135,0.294,0.004
normalized_vfold_6N5P_3.pdb,36.797,0.9527342010807072,0.459,0.526,0.0,0.494,80.242,34.14,0.264,0.036,3.713,1.91,1.925,0.0,0.145,0.056,0.079,0.143,0.302,0.002
normalized_simrna_6N5P.pdb,37.332,0.9755408988606984,0.529,0.487,0.0,0.597,70.571,28.6,0.264,0.042,3.767,2.003,2.72,0.0,0.129,0.056,0.095,0.135,0.23,0.019
