,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_mcsym_r1117_4.pdb,14.583,0.7933194474329542,0.459,0.676,0.0,0.509,31.783,,0.171,0.559,,,0.402,0.0,0.405,0.276,0.345,0.379,0.621,0.01
normalized_vfold_r1117_3.pdb,14.63,0.800652752097453,0.452,0.535,0.0,0.552,32.383,,0.201,0.576,,,0.434,0.0,0.414,0.276,0.345,0.448,0.586,0.008
normalized_vfold_r1117_2.pdb,16.528,0.9711896497108614,0.425,0.504,0.0,0.573,38.897,,0.171,0.565,,,0.356,0.0,0.431,0.241,0.379,0.483,0.621,0.005
normalized_vfoldpipeline_r1117.pdb,16.534,0.9713900154131898,0.425,0.617,,0.462,38.91,,0.219,0.532,,,0.465,0.0,0.431,0.276,0.345,0.517,0.586,0.34
normalized_mcsym_r1117_1.pdb,16.847,0.9810300146861723,0.459,0.617,0.0,0.53,36.716,,0.15,0.606,,,0.381,0.0,0.457,0.241,0.379,0.517,0.69,0.011
normalized_mcsym_r1117_2.pdb,17.72,0.994780906937649,0.408,0.504,,0.474,43.406,,0.193,0.58,,,0.416,0.0,0.388,0.276,0.345,0.379,0.552,0.004
normalized_rnacomposer_r1117.pdb,18.487,0.998590702644753,0.417,0.676,0.0,0.435,44.369,,0.148,0.532,,,0.263,0.0,0.336,0.172,0.241,0.345,0.586,0.282
normalized_mcsym_r1117_5.pdb,18.859,0.9992978744947787,0.432,0.571,,0.484,43.644,,0.161,0.582,,,0.415,0.0,0.405,0.241,0.345,0.414,0.621,0.001
normalized_rnajp_r1117.pdb,19.121,0.9995797161717799,0.609,0.676,,0.734,31.376,,0.166,0.605,,,0.548,0.0,0.448,0.241,0.379,0.552,0.621,0.004
normalized_vfold_r1117_4.pdb,19.126,0.9995841094143779,0.476,0.535,0.0,0.592,40.157,,0.203,0.594,,,0.462,0.0,0.414,0.276,0.345,0.414,0.621,0.0
normalized_vfold_r1117_5.pdb,19.454,0.9997877173712285,0.458,0.535,0.0,0.574,42.514,,0.179,0.585,,,0.42,0.0,0.414,0.276,0.379,0.414,0.586,0.005
normalized_3drna_r1117_1.pdb,20.177,0.9999567958933437,0.522,0.655,0.0,0.631,38.672,,0.162,0.579,,,0.37,0.0,0.431,0.241,0.379,0.483,0.621,0.335
normalized_mcsym_r1117_3.pdb,20.28,0.999965986163246,0.442,0.571,,0.501,45.855,,0.141,0.603,,,0.438,0.0,0.414,0.172,0.379,0.448,0.655,0.003
normalized_3drna_r1117_4.pdb,20.378,0.9999730019213924,0.544,0.655,0.0,0.667,37.438,,0.192,0.589,,,0.432,0.0,0.431,0.241,0.379,0.483,0.621,0.359
