,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_best_R1189_1.pdb,26.642,0.0005118615645970936,0.727,0.851,,0.678,36.654,37.77,0.28,0.713,2.735,1.33,1.832,0.0,0.214,0.076,0.144,0.254,0.381,0.534
normalized_best_R1189_3.pdb,26.692,0.000564473651652464,0.686,0.762,,0.656,38.887,34.45,0.277,0.711,2.742,1.322,1.743,0.0,0.208,0.076,0.136,0.229,0.39,0.536
normalized_best_R1189_2.pdb,26.727,0.0006036335585361541,0.698,0.793,,0.655,38.277,35.47,0.278,0.709,2.743,1.324,1.753,0.0,0.21,0.076,0.136,0.237,0.39,0.533
normalized_alphafold3_R1189_5.pdb,26.963,0.00094814250030123,0.674,0.802,,0.625,40.03,32.76,0.268,0.685,2.791,1.594,3.277,0.0,0.199,0.11,0.136,0.246,0.305,0.533
normalized_alphafold3_R1189_3.pdb,27.003,0.0010219153089164323,0.669,0.802,,0.622,40.371,32.44,0.242,0.686,2.789,1.591,3.305,0.0,0.218,0.11,0.144,0.254,0.364,0.534
normalized_alphafold3_R1189_4.pdb,27.978,0.005514191246306699,0.662,0.78,,0.625,42.263,32.7,0.264,0.686,2.886,1.581,3.251,0.0,0.197,0.11,0.136,0.237,0.305,0.526
normalized_alphafold3_R1189_2.pdb,28.275,0.008726004473910254,0.669,0.791,,0.625,42.272,32.71,0.234,0.684,2.904,1.59,3.263,0.0,0.205,0.11,0.136,0.254,0.322,0.528
normalized_vfold_r1189_2.pdb,28.802,0.018577822771709385,0.659,0.851,,0.594,43.678,39.83,0.201,0.673,2.971,1.409,1.98,0.0,0.197,0.11,0.136,0.237,0.305,0.007
normalized_isrna_r1189.pdb,29.128,0.028533543600165356,0.693,0.851,,0.633,42.039,36.05,0.248,0.658,2.987,1.575,2.21,0.0,0.227,0.093,0.203,0.288,0.322,0.394
normalized_trrosettarna_r1189_4.pdb,29.408,0.04027137113213053,0.446,0.522,,0.464,65.952,44.49,0.183,0.65,3.011,1.571,1.055,0.0,0.155,0.059,0.102,0.195,0.263,0.455
normalized_vfoldpipeline_r1189.pdb,30.267,0.10197523208330539,0.653,0.838,,0.567,46.34,38.55,0.235,0.692,3.092,1.326,2.133,0.0,0.197,0.076,0.161,0.254,0.297,0.492
normalized_vfold_r1189_3.pdb,30.494,0.12630032070265257,0.658,0.851,,0.582,46.319,37.35,0.189,0.641,3.092,1.589,2.15,0.0,0.178,0.059,0.127,0.22,0.305,0.002
normalized_vfold_r1189_1.pdb,30.921,0.18215514142245354,0.636,0.838,,0.541,48.622,40.51,0.202,0.673,3.127,1.61,1.808,0.0,0.186,0.076,0.161,0.22,0.288,0.007
normalized_trrosettarna_r1189_2.pdb,31.093,0.20855023241643766,0.561,0.645,,0.544,55.423,40.28,0.185,0.663,3.145,1.457,1.466,0.0,0.176,0.085,0.136,0.212,0.271,0.489
normalized_rnajp_r1189.pdb,31.705,0.318699523048851,0.681,0.838,,0.633,46.578,33.93,0.206,0.667,3.225,1.408,2.921,0.0,0.186,0.076,0.127,0.237,0.305,0.06
normalized_vfold_r1189_4.pdb,32.248,0.432732836206083,0.621,0.838,,0.545,51.971,38.27,0.21,0.664,3.305,1.56,2.054,0.0,0.18,0.068,0.127,0.22,0.305,0.005
normalized_trrosettarna_r1189_3.pdb,34.59,0.8710170048662522,0.532,0.706,,0.493,65.043,37.93,0.188,0.658,3.522,1.51,1.68,0.0,0.172,0.093,0.127,0.195,0.271,0.49
normalized_trrosettarna_r1189_5.pdb,35.307,0.9369873596683856,0.447,0.464,,0.488,78.9,46.99,0.194,0.639,3.588,1.631,1.027,0.0,0.161,0.068,0.102,0.203,0.271,0.453
normalized_rnacomposer_r1189.pdb,35.366,0.9409329284968349,0.66,0.851,,0.602,53.61,35.5,0.208,0.662,3.576,1.475,2.283,0.0,0.193,0.068,0.144,0.254,0.305,0.514
normalized_trrosettarna_r1189_1.pdb,36.473,0.9852821928931019,0.499,0.739,,0.445,73.056,37.91,0.182,0.648,3.699,1.52,1.971,0.0,0.172,0.076,0.119,0.212,0.28,0.5
normalized_vfold_r1189_5.pdb,37.812,0.998258088745041,0.654,0.851,,0.579,57.81,39.76,0.201,0.692,3.85,1.431,2.143,0.0,0.197,0.076,0.178,0.212,0.322,0.005
