,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,TM-score,CAD,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,CLASH,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,lDDT
normalized_rnacomposer_r1156.pdb,21.346,9.880984919163893e-15,0.745,0.882,,0.682,28.651,19.49,0.283,0.754,2.196,1.209,2.763,0.0,0.183,0.096,0.133,0.2,0.304,0.538
normalized_alphafold3_R1156_4.pdb,22.183,3.2923663795259017e-13,0.824,0.896,,0.809,26.932,11.15,0.412,0.828,2.26,1.137,5.301,0.0,0.343,0.156,0.289,0.43,0.496,0.609
normalized_alphafold3_R1156_1.pdb,22.258,4.471423231677818e-13,0.834,0.905,,0.817,26.698,11.16,0.423,0.83,2.268,1.126,5.329,0.0,0.361,0.193,0.333,0.422,0.496,0.63
normalized_alphafold3_R1156_2.pdb,22.397,7.807643420676413e-13,0.823,0.896,,0.804,27.223,11.23,0.421,0.828,2.283,1.126,5.367,0.0,0.361,0.2,0.326,0.415,0.504,0.608
normalized_alphafold3_R1156_5.pdb,22.398,7.833733661755105e-13,0.831,0.905,,0.813,26.947,11.12,0.412,0.829,2.282,1.128,5.348,0.0,0.335,0.148,0.281,0.415,0.496,0.606
normalized_alphafold3_R1156_3.pdb,22.803,3.873124043707321e-12,0.824,0.896,,0.809,27.685,11.04,0.42,0.829,2.323,1.13,5.311,0.0,0.346,0.156,0.311,0.422,0.496,0.633
normalized_trrosettarna_r1156_4.pdb,23.143,1.4214740495788192e-11,0.499,0.51,,0.567,46.35,32.61,0.24,0.702,2.407,1.664,1.878,0.0,0.174,0.089,0.163,0.2,0.244,0.444
normalized_trrosettarna_r1156_5.pdb,23.34,2.9798552514392895e-11,0.542,0.561,,0.575,43.067,30.44,0.28,0.706,2.458,1.625,1.932,0.0,0.178,0.096,0.156,0.215,0.244,0.454
normalized_trrosettarna_r1156_2.pdb,23.874,2.0722790150529136e-10,0.548,0.576,,0.572,43.53,32.03,0.278,0.724,2.49,1.572,2.311,0.0,0.18,0.111,0.163,0.2,0.244,0.468
normalized_simrna_r1156.pdb,26.013,2.0950726425938981e-07,0.82,0.944,,0.78,31.741,18.11,0.281,0.796,2.739,1.254,4.341,0.0,0.198,0.082,0.141,0.244,0.326,0.01
normalized_3drna_r1156_1.pdb,26.106,2.7473524771837177e-07,0.612,0.69,,0.592,42.691,27.68,0.228,0.665,2.664,1.679,2.227,0.0,0.189,0.082,0.141,0.207,0.326,0.317
normalized_3drna_r1156_4.pdb,26.404,6.397087219944808e-07,0.62,0.782,,0.553,42.563,34.22,0.262,0.616,2.707,1.751,2.177,0.0,0.148,0.074,0.104,0.178,0.237,0.245
normalized_rnajp_r1156.pdb,26.63,1.197468423419501e-06,0.771,0.863,,0.748,34.547,17.6,0.319,0.774,2.718,1.185,5.316,0.0,0.187,0.082,0.133,0.215,0.319,0.023
normalized_isrna_r1156.pdb,27.528,1.2318358747598346e-05,0.722,0.861,,0.674,38.135,15.06,0.258,0.74,2.824,1.32,3.886,0.0,0.206,0.089,0.148,0.259,0.326,0.465
normalized_rhofold_r1156.pdb,28.756,0.00020310595620620653,0.011,0.0,,0.022,2565.252,66.16,0.139,0.288,2.995,2.964,0.686,0.0,0.07,0.022,0.044,0.082,0.133,0.002
normalized_vfold_r1156_1.pdb,31.038,0.011654410880794774,0.684,0.841,,0.627,45.36,26.58,0.292,0.753,3.204,1.361,2.828,0.0,0.204,0.104,0.156,0.222,0.333,0.001
normalized_vfold_r1156_2.pdb,31.048,0.011827510797171203,0.676,0.872,,0.612,45.923,21.18,0.223,0.747,3.205,1.387,3.119,0.0,0.176,0.082,0.148,0.2,0.274,0.003
normalized_vfoldpipeline_r1156.pdb,33.756,0.2241703155592144,0.636,0.805,,0.576,53.051,23.42,0.205,0.724,3.435,1.352,2.771,0.0,0.154,0.082,0.118,0.185,0.23,0.47
