,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CLASH,TM-score,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,lDDT,CAD,QS-score,LCS-TA-COVERAGE,LCS-TA-RESIDUES
normalized_3drna_rp09.pdb,18.697,0.0014835362216704,0.631,0.76,,0.642,29.619,30.78,0.264,0.155,0.197,0.282,0.422,0.0,0.209,1.945,1.714,1.584,0.432,0.632,,,
normalized_3drna_rp09_2.pdb,19.747,0.00847220058932,0.581,0.821,,0.546,34.007,38.73,0.25,0.141,0.183,0.268,0.408,0.0,0.196,2.022,1.68,1.292,0.367,0.582,,,
normalized_mcsym_rp09_1.pdb,20.764,0.0341821685238304,0.611,0.746,0.0,0.63,33.999,37.3,0.239,0.127,0.211,0.268,0.352,0.0,0.221,2.194,1.789,1.613,0.009,0.621,,,
normalized_3drna_rp09_5.pdb,21.006,0.0456894774061832,0.603,0.738,0.0,0.617,34.865,37.09,0.222,0.169,0.183,0.225,0.31,0.0,0.218,2.163,1.751,1.17,0.385,0.589,,,
normalized_vfold_rp09.pdb,22.217,0.1548915636898286,0.627,0.776,,0.632,35.405,20.51,0.25,0.155,0.197,0.282,0.366,0.0,0.207,2.343,1.651,1.587,0.19,0.642,,,
normalized_mcsym_rp09_2.pdb,24.385,0.5748843118161777,0.639,0.776,0.0,0.655,38.143,37.35,0.243,0.155,0.211,0.268,0.338,0.0,0.208,2.486,1.742,1.775,0.006,0.614,,,
normalized_3drna_rp09_3.pdb,24.507,0.6012750722213029,0.563,0.759,0.0,0.554,43.513,40.03,0.232,0.141,0.169,0.211,0.408,0.0,0.215,2.521,1.736,1.258,0.342,0.561,,,
normalized_rnajp_rp09.pdb,24.838,0.6703122539559598,0.625,0.76,,0.635,39.739,22.42,0.239,0.141,0.211,0.268,0.338,0.0,0.228,2.556,1.737,1.914,0.08,0.603,,,
normalized_rnacomposer_rp09.pdb,25.096,0.7203800073436784,0.561,0.763,0.0,0.548,44.747,27.02,0.204,0.113,0.155,0.239,0.31,0.0,0.187,2.591,1.707,1.168,0.369,0.588,,,
normalized_isrna_rp09.pdb,25.242,0.7469485191657914,0.623,0.8,0.0,0.626,40.497,23.93,0.236,0.127,0.169,0.239,0.408,0.0,0.23,2.618,1.647,1.512,0.388,0.621,,,
normalized_mcsym_rp09_3.pdb,25.863,0.8437153550504969,0.588,0.76,0.0,0.589,43.954,36.09,0.232,0.127,0.197,0.254,0.352,0.0,0.246,2.684,1.785,1.586,0.005,0.597,,,
normalized_ifoldrna_rp09_5.pdb,25.879,0.8458843811448071,0.107,0.0,0.0,0.178,241.382,31.96,0.144,0.099,0.113,0.169,0.197,0.0,0.138,2.655,2.252,0.277,0.007,0.495,,,
normalized_vfoldpipeline_rp09.pdb,26.629,0.924451005533208,0.597,0.763,0.0,0.604,44.636,19.74,0.257,0.155,0.197,0.254,0.422,0.0,0.198,2.756,1.737,1.594,0.401,0.593,,,
normalized_ifoldrna_rp09_1.pdb,26.743,0.9330557197914896,0.124,,0.0,0.178,216.022,33.0,0.12,0.07,0.099,0.127,0.183,0.0,0.12,2.746,2.156,0.149,0.006,0.483,,,
normalized_ifoldrna_rp09_3.pdb,32.899,0.9999995646156334,0.031,,0.0,0.06,1062.988,30.52,0.13,0.056,0.113,0.141,0.211,0.0,0.093,3.309,2.145,0.105,0.002,0.509,,,
normalized_ifoldrna_rp09_2.pdb,33.291,0.999999860103964,0.083,0.0,0.0,0.152,400.872,30.76,0.13,0.07,0.113,0.141,0.197,0.0,0.144,3.371,2.374,0.21,0.015,0.47,,,
normalized_ifoldrna_rp09_4.pdb,45.67,1.0,0.115,0.0,0.0,0.178,398.468,30.89,0.123,0.07,0.085,0.127,0.211,0.0,0.126,4.593,2.162,0.149,0.004,0.515,,,
normalized_alphafold3_rp09_3.pdb,6.299,0.0,0.759,0.822,0.539,0.772,8.304,14.19,0.578,0.338,0.465,0.676,0.831,0.0,0.482,0.655,1.258,1.858,0.667,0.795,0.0,100.0,71.0
normalized_alphafold3_rp09_2.pdb,6.454,0.0,0.767,0.822,0.603,0.779,8.41,13.5,0.556,0.296,0.451,0.662,0.817,0.0,0.473,0.668,1.284,1.835,0.646,0.793,0.0,100.0,71.0
normalized_alphafold3_rp09_5.pdb,6.526,0.0,0.766,0.822,0.539,0.783,8.523,13.32,0.549,0.31,0.422,0.648,0.817,0.0,0.462,0.676,1.281,1.859,0.619,0.795,0.0,100.0,71.0
normalized_alphafold3_rp09_1.pdb,6.598,0.0,0.751,0.822,0.492,0.768,8.781,13.92,0.556,0.338,0.422,0.648,0.817,0.0,0.46,0.683,1.269,1.85,0.649,0.792,0.0,100.0,71.0
normalized_alphafold3_rp09_4.pdb,6.72,0.0,0.77,0.822,0.603,0.783,8.726,12.95,0.56,0.338,0.437,0.648,0.817,0.0,0.458,0.699,1.255,1.888,0.651,0.793,0.0,100.0,71.0
