,RMSD,P-VALUE,INF-ALL,INF-WC,INF-NWC,INF-STACK,DI,MCQ,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,CLASH,TM-score,BARNABA-RMSD,BARNABA-eRMSD,BARNABA-eSCORE,lDDT,CAD,QS-score,LCS-TA-COVERAGE,LCS-TA-RESIDUES
normalized_vfoldpipeline_rp13.pdb,19.725,0.1495480910473761,0.632,0.741,0.0,0.61,31.227,26.58,0.258,0.183,0.233,0.283,0.333,0.0,0.213,2.041,1.716,0.996,0.332,0.478,,,
normalized_eprna_rp13.pdb,19.815,0.1614953538467991,0.048,,0.0,0.143,414.704,101.69,0.125,0.067,0.1,0.133,0.2,0.0,0.126,1.953,2.301,0.044,0.0,0.388,,,
normalized_3drna_rp13_4.pdb,19.877,0.170031144518425,0.794,0.741,0.577,0.828,25.027,30.33,0.408,0.217,0.333,0.467,0.617,0.0,0.309,1.996,1.584,1.314,0.434,0.553,,,
normalized_3drna_rp13_3.pdb,19.908,0.174476728231044,0.755,0.669,0.816,0.791,26.351,36.95,0.408,0.217,0.35,0.467,0.6,0.0,0.312,1.977,1.596,1.31,0.405,0.541,,,
normalized_3drna_rp13_1.pdb,20.677,0.3050866190802214,0.747,0.651,0.0,0.824,27.693,23.5,0.417,0.217,0.333,0.5,0.617,0.0,0.323,2.085,1.586,1.279,0.411,0.544,,,
normalized_mcsym_rp13_3.pdb,23.078,0.795036788033737,0.515,0.2,0.0,0.681,44.832,31.38,0.242,0.133,0.2,0.267,0.367,0.0,0.274,2.4,2.114,1.451,0.001,0.451,,,
normalized_ifoldrna_rp13_5.pdb,23.436,0.846859876141092,0.261,0.0,0.0,0.405,89.813,28.12,0.138,0.083,0.117,0.15,0.2,0.0,0.261,2.43,2.331,0.646,0.001,0.424,,,
normalized_ifoldrna_rp13_1.pdb,23.482,0.8528636483553687,0.261,0.0,0.0,0.438,89.99,32.52,0.163,0.083,0.133,0.183,0.25,0.0,0.131,2.413,2.321,0.539,0.0,0.415,,,
normalized_mcsym_rp13_5.pdb,23.684,0.8771176992654486,0.515,0.206,0.0,0.681,46.009,33.7,0.275,0.117,0.2,0.333,0.45,0.0,0.274,2.465,2.172,1.561,0.001,0.459,,,
normalized_ifoldrna_rp13_4.pdb,24.071,0.9155720140223996,0.299,0.0,0.0,0.459,80.461,30.01,0.133,0.067,0.1,0.133,0.233,0.0,0.194,2.508,2.327,0.488,0.004,0.417,,,
normalized_mcsym_rp13_2.pdb,24.092,0.9173737356214348,0.547,0.257,0.0,0.711,44.007,35.55,0.283,0.133,0.233,0.35,0.417,0.0,0.2,2.498,2.131,1.402,0.003,0.469,,,
normalized_ifoldrna_rp13_2.pdb,24.115,0.9193050768247508,0.301,0.0,0.0,0.457,80.094,28.77,0.158,0.083,0.133,0.183,0.233,0.0,0.22,2.493,2.307,0.498,0.003,0.413,,,
normalized_rnacomposer_rp13.pdb,24.452,0.943809828559302,0.723,0.72,0.516,0.745,33.841,23.25,0.392,0.217,0.35,0.417,0.583,0.0,0.323,2.501,1.544,1.117,0.457,0.561,,,
normalized_mcsym_rp13_1.pdb,24.621,0.9536849029787514,0.476,0.244,0.0,0.611,51.766,33.63,0.271,0.133,0.2,0.3,0.45,0.0,0.213,2.561,2.15,1.544,0.002,0.452,,,
normalized_isrna_rp13.pdb,24.769,0.9610889081745309,0.673,0.741,0.0,0.674,36.804,19.96,0.283,0.167,0.233,0.317,0.417,0.0,0.236,2.548,1.604,1.522,0.349,0.493,,,
normalized_ifoldrna_rp13_3.pdb,25.592,0.986825563324917,0.317,0.0,0.0,0.477,80.85,26.93,0.175,0.083,0.15,0.2,0.267,0.0,0.243,2.648,2.245,0.546,0.005,0.419,,,
normalized_mcsym_rp13_4.pdb,26.457,0.9965483752999184,0.457,0.206,0.0,0.602,57.878,37.25,0.237,0.117,0.2,0.25,0.383,0.0,0.215,2.742,2.154,1.383,0.001,0.447,,,
normalized_3drna_rp13_5.pdb,26.524,0.9969140234982544,0.758,0.669,0.408,0.816,34.988,27.16,0.417,0.217,0.35,0.483,0.617,0.0,0.309,2.669,1.58,1.169,0.417,0.541,,,
normalized_rnajp_rp13.pdb,,,0.462,0.0,0.0,0.655,,,0.196,0.133,0.15,0.217,0.283,0.0,0.228,,,1.108,0.011,0.036,,,
normalized_alphafold3_rp13_3.pdb,19.936,0.1784047887301999,0.774,0.72,0.667,0.802,25.77,16.28,0.446,0.217,0.35,0.583,0.633,0.0,0.363,2.06,1.542,1.87,0.445,0.552,0.0,75.0,45.0
normalized_alphafold3_rp13_5.pdb,20.126,0.2073737304469584,0.76,0.72,0.577,0.79,26.473,16.35,0.454,0.233,0.383,0.567,0.633,0.0,0.387,2.076,1.535,1.862,0.442,0.55,0.0,75.0,45.0
normalized_alphafold3_rp13_2.pdb,20.251,0.2277473751678921,0.769,0.72,0.577,0.802,26.347,16.32,0.467,0.267,0.4,0.567,0.633,0.0,0.385,2.087,1.548,1.886,0.437,0.551,0.0,75.0,45.0
normalized_alphafold3_rp13_1.pdb,20.317,0.2390043457389096,0.774,0.72,0.667,0.802,26.263,16.25,0.463,0.267,0.383,0.567,0.633,0.0,0.379,2.098,1.537,1.873,0.437,0.55,0.0,75.0,45.0
normalized_alphafold3_rp13_4.pdb,20.349,0.244490842684795,0.769,0.72,0.577,0.802,26.474,16.57,0.467,0.283,0.383,0.567,0.633,0.0,0.376,2.101,1.546,1.884,0.454,0.55,0.0,75.0,45.0
